date,run ,I_in,Ch1,Ch2,Ch3,Ch4,,,,
2809,56,,0.04251842,0.170485957,0.121747515,0.129096821,,,,
2809,56,,0.119990852,0.230499308,0.138023538,0.141877442,,,,
610,57,,-0.080828721,-0.108397588,-0.10428199,-0.091626886,,,,
610,57,,-0.064623117,-0.072668804,-0.066961519,-0.067338041,,,,
610,57,,-0.039475391,-0.011275852,-0.042784824,-0.031112632,,,,
610,57,,-0.003428335,0.037136989,0.018370325,0.012028897,,,,
610,57,,0.024553218,0.05566585,0.069973697,0.05279239,,,,
610,57,,0.065217626,0.109865244,0.110598472,0.105941486,,,,
610,57,,0.100987245,0.188816026,0.117038985,0.164183541,,,,
610,58,,-0.068672602,-0.095395866,-0.099576421,-0.083426214,,,,
610,58,,-0.033827556,-0.01983678,-0.071440153,-0.028219356,,,,
610,58,,-0.012405419,0.004280464,-0.027347409,-0.004300281,,,,
610,58,,-0.005449665,0.041992145,0.006222527,0.00267529,,,,
610,58,,0.044806154,0.110856093,0.09932262,0.100452187,,,,
610,58,,0.052396051,0.082557469,0.105862218,0.123717302,,,,
610,58,,0.104792102,0.185546227,0.203896735,0.153957988,,,,
610,59,,-0.082330982,-0.093613281,-0.09342537,-0.102456462,,,,
610,59,,-0.079723643,-0.072609353,-0.033034878,-0.073540751,,,,
610,59,,-0.028694963,-0.001466455,-0.023899258,-0.044072926,,,,
610,59,,-0.01044354,0.047362542,0.006777401,0.002536571,,,,
610,59,,0.024711753,0.11178749,0.074273978,0.064860921,,,,
610,59,,0.052574404,0.188380053,0.136459609,0.107725012,,,,
610,59,,0.071697773,0.183069107,0.198308352,0.159803992,,,,
1210,60,,-0.123655762,-0.123738117,-0.126770722,-0.119897409,,,,
1210,60,,-0.082061991,-0.082422703,-0.089946126,-0.081804339,,,,
1210,60,,-0.086493596,-0.012289975,-0.054931292,-0.035169425,,,,
1210,60,,-0.057585102,0.050113209,0.020199875,0.020380231,,,,
1210,60,,-0.026873048,0.122229854,0.089224701,0.038080886,,,,
1210,60,,0.045784665,0.186874606,0.071240629,0.093913958,,,,
1210,60,,0.049494846,0.197592907,0.174558866,0.1242653,,,,
1210,61,,-0.074232289,-0.093701052,-0.091309988,-0.085530609,,,,
1210,61,,-0.074100561,-0.020045284,-0.048129293,-0.056683322,,,,
1210,61,,-0.00705965,0.00876015,-0.012393035,0.018499375,,,,
1210,61,,-0.013320581,0.046171142,0.042692847,0.055111648,,,,
1210,61,,0.043362741,0.091698156,0.100458305,0.090152247,,,,
1210,61,,0.112413333,0.220884599,0.075698,0.225573855,,,,
1210,61,,0.062944252,0.265664423,0.202745936,0.221399902,,,,
1210,62,,-0.104031989,-0.103221367,-0.10151913,-0.11400935,,,,
1210,62,,-0.081082915,-0.063227669,-0.055317769,-0.088503277,,,,
1210,62,,-0.04581043,-0.01677311,-0.013346346,-0.049829793,,,,
1210,62,,-0.02903732,0.03519519,0.032051842,-0.021797314,,,,
1210,62,,-0.009996877,0.153998279,0.070261554,0.000257652,,,,
1210,62,,0.008090256,0.185921295,0.154513582,0.106616175,,,,
1210,62,,0.066731729,0.162423482,0.254740001,0.155724544,,,,
1910,63,,-0.054438678,0.092420716,0.064078015,0.043272687,,,,
1910,63,,-0.143349855,-0.112678592,-0.094784306,-0.052150925,,,,
1910,63,,-0.088004686,-0.036896779,-0.062450732,-0.076433699,,,,
1910,63,,-0.085592705,0.002281603,0.019002493,0.037450883,,,,
1910,63,,-0.043806777,0.10257435,0.04051475,0.063265591,,,,
1910,63,,0.016427541,0.177378333,0.149999097,0.099901615,,,,
1910,63,,0.002118631,0.235885152,0.290187302,0.198564646,,,,
1910,64,,-0.106769299,-0.104249949,-0.110324795,-0.09759202,,,,
1910,64,,-0.076107756,-0.054106585,-0.055149603,-0.071055635,,,,
1910,64,,-0.098304493,0.020208483,-0.014700042,-0.029302301,,,,
1910,64,,-0.029693433,0.081811763,-0.003063867,0.050944935,,,,
1910,64,,0.005182498,0.17923621,0.148271598,0.073043889,,,,
1910,64,,0.041557768,0.31577385,0.132137406,0.214209924,,,,
1910,64,,0.122424296,0.388198446,0.137189527,0.250128873,,,,
2610,65,,-0.019019228,0.002403774,-0.004551463,-0.005777846,,,,
2610,65,,-0.039899343,-0.039842862,-0.039689559,-0.026594183,,,,
2610,65,,-0.026602251,-0.025383889,-0.018485216,-0.026416673,,,,
2610,65,,-0.024472135,-0.011320279,-0.010343975,-0.016548747,,,,
2610,65,,-0.01623407,-0.00685833,-0.019356628,0.0071488,,,,
2610,65,,-0.001323254,0.045845918,0.0159436,0.011223455,,,,
2610,65,,-0.00093596,0.038850422,0.015814502,0.025722771,,,,
2610,66,,-0.043426667,-0.035851475,-0.043405251,-0.043839825,,,,
2610,66,,-0.023834714,0.001863852,-0.006091811,-0.009746897,,,,
2610,66,,-0.006479105,0.028829191,0.012498298,0.009383809,,,,
2610,66,,0.010828093,0.049864093,0.04038346,0.028458035,,,,
2610,66,,0.030112103,0.10005093,0.082792145,0.064097144,,,,
2610,66,,0.053962953,0.11658354,0.107514407,0.091062484,,,,
2610,66,,0.076611579,0.146518133,0.139103068,0.097646481,,,,
2610,67,,-0.038853401,-0.033444977,-0.036830279,-0.038584555,,,,
2610,67,,-0.011772122,0.002783675,0.001775097,-0.006842193,,,,
2610,67,,0.009763034,0.029151936,0.023858919,0.019671304,,,,
2610,67,,0.022729312,0.068413858,0.041932636,0.039834794,,,,
2610,67,,0.035606835,0.116801393,0.100349469,0.071689719,,,,
2610,67,,0.067945878,0.163115291,0.101713067,0.129590161,,,,
2610,67,,0.073456748,0.151544885,0.141547861,0.129033426,,,,
411,68,,-0.050995961,-0.039560783,-0.046087402,-0.042921988,,,,
411,68,,-0.01716199,-0.006589311,-0.011031821,-0.005807528,,,,
411,68,,-0.006241852,0.031531899,0.035378766,0.019035786,,,,
411,68,,0.018440142,0.077855621,0.059278977,0.042452037,,,,
411,68,,0.03876649,0.115530098,0.113718348,0.090860513,,,,
411,68,,0.071948819,0.182875086,0.129713868,0.132406675,,,,
411,68,,0.086542095,0.189439578,0.177898978,0.156815665,,,,
911,69,,-0.034604504,-0.042479473,-0.035694591,-0.029214875,,,,
911,69,,0.001742282,0.001322608,0.001564239,0.007388802,,,,
911,69,,0.012755539,0.048987375,0.046265855,0.023425427,,,,
911,69,,0.03489651,0.068139761,0.04512129,0.047919115,,,,
911,69,,0.045515529,0.117190723,0.099971381,0.078835083,,,,
911,69,,0.087813559,0.142142237,0.128890719,0.121870721,,,,
911,69,,0.080424757,0.152176255,0.098699642,0.119518005,,,,
911,70,,-0.044596423,-0.03311765,-0.047813104,-0.039149344,,,,
911,70,,-0.013137061,0.007261628,-0.009690649,-0.008202715,,,,
911,70,,0.004654564,0.045375637,0.033739228,0.034349663,,,,
911,70,,0.029440751,0.069157152,0.043137377,0.051708896,,,,
911,70,,0.060738241,0.108237682,0.086719863,0.08425269,,,,
911,70,,0.082179756,0.11530855,0.088423993,0.116097028,,,,
911,70,,0.075757475,0.146949409,0.169904293,0.119835939,,,,
1711,71,,-0.030968542,-0.026800772,-0.031127561,-0.025347889,,,,
1711,71,,-0.009401188,-0.007320929,-0.001972199,-0.009578701,,,,
1711,71,,-0.003983083,0.015747375,0.020736953,0.028613319,,,,
1711,71,,0.006902283,0.038172295,0.030545946,0.017393873,,,,
1711,71,,0.033582443,0.090343782,0.061477995,0.076755914,,,,
1711,71,,0.060431215,0.109139649,0.073935556,0.085855619,,,,
1711,71,,0.059921078,0.115344111,0.106006069,0.094796863,,,,
