"WL","Baseline","1003-1","1003-2","1003-3","0104-1","0104-2","0104-3","2004-1","2004-2","2004-3","0405-1","0405-2","0405-3","1105-1","1105-2","1105-3","1805-1","1805-2","1805-3"
"5,510000000000000e+2","-3,348744423113360e-3","4,256445535855580e-2","2,622878951765150e-2","3,601440394645920e-2","2,509728305483180e-2","5,226643019700280e-2","1,933437104094280e-2","2,216575230910190e-2","3,545465167532390e-2","2,603570598559050e-2","1,374210988936590e-2","2,946880342074050e-2","1,610153989214770e-2","1,882584975214050e-2","1,095380411521820e-2","2,365437817025200e-2","1,890863899461050e-2","2,090311572497510e-2","8,460284729898901e-3"
"5,520000000000000e+2","-3,036878221239130e-3","4,228780737286050e-2","2,600373779535660e-2","3,567353029742420e-2","2,459559277425700e-2","5,194353186557520e-2","1,918979230110800e-2","2,188344849385370e-2","3,545884051586170e-2","2,611080047281610e-2","1,381742220713390e-2","2,910035191698390e-2","1,608703880724240e-2","1,896493368868570e-2","1,061548875969010e-2","2,336213048123570e-2","1,858818842199670e-2","2,081972637413410e-2","8,102011250057619e-3"
"5,530000000000000e+2","-3,045774432576270e-3","4,249342787483570e-2","2,620799970154370e-2","3,596891725685470e-2","2,487200532332720e-2","5,193062901186920e-2","1,938850965197120e-2","2,207356488104960e-2","3,565968176213860e-2","2,613998744052100e-2","1,382971612630730e-2","2,955186005241550e-2","1,589220563729110e-2","1,890281160982540e-2","1,065067800314730e-2","2,337190280207990e-2","1,874013351484610e-2","2,076674891790730e-2","8,382284366348410e-3"
"5,540000000000000e+2","-2,809515640653610e-3","4,248235951530730e-2","2,623857392623170e-2","3,593860341969360e-2","2,463682469178010e-2","5,172410053381010e-2","1,909311742706370e-2","2,211340596944090e-2","3,570613010149990e-2","2,592642980133190e-2","1,339870445843090e-2","2,933349218024130e-2","1,600808755626160e-2","1,887235938439240e-2","1,052251227196270e-2","2,339620544827140e-2","1,852712443185320e-2","2,066862510819990e-2","7,986713026635990e-3"
"5,550000000000000e+2","-2,658747737794950e-3","4,265614592412370e-2","2,632386119784650e-2","3,643232865983130e-2","2,455725689840300e-2","5,171477990216800e-2","1,930873469232290e-2","2,220254715001640e-2","3,555002888790720e-2","2,618822974153590e-2","1,374028012749290e-2","2,938193555957020e-2","1,601533402954620e-2","1,887944874269820e-2","1,053061756168890e-2","2,320771933238230e-2","1,862915601094050e-2","2,062830071633790e-2","8,131741843529970e-3"
"5,560000000000000e+2","-2,362449522775680e-3","4,264732074322930e-2","2,648804833839330e-2","3,624868049580180e-2","2,492015770630820e-2","5,153946216880280e-2","1,927083548464440e-2","2,201856073658120e-2","3,540798109519010e-2","2,609137427665210e-2","1,344085635932720e-2","2,912697472676130e-2","1,567935779112450e-2","1,834258773057800e-2","1,042551461990390e-2","2,309571202511380e-2","1,864065748798340e-2","2,054375300309000e-2","8,014402435645240e-3"
"5,570000000000000e+2","-2,448939447211960e-3","4,323803417127690e-2","2,691976703292230e-2","3,680388054291670e-2","2,476553007116060e-2","5,186988999281040e-2","1,921930651570720e-2","2,235612655902150e-2","3,582474466796870e-2","2,640831772947150e-2","1,369809553102060e-2","2,958715136982880e-2","1,612113717348620e-2","1,869670177048050e-2","1,073690189547490e-2","2,336178694455460e-2","1,864824068136640e-2","2,054622810104460e-2","8,168860714113259e-3"
"5,580000000000000e+2","-2,208423689023800e-3","4,355323084792780e-2","2,721546645348310e-2","3,696568523347790e-2","2,503117674094860e-2","5,195453808539380e-2","1,965041596100700e-2","2,269474068207780e-2","3,597208752376270e-2","2,662147577187950e-2","1,378989976544700e-2","2,960220721894460e-2","1,617328010298720e-2","1,871961270134490e-2","1,059756528004050e-2","2,343374328856720e-2","1,857114136540250e-2","2,069863046987000e-2","7,997315402452909e-3"
"5,590000000000000e+2","-2,090767862915860e-3","4,409272971850270e-2","2,766597991194660e-2","3,735514630137840e-2","2,515747156703120e-2","5,229604654776410e-2","1,950630724389600e-2","2,283265594924400e-2","3,613656464741820e-2","2,662038648930010e-2","1,402993458510040e-2","2,988944000353910e-2","1,616773855954350e-2","1,880247395100090e-2","1,081635863381510e-2","2,366784700065700e-2","1,880808421364820e-2","2,066713212608770e-2","8,245037180717510e-3"
"5,600000000000000e+2","-2,058460304872010e-3","4,463590444023380e-2","2,809309867495980e-2","3,814796000264680e-2","2,533968082355500e-2","5,221188022148810e-2","1,967295401097170e-2","2,312275834309010e-2","3,650915681926440e-2","2,711462754814340e-2","1,403981574265840e-2","3,005872058743310e-2","1,645103083517610e-2","1,903530186542540e-2","1,118105213665710e-2","2,360515231650150e-2","1,888934695605280e-2","2,085366110980510e-2","8,332180734731430e-3"
"5,610000000000000e+2","-1,837700925798600e-3","4,512773823671420e-2","2,884618967747400e-2","3,846077945475020e-2","2,501129620832370e-2","5,219614230998280e-2","2,006554450405030e-2","2,338310303923370e-2","3,661512319593770e-2","2,715850052004490e-2","1,419024636380080e-2","3,013529424707570e-2","1,644372365420450e-2","1,913387924712250e-2","1,081345794918960e-2","2,346492133292320e-2","1,868397903562840e-2","2,085039750926940e-2","8,324931401397899e-3"
"5,620000000000000e+2","-1,646284564143440e-3","4,572172260144100e-2","2,924670292222230e-2","3,914774667896910e-2","2,528957407189650e-2","5,222175704816910e-2","2,009965690528520e-2","2,346156420937950e-2","3,703863890088830e-2","2,740279322098900e-2","1,426633949408230e-2","3,042444666488540e-2","1,666641453052380e-2","1,924055361063150e-2","1,090578578606250e-2","2,358540614211370e-2","1,899163659670260e-2","2,067304243778400e-2","8,278074030954202e-3"
"5,630000000000000e+2","-1,572159382132170e-3","4,639603089152170e-2","3,015642819970700e-2","4,003734187994950e-2","2,548833601596480e-2","5,257351865640890e-2","2,048557892908420e-2","2,370030483700570e-2","3,740248328270440e-2","2,775266952963840e-2","1,452783882160320e-2","3,027966574576270e-2","1,679557017139490e-2","1,946825276734300e-2","1,129624035983090e-2","2,363180108150160e-2","1,917893131705210e-2","2,096977229261410e-2","8,371106961020419e-3"
"5,640000000000000e+2","-1,437066962009840e-3","4,712504799410750e-2","3,065089499615590e-2","4,032527674208420e-2","2,587331111742510e-2","5,260058524298610e-2","2,058897912464970e-2","2,406187700157920e-2","3,749543182918300e-2","2,811993370272490e-2","1,458954424232550e-2","3,069242228642910e-2","1,715944916707650e-2","1,975562920040800e-2","1,134403695906950e-2","2,370890036074530e-2","1,896260646763080e-2","2,132871304142080e-2","8,594064537302250e-3"
"5,650000000000000e+2","-1,172914035633840e-3","4,790064547262580e-2","3,105735545971540e-2","4,112083250480620e-2","2,590551554946250e-2","5,271098941129670e-2","2,084224813588190e-2","2,442996639295320e-2","3,767838037659180e-2","2,830876869930840e-2","1,501340457063710e-2","3,063633075094710e-2","1,728710466393510e-2","1,942653044721850e-2","1,149020037624150e-2","2,392139233822970e-2","1,900060803245150e-2","2,110065178636290e-2","8,459468500641731e-3"
"5,660000000000000e+2","-1,066245877182130e-3","4,844045085070480e-2","3,188998496876490e-2","4,189053563152950e-2","2,586621400565560e-2","5,309702847503620e-2","2,099339611147720e-2","2,458828062500450e-2","3,801693834551460e-2","2,868245098110330e-2","1,530360604093070e-2","3,072523629753260e-2","1,736156270517070e-2","1,979436005401380e-2","1,161747645561420e-2","2,433519619856570e-2","1,913089937410840e-2","2,116904123127250e-2","8,900929649231779e-3"
"5,670000000000000e+2","-9,049953226892330e-4","4,897300175762880e-2","3,212328855350960e-2","4,211769187368770e-2","2,641219153603700e-2","5,309496149190870e-2","2,093409631695570e-2","2,495141679027330e-2","3,834409862540680e-2","2,903560682075420e-2","1,511455340493210e-2","3,124120581223370e-2","1,744606422399800e-2","1,976683081544030e-2","1,188850163375140e-2","2,423010180171310e-2","1,945053674087420e-2","2,113697655744660e-2","8,738704767937450e-3"
"5,680000000000000e+2","-6,713702332852601e-4","4,939902198605590e-2","3,266467354113000e-2","4,269970043694680e-2","2,665688273858940e-2","5,296818070705220e-2","2,131586760389090e-2","2,500269028888020e-2","3,861534153616620e-2","2,910232472289360e-2","1,519479956759410e-2","3,119297192516710e-2","1,788786953280520e-2","1,946003280997340e-2","1,185625111187560e-2","2,443039054017930e-2","1,934942573287490e-2","2,140166635543460e-2","8,865514325993899e-3"
"5,690000000000000e+2","-5,801938032625920e-4","5,016498403544750e-2","3,328515282487420e-2","4,337907733229720e-2","2,658427102528420e-2","5,311547213462100e-2","2,131889301470590e-2","2,516369308925360e-2","3,879015128281130e-2","2,935698366105580e-2","1,553423984027920e-2","3,114104952380730e-2","1,784661983715370e-2","1,972387061921250e-2","1,206855014929300e-2","2,439525644181460e-2","1,953888913531680e-2","2,134110524044600e-2","8,611651095394741e-3"
"5,700000000000000e+2","-3,236683851686050e-4","5,069852269682770e-2","3,383088483367570e-2","4,380236820595030e-2","2,685221519867340e-2","5,293188569177520e-2","2,175996448249780e-2","2,563640898174780e-2","3,890305835708430e-2","2,968584359548180e-2","1,570365760202020e-2","3,112175239040130e-2","1,758778876394100e-2","1,980403224956860e-2","1,211134337473550e-2","2,426040733998920e-2","1,943974380682980e-2","2,111798532918030e-2","8,856989015796989e-3"
"5,710000000000000e+2","-6,769908926206570e-5","5,116217422418410e-2","3,438742405953290e-2","4,415426848466370e-2","2,717015281444110e-2","5,328558686330990e-2","2,172281447273500e-2","2,530529464901200e-2","3,891960519720710e-2","2,983608839413910e-2","1,579265243956180e-2","3,125814526349040e-2","1,815055826834660e-2","1,976045797275020e-2","1,197121811506030e-2","2,451186627887970e-2","1,924442415314660e-2","2,102646598113480e-2","9,054875560468690e-3"
"5,720000000000000e+2","4,609745077304590e-6","5,183064930754410e-2","3,473378949187660e-2","4,480552896292000e-2","2,702580249789000e-2","5,355712731381420e-2","2,209990919117300e-2","2,603163414416750e-2","3,934130304552490e-2","3,038774718612070e-2","1,617611129891640e-2","3,154846553220230e-2","1,835839180909680e-2","2,006085392609880e-2","1,213445316992500e-2","2,474935025733360e-2","1,920847379978330e-2","2,122449585741230e-2","9,067392555096030e-3"
"5,730000000000000e+2","-2,181125466524050e-6","5,252123645804710e-2","3,561992440908740e-2","4,576202608707710e-2","2,730238051328810e-2","5,351836874281570e-2","2,213026791131240e-2","2,609786439708980e-2","3,967369353987520e-2","3,067292617596500e-2","1,626067212383240e-2","3,197677102786030e-2","1,820002792217400e-2","2,031749443070860e-2","1,225789343394610e-2","2,468928133941970e-2","1,947236443553450e-2","2,154234491977770e-2","9,457408499415030e-3"
"5,740000000000000e+2","1,306829673687840e-4","5,317943094527950e-2","3,621438242742740e-2","4,605706207205940e-2","2,762503081820270e-2","5,410613783046840e-2","2,256448568777530e-2","2,656247488963710e-2","3,994255401556780e-2","3,086673881071580e-2","1,653640685490440e-2","3,204943080975760e-2","1,862658766110930e-2","2,053168475803360e-2","1,246987335238040e-2","2,475409986949960e-2","1,949125455267560e-2","2,155366098539600e-2","9,565786842601610e-3"
"5,750000000000000e+2","5,688319381769690e-4","5,333115364068830e-2","3,618523517933800e-2","4,620259547656550e-2","2,738952930492930e-2","5,365312568084170e-2","2,232130382265570e-2","2,620188448091840e-2","3,988949709955000e-2","3,074410767328290e-2","1,614775382422100e-2","3,168934879222870e-2","1,873473998054660e-2","2,043803735927880e-2","1,236093338817970e-2","2,440989050611070e-2","1,910055487635490e-2","2,142050528607350e-2","9,175545094888110e-3"
"5,760000000000000e+2","5,405469079581180e-4","5,411895151776630e-2","3,692749617712680e-2","4,677536135588740e-2","2,795016918967860e-2","5,438948334800100e-2","2,296727906590440e-2","2,672085893321550e-2","4,025864090420920e-2","3,121321312327090e-2","1,658240600377530e-2","3,233287130516850e-2","1,862792634678330e-2","2,041410979397170e-2","1,253426232316380e-2","2,464895566763200e-2","1,920899974175670e-2","2,176916245875050e-2","9,232185575463000e-3"
"5,770000000000000e+2","7,246406629918430e-4","5,439965696945860e-2","3,709006203913760e-2","4,696652472055460e-2","2,777267874343580e-2","5,427978597981150e-2","2,298666841666900e-2","2,686228310634100e-2","4,042591939755690e-2","3,139042985069550e-2","1,659575587538610e-2","3,203641459186310e-2","1,907964055682210e-2","2,049130005338250e-2","1,276297315651370e-2","2,495264080209630e-2","1,935199875252940e-2","2,182272296693700e-2","9,295472123173630e-3"
"5,780000000000000e+2","7,680819128298830e-4","5,479775910153950e-2","3,776165728986230e-2","4,751831781094520e-2","2,787017641416530e-2","5,417722628385830e-2","2,315273683125150e-2","2,716007933038990e-2","4,103329151403620e-2","3,166747865036460e-2","1,666207439267960e-2","3,228782301349630e-2","1,913020213181570e-2","2,073851539303860e-2","1,293823658423100e-2","2,512571756505090e-2","1,955198499402670e-2","2,197900972597640e-2","9,508987637645219e-3"
"5,790000000000000e+2","1,009744106132110e-3","5,499942584047460e-2","3,755272706261640e-2","4,772094703618320e-2","2,790483340033600e-2","5,418889382565240e-2","2,302626576424450e-2","2,700737043793360e-2","4,051305596442800e-2","3,155194538437760e-2","1,648126079343690e-2","3,217542999663910e-2","1,893265338720850e-2","2,040744808782070e-2","1,297294695836860e-2","2,532143245155280e-2","1,946245721887400e-2","2,153434297782500e-2","9,230584243556789e-3"
"5,800000000000000e+2","1,130061273656230e-3","5,485328755863430e-2","3,775129259782300e-2","4,761143414405230e-2","2,818683526692830e-2","5,371147649542290e-2","2,308944589152570e-2","2,715767555073860e-2","4,052443215763950e-2","3,173051298948510e-2","1,672709730585780e-2","3,221531674115070e-2","1,899990395045940e-2","2,057122580613490e-2","1,278628995071530e-2","2,521348785873880e-2","1,964933801537510e-2","2,153603216048510e-2","9,523342753014480e-3"
"5,810000000000000e+2","1,145644988023340e-3","5,510823756725680e-2","3,802461165298630e-2","4,770486904278040e-2","2,808428196325880e-2","5,376679840060660e-2","2,328164943348380e-2","2,704562311338620e-2","4,064288623511800e-2","3,161605662180180e-2","1,673273606963640e-2","3,248987608405730e-2","1,911996923421630e-2","2,071933570392490e-2","1,300139918716330e-2","2,531291651669220e-2","1,973791590810710e-2","2,159740188692890e-2","9,374818458185160e-3"
"5,820000000000000e+2","1,333460366649820e-3","5,478550439644530e-2","3,789550993768500e-2","4,731668133723380e-2","2,781141192428600e-2","5,396150482359870e-2","2,305322269722350e-2","2,697948986820110e-2","4,036930931970990e-2","3,155974660492980e-2","1,657655975318780e-2","3,251598327663020e-2","1,885976918405540e-2","2,075944320729440e-2","1,255796448873450e-2","2,499254500926900e-2","1,961415413858990e-2","2,136715407044320e-2","9,430566518166240e-3"
"5,830000000000000e+2","1,552273512980190e-3","5,423836587045450e-2","3,709088017710220e-2","4,715990568141120e-2","2,776478642347240e-2","5,382112056100260e-2","2,289583022734710e-2","2,663385076607750e-2","4,040802159118710e-2","3,157282323852880e-2","1,667753580397080e-2","3,218647484330070e-2","1,907990436598130e-2","2,039982776208550e-2","1,258802515760880e-2","2,494173709457820e-2","1,950192596345910e-2","2,162748106716980e-2","9,187870201833590e-3"
"5,840000000000000e+2","1,745715098577870e-3","5,408646740391880e-2","3,675998247027600e-2","4,682849189139420e-2","2,772347459234230e-2","5,356022135279110e-2","2,280789570828840e-2","2,642013716117240e-2","4,003019318885030e-2","3,105425946321420e-2","1,662671130010750e-2","3,223395498395490e-2","1,874110891411310e-2","2,035055926940290e-2","1,229619656511420e-2","2,497957608457610e-2","1,917652969080370e-2","2,139028354255240e-2","8,966970714954741e-3"
"5,850000000000000e+2","1,720792396787550e-3","5,368358579322500e-2","3,644310686393070e-2","4,658669564414130e-2","2,736508186003870e-2","5,356985940329650e-2","2,293124452238040e-2","2,651547174534490e-2","3,993220676447410e-2","3,105543973258680e-2","1,655234399989070e-2","3,222227447392800e-2","1,872718965165060e-2","2,049721484798930e-2","1,241580105284760e-2","2,469106885212390e-2","1,932495630098670e-2","2,159552867167850e-2","9,097656306196130e-3"
"5,860000000000000e+2","1,893772742099020e-3","5,300897222357250e-2","3,612228845860280e-2","4,587574261118850e-2","2,743763980100070e-2","5,321425023563320e-2","2,237458638391000e-2","2,639790178224400e-2","3,983445649475620e-2","3,081938628516070e-2","1,661923614387310e-2","3,195050914014370e-2","1,858454759887000e-2","2,036334961584520e-2","1,224578942637100e-2","2,479789041133590e-2","1,923372137342730e-2","2,141769847806010e-2","8,901375132705219e-3"
"5,870000000000000e+2","2,083266511105110e-3","5,249597897971250e-2","3,532976080136920e-2","4,524362828541090e-2","2,680655583091700e-2","5,293285562226920e-2","2,233419212451310e-2","2,598529574369420e-2","3,955176861792620e-2","3,064106812341190e-2","1,615580306954980e-2","3,193787222676780e-2","1,865976925721360e-2","2,010821175744530e-2","1,184591386979180e-2","2,460285977166230e-2","1,911063556611440e-2","2,158881911294450e-2","8,923976373087699e-3"
"5,880000000000000e+2","2,091866689454600e-3","5,185833587748130e-2","3,505623730069260e-2","4,464731883006030e-2","2,712351764095190e-2","5,285174500339070e-2","2,222414603956470e-2","2,594320690661180e-2","3,924570727393630e-2","3,041295544896040e-2","1,608160249406530e-2","3,199537514270630e-2","1,836250106151290e-2","1,998813467814350e-2","1,224242334371270e-2","2,463451325305310e-2","1,922496756944860e-2","2,157765593560580e-2","8,687058270592798e-3"
"5,890000000000000e+2","2,371874289804910e-3","5,125833513990110e-2","3,438282450148660e-2","4,409176297698660e-2","2,670665991974370e-2","5,255832095779700e-2","2,198572848863140e-2","2,537441206995380e-2","3,912708915641220e-2","3,031389848868240e-2","1,585712011857480e-2","3,140244542725710e-2","1,824922185472410e-2","1,975990307176090e-2","1,199401198215580e-2","2,442991414560750e-2","1,901793271983590e-2","2,135167396344820e-2","8,676964660830290e-3"
"5,900000000000000e+2","2,532830657480990e-3","5,057084780425260e-2","3,416509086013310e-2","4,395148927549750e-2","2,648944791359560e-2","5,273663280392000e-2","2,156362722779160e-2","2,499636844985050e-2","3,882807101246800e-2","2,986899807654260e-2","1,586138307802080e-2","3,179525788215130e-2","1,831855539587390e-2","1,967011022140710e-2","1,177861033059800e-2","2,426390260250820e-2","1,906249195123940e-2","2,119011530426540e-2","8,653561681068210e-3"
"5,910000000000000e+2","2,581163431481300e-3","5,050820058479600e-2","3,364111054466110e-2","4,365307276911990e-2","2,651858067027850e-2","5,238947773209330e-2","2,153960902984490e-2","2,518377199227010e-2","3,839935763224700e-2","2,995001270245710e-2","1,621418016186320e-2","3,147551334772870e-2","1,817434323890890e-2","1,974721320046100e-2","1,174438753056450e-2","2,431248577372850e-2","1,909719318522780e-2","2,128955005541390e-2","8,598392532724069e-3"
"5,920000000000000e+2","2,800345067344740e-3","5,005143446680270e-2","3,352280807682880e-2","4,333760348124520e-2","2,597033159935060e-2","5,229976453824390e-2","2,139585249990570e-2","2,486974146164220e-2","3,840841451490910e-2","2,943995205575470e-2","1,579392475597330e-2","3,173888684949240e-2","1,793929398976190e-2","1,995931785668560e-2","1,188425421157540e-2","2,401634736725510e-2","1,900190941950800e-2","2,108589883318280e-2","8,219901335991630e-3"
"5,930000000000000e+2","3,011805862732270e-3","5,006280996294510e-2","3,318629224842480e-2","4,336727518043050e-2","2,605851811392920e-2","5,233558179637330e-2","2,150678456144420e-2","2,498488202644660e-2","3,824514705257920e-2","2,943904324790700e-2","1,605021907282640e-2","3,177210714226800e-2","1,795701636109900e-2","1,990558382579530e-2","1,173471413277970e-2","2,414868168759760e-2","1,887775244307410e-2","2,102458455126960e-2","8,202350596240739e-3"
"5,940000000000000e+2","2,906758129285620e-3","5,051829783091950e-2","3,352164690950080e-2","4,389848063743120e-2","2,652109411148040e-2","5,235212433401610e-2","2,178524202103510e-2","2,525841881877700e-2","3,846389218347170e-2","2,985032848323180e-2","1,609987877807210e-2","3,222222543060280e-2","1,832671351612930e-2","1,999428782600600e-2","1,221762750068980e-2","2,452925084491430e-2","1,911945605928970e-2","2,129728171163530e-2","8,677853395072341e-3"
"5,950000000000000e+2","3,025847012719740e-3","5,096030127229810e-2","3,414328709556020e-2","4,381744825915980e-2","2,654723454304750e-2","5,256388081771100e-2","2,189371327549800e-2","2,541977492509490e-2","3,851503563595650e-2","2,980048059285010e-2","1,649167244023300e-2","3,196934883940480e-2","1,854809376639930e-2","2,048403817417890e-2","1,202020544081610e-2","2,461702482440600e-2","1,939306079997140e-2","2,190939348709570e-2","9,091257560950659e-3"
"5,960000000000000e+2","3,186466701222280e-3","5,118153199056500e-2","3,443879071218160e-2","4,443016714538000e-2","2,643154381126500e-2","5,298620513643270e-2","2,211960133790890e-2","2,546951073000600e-2","3,853719299236580e-2","3,008438413837330e-2","1,682081000439880e-2","3,253732516126140e-2","1,891117701121090e-2","2,041804298010020e-2","1,257884668685420e-2","2,479604780030810e-2","1,914453286733840e-2","2,196909125056000e-2","9,203488163864141e-3"
"5,970000000000000e+2","3,461741663433840e-3","5,185066549598080e-2","3,490100046716610e-2","4,510635369362850e-2","2,669707090654230e-2","5,307510053804070e-2","2,226478741685480e-2","2,569170242862120e-2","3,855646720179200e-2","3,015644509700770e-2","1,686342322428660e-2","3,276830301655810e-2","1,890128510097560e-2","2,072142931636000e-2","1,240548573076480e-2","2,503886563720600e-2","1,914005920891390e-2","2,199676470559930e-2","9,208953767442379e-3"
"5,980000000000000e+2","3,611500444753900e-3","5,267082284239940e-2","3,560502321144450e-2","4,584698336539440e-2","2,723673328836380e-2","5,336165817737490e-2","2,262925762070060e-2","2,608518530120150e-2","3,899304445959490e-2","3,055576977678020e-2","1,703997290355170e-2","3,252187044128830e-2","1,916381514661260e-2","2,060178407214100e-2","1,268576788142700e-2","2,514922200070810e-2","1,945780347078270e-2","2,222914122912570e-2","9,185400364489350e-3"
"5,990000000000000e+2","3,763496485834300e-3","5,365933532626900e-2","3,652827266072530e-2","4,650279369542570e-2","2,738264245276880e-2","5,349679243447290e-2","2,300791905056370e-2","2,655921411737880e-2","3,947076387075030e-2","3,103657534153980e-2","1,752744322944490e-2","3,335861366124290e-2","1,942015981939150e-2","2,127750638831400e-2","1,281202105129930e-2","2,547151079359310e-2","1,977394375204910e-2","2,242240902125950e-2","9,630130175115610e-3"
"6,000000000000000e+2","3,882505252078560e-3","5,468311158161220e-2","3,772560524487890e-2","4,768998929637430e-2","2,803495689751380e-2","5,389961746356220e-2","2,358188253101410e-2","2,698925797027400e-2","4,002246514330960e-2","3,163046956413990e-2","1,779460623876680e-2","3,352710114384690e-2","2,015179883792510e-2","2,120372402099310e-2","1,336319821677500e-2","2,594633188818990e-2","1,993549703197110e-2","2,286943155698520e-2","9,889129608431000e-3"
"6,010000000000000e+2","3,939585025495120e-3","5,620113829972070e-2","3,888043363371680e-2","4,891138567082580e-2","2,880784215960620e-2","5,439365025660000e-2","2,406496011886850e-2","2,755844338002560e-2","4,038872374795180e-2","3,204688808501890e-2","1,845327789665860e-2","3,393485057761870e-2","2,058581074713790e-2","2,185923269520350e-2","1,375580874185130e-2","2,625474751865720e-2","2,056000563528240e-2","2,315390812283920e-2","1,030213806680300e-2"
"6,020000000000000e+2","4,270420260008230e-3","5,725367816845920e-2","3,993264412728100e-2","5,000764423579970e-2","2,875536582711740e-2","5,466169931174670e-2","2,434825122139930e-2","2,798492220355740e-2","4,076276255745080e-2","3,240599572009130e-2","1,873457764810240e-2","3,433887108898290e-2","2,058202001354280e-2","2,219516192474480e-2","1,398226157954860e-2","2,649127379382960e-2","2,028249695248510e-2","2,322030005724470e-2","1,039646181927480e-2"
"6,030000000000000e+2","4,376818874748640e-3","5,846815892044000e-2","4,137948998320950e-2","5,163602457366170e-2","2,934549962517460e-2","5,486057597129440e-2","2,472735401215630e-2","2,840906752867230e-2","4,117622014447370e-2","3,298311363915460e-2","1,915363470340190e-2","3,462843163344910e-2","2,122131930343420e-2","2,238382608855160e-2","1,444223479094680e-2","2,698286155723780e-2","2,097666902982300e-2","2,377944293449720e-2","1,077810423087620e-2"
"6,040000000000000e+2","4,470362973945570e-3","5,974490707328820e-2","4,244043733081710e-2","5,250358863855290e-2","2,971783113484440e-2","5,513429747880180e-2","2,553404847140740e-2","2,938307387398800e-2","4,172806757126010e-2","3,367758988332510e-2","1,954728985069930e-2","3,537304531159180e-2","2,189831928578070e-2","2,296409396407030e-2","1,512426900870650e-2","2,735121114528360e-2","2,110217180645490e-2","2,396332741953290e-2","1,115025296898870e-2"
"6,050000000000000e+2","4,667496022600520e-3","6,093895731436330e-2","4,368504769329710e-2","5,364365634880480e-2","2,996967261196780e-2","5,595119192237410e-2","2,602142798960970e-2","2,958945119664390e-2","4,221192299713630e-2","3,416567414288070e-2","2,000323655003510e-2","3,560353315051240e-2","2,184528461736540e-2","2,307989513355090e-2","1,554928261306150e-2","2,753680994496010e-2","2,113220915823010e-2","2,426820907557840e-2","1,137086206560810e-2"
"6,060000000000000e+2","4,900539754604850e-3","6,196092119570790e-2","4,421815709982070e-2","5,469099247130560e-2","3,033290763571960e-2","5,595694484871170e-2","2,636628580260610e-2","2,997283605624230e-2","4,259064774205260e-2","3,454688993611280e-2","2,024545101056500e-2","3,565610165235280e-2","2,243822913214940e-2","2,312202752934980e-2","1,580828747262490e-2","2,785983870856820e-2","2,112346809315100e-2","2,448134145899490e-2","1,142244233938260e-2"
"6,070000000000000e+2","4,906181430270760e-3","6,324646697578440e-2","4,560671110624990e-2","5,589486456137560e-2","3,099999982900760e-2","5,653003205572940e-2","2,663784341471610e-2","3,065421001260440e-2","4,298286722797110e-2","3,526086532310680e-2","2,061150481832860e-2","3,624756756158950e-2","2,284740144489860e-2","2,341740781397070e-2","1,608598925913900e-2","2,814272147434960e-2","2,156986333665210e-2","2,505604825920240e-2","1,201041504278100e-2"
"6,080000000000000e+2","5,007761396474000e-3","6,415767888414910e-2","4,644612366870310e-2","5,673603354584510e-2","3,150054532699530e-2","5,686837742592890e-2","2,714471025853250e-2","3,114933344561660e-2","4,356541588772920e-2","3,561665437225040e-2","2,119732497993780e-2","3,655304445051460e-2","2,318538171857560e-2","2,397263903463940e-2","1,653300275303480e-2","2,852766879495670e-2","2,172727324039630e-2","2,528219592948670e-2","1,208078339811530e-2"
"6,090000000000000e+2","5,300470329736340e-3","6,516359414416480e-2","4,711327366123100e-2","5,716502351047170e-2","3,135462207133220e-2","5,710381198853190e-2","2,719937254700950e-2","3,136349379000740e-2","4,373353452681960e-2","3,605223953119730e-2","2,125036271934580e-2","3,678895507118230e-2","2,322766525551440e-2","2,398461492802100e-2","1,664222372384220e-2","2,883680281880670e-2","2,165565456307410e-2","2,498064702151400e-2","1,224072183111520e-2"
"6,100000000000000e+2","5,385356053843500e-3","6,616110376218860e-2","4,801732217932700e-2","5,817837086276340e-2","3,178643950215990e-2","5,695847540236320e-2","2,789835331603820e-2","3,157209676085960e-2","4,429695696842800e-2","3,642589622303110e-2","2,146274758302500e-2","3,709489596089410e-2","2,354914617506170e-2","2,429455970737740e-2","1,669437812477440e-2","2,880077661852750e-2","2,178739934871130e-2","2,526195633708820e-2","1,251659292827160e-2"
"6,110000000000000e+2","5,530915406051050e-3","6,666683456335710e-2","4,885106443695760e-2","5,893321496727710e-2","3,178610028835170e-2","5,728311193697090e-2","2,772864002151660e-2","3,195497850870670e-2","4,445075266615660e-2","3,654643890320280e-2","2,167773092199800e-2","3,719959085543270e-2","2,380720627774430e-2","2,461522430867890e-2","1,696250166270120e-2","2,876607148885150e-2","2,202460932623670e-2","2,531948774783350e-2","1,278093668394830e-2"
"6,120000000000000e+2","5,708937427360360e-3","6,735801826578770e-2","4,922607589920000e-2","5,899875827696080e-2","3,201477705098710e-2","5,765641898137190e-2","2,803275407660100e-2","3,224809638863010e-2","4,472844425458470e-2","3,683066600183700e-2","2,199240861344630e-2","3,733230145519550e-2","2,392292392696070e-2","2,471930886655420e-2","1,703175363317690e-2","2,898679046597910e-2","2,223064189768730e-2","2,556791352506310e-2","1,290949181061140e-2"
