"WL","Baseline","1003-1","1003-2","1003-3","0104-1","0104-2","0104-3","2004-1","2004-2","2004-3","0405-1","0405-2","0405-3","1105-1","1105-2","1105-3","1805-1","1805-2","1805-3"
"4,490000000000000e+2","-2,001248896558280e-2","3,500119472285300e-1","3,183445967039600e-1","3,271443447689810e-1","1,629479373598660e-1","1,919280159905780e-1","1,569924812456610e-1","1,581464053529840e-1","1,740490783625100e-1","1,605021490373190e-1","1,366742577639180e-1","1,461338594398060e-1","1,487460224804260e-1","1,187668625172140e-1","1,237878402175770e-1","1,220424077406500e-1","1,130445913688720e-1","1,120587081168070e-1","1,023974941819890e-1"
"4,500000000000000e+2","-1,957939192480490e-2","3,475479479136880e-1","3,163629670238990e-1","3,251216124931340e-1","1,617249628250410e-1","1,907104564101880e-1","1,558202876617700e-1","1,571046954922200e-1","1,726209518694110e-1","1,593768696121690e-1","1,363935318617730e-1","1,459612980855890e-1","1,489568125569150e-1","1,186535545989390e-1","1,236741071044370e-1","1,220033555307990e-1","1,130088523721380e-1","1,124149368874250e-1","1,024473310194480e-1"
"4,510000000000000e+2","-1,947669117160610e-2","3,456009405328580e-1","3,142692253405400e-1","3,231632043159090e-1","1,609964159496770e-1","1,897643501845600e-1","1,548346821420750e-1","1,561744956901790e-1","1,716970037548250e-1","1,583879460042780e-1","1,370662812893340e-1","1,463433506706480e-1","1,491567878243850e-1","1,186776114401720e-1","1,238338786276600e-1","1,221158474546770e-1","1,132821650964020e-1","1,128015448432770e-1","1,027077523438950e-1"
"4,520000000000000e+2","-1,884669348793170e-2","3,426173279790260e-1","3,113941964434770e-1","3,198057642552220e-1","1,596294450463580e-1","1,884159177236600e-1","1,537002115084040e-1","1,543351536937070e-1","1,696265847734960e-1","1,568563593922460e-1","1,363437516030300e-1","1,458387922808680e-1","1,489676064130290e-1","1,181381743646540e-1","1,232898624772530e-1","1,215362659539760e-1","1,129816068922570e-1","1,128631247241030e-1","1,025061272247470e-1"
"4,530000000000000e+2","-1,855358084130780e-2","3,395972842168420e-1","3,083150974732640e-1","3,170391330400230e-1","1,582171624516600e-1","1,870153184713130e-1","1,518881853549110e-1","1,528899851169810e-1","1,681953121283900e-1","1,550023548883920e-1","1,362798856434340e-1","1,458905066353590e-1","1,489634975937840e-1","1,181625832166740e-1","1,229427653604250e-1","1,215612506212220e-1","1,128790555189810e-1","1,129418276927200e-1","1,025129855916690e-1"
"4,540000000000000e+2","-1,851263510617130e-2","3,361324487985990e-1","3,046563625610290e-1","3,139435006516750e-1","1,564219813354050e-1","1,855020260701970e-1","1,504954062223240e-1","1,512470251358260e-1","1,663418781017440e-1","1,535227033513820e-1","1,360821648922150e-1","1,454564503206110e-1","1,486022881459810e-1","1,179083038838630e-1","1,229847513806940e-1","1,212445894859580e-1","1,129152816224690e-1","1,129838670383030e-1","1,031457104990550e-1"
"4,550000000000000e+2","-1,809757475767920e-2","3,317455536663090e-1","3,004597799565190e-1","3,095373508930210e-1","1,542828362857220e-1","1,831486987257610e-1","1,483723004440960e-1","1,491462018060490e-1","1,643793316207460e-1","1,513154486205190e-1","1,354070821669440e-1","1,445430765138760e-1","1,475132767861470e-1","1,171322501651000e-1","1,222291373601690e-1","1,205742485229820e-1","1,125846937521830e-1","1,128987561679030e-1","1,025874334620700e-1"
"4,560000000000000e+2","-1,783852002705020e-2","3,273371640932190e-1","2,963333752084530e-1","3,051118513876670e-1","1,522297577015910e-1","1,815754612771870e-1","1,464702484558920e-1","1,471031922094980e-1","1,615816232013560e-1","1,489874198945770e-1","1,340644474103050e-1","1,437107794958180e-1","1,469203189349360e-1","1,165199032784340e-1","1,215501066913080e-1","1,200522675028540e-1","1,121867474077550e-1","1,124598094034550e-1","1,019994322138060e-1"
"4,570000000000000e+2","-1,758337351971810e-2","3,221595289045150e-1","2,908787303768330e-1","2,999845999046510e-1","1,498884473237020e-1","1,788847804104660e-1","1,438741581627710e-1","1,444101214403300e-1","1,600048024567270e-1","1,466608802831350e-1","1,329690018861610e-1","1,427995755556600e-1","1,455487895778820e-1","1,156881362814780e-1","1,203109465412260e-1","1,190308809268340e-1","1,117393203116260e-1","1,118593884615680e-1","1,014236005141800e-1"
"4,580000000000000e+2","-1,714428647122620e-2","3,165426804032490e-1","2,856850832256140e-1","2,945989739187770e-1","1,477744520928000e-1","1,763714616711470e-1","1,414399510231300e-1","1,418620073742770e-1","1,567085797328940e-1","1,437093395481820e-1","1,317058532952000e-1","1,415464427049230e-1","1,439339769929690e-1","1,148658712518260e-1","1,193503215162970e-1","1,181515099520120e-1","1,111251695595770e-1","1,113779349812390e-1","1,005594195550110e-1"
"4,590000000000000e+2","-1,657457252217110e-2","3,097812647752530e-1","2,794411365019230e-1","2,886395106316420e-1","1,446711260352830e-1","1,739276496942090e-1","1,388548405141720e-1","1,387212095643480e-1","1,535710676017560e-1","1,407549656206110e-1","1,298629957359710e-1","1,396552019709760e-1","1,415162904096290e-1","1,131978818096740e-1","1,175266247007730e-1","1,166936416145730e-1","1,100584982866010e-1","1,103512230878170e-1","9,948509928462019e-2"
"4,600000000000000e+2","-1,668785633938200e-2","3,034041200166980e-1","2,733684373844200e-1","2,822002148622850e-1","1,419250178330820e-1","1,711172781066700e-1","1,355305695484120e-1","1,354472157344490e-1","1,504295012998670e-1","1,376207258024450e-1","1,277304000519810e-1","1,376604455961600e-1","1,395923967153700e-1","1,120526711976570e-1","1,161492104652290e-1","1,155298416688480e-1","1,090103543195350e-1","1,096309926080160e-1","9,873012271538981e-2"
"4,610000000000000e+2","-1,641204305457100e-2","2,965796113512460e-1","2,666237307258580e-1","2,755038221096540e-1","1,392085562786120e-1","1,679161703617950e-1","1,326750074644090e-1","1,323662004957080e-1","1,473672578392150e-1","1,344352818765120e-1","1,255384643727300e-1","1,356181011328940e-1","1,370994427358650e-1","1,103653278594890e-1","1,140953516989880e-1","1,137775153211870e-1","1,072851808246220e-1","1,079982676280780e-1","9,707654157620189e-2"
"4,620000000000000e+2","-1,614706446782420e-2","2,894747260234590e-1","2,596654554947710e-1","2,690472175892290e-1","1,361607505749490e-1","1,647793313014790e-1","1,299410847797460e-1","1,289164497307690e-1","1,438030731267600e-1","1,311029179543710e-1","1,233859511823100e-1","1,335925705395670e-1","1,345880921643210e-1","1,085854906425740e-1","1,120669694328230e-1","1,122244586803410e-1","1,061595871797700e-1","1,067986876278050e-1","9,594753170166760e-2"
"4,630000000000000e+2","-1,617727150216480e-2","2,826243667954460e-1","2,534775823037390e-1","2,627084309527780e-1","1,332071021415740e-1","1,622832936901940e-1","1,273142799677140e-1","1,260397852100650e-1","1,408643935655000e-1","1,282172023525310e-1","1,211004195865900e-1","1,314363617486740e-1","1,325064466099090e-1","1,071935406466400e-1","1,104982722933710e-1","1,106425073622890e-1","1,045979809866140e-1","1,057379691895320e-1","9,466075487084880e-2"
"4,640000000000000e+2","-1,588032946533280e-2","2,758504858167260e-1","2,469204208025050e-1","2,559660423005530e-1","1,306545225576970e-1","1,588798640626780e-1","1,243192329899920e-1","1,228770079683610e-1","1,378095752204760e-1","1,251677766452030e-1","1,188446262326380e-1","1,293224239624910e-1","1,302411810354780e-1","1,054415017858450e-1","1,085724593341260e-1","1,089284990037140e-1","1,035588219176780e-1","1,042634968507320e-1","9,311951175031950e-2"
"4,650000000000000e+2","-1,564081514943040e-2","2,696341409069020e-1","2,410803145902970e-1","2,500397452007850e-1","1,279598211022490e-1","1,561266732047490e-1","1,218998828331450e-1","1,199376783459560e-1","1,348642818500210e-1","1,219123327493210e-1","1,169347861660830e-1","1,273381279880200e-1","1,275778784691070e-1","1,038765540603890e-1","1,065136747889910e-1","1,071595777912630e-1","1,019945100533210e-1","1,030511722492320e-1","9,172070668054040e-2"
"4,660000000000000e+2","-1,540929500496010e-2","2,642530938051330e-1","2,360893628794330e-1","2,455055204659290e-1","1,255315523236490e-1","1,540112565247240e-1","1,194495532270990e-1","1,172700619688010e-1","1,322487273869150e-1","1,194551434612000e-1","1,146222146617030e-1","1,259503578841070e-1","1,259354595155020e-1","1,024658785880730e-1","1,048534880926450e-1","1,057449407071940e-1","1,008773793280040e-1","1,019202541183960e-1","9,046681965657090e-2"
"4,670000000000000e+2","-1,539448856914850e-2","2,596999796630320e-1","2,318065394004760e-1","2,411647228917200e-1","1,242322500607890e-1","1,520554255705100e-1","1,176640415437050e-1","1,155010444419990e-1","1,302492767855730e-1","1,174805299536890e-1","1,135401908277320e-1","1,247110164835560e-1","1,242840699708850e-1","1,014145288530550e-1","1,035503015002230e-1","1,045489709316110e-1","1,001301566325780e-1","1,009416412214020e-1","8,966554499248840e-2"
"4,680000000000000e+2","-1,519259631416410e-2","2,558517323768120e-1","2,282459786394350e-1","2,375309586002830e-1","1,222127902551880e-1","1,500124127745750e-1","1,159183462127650e-1","1,135186615311040e-1","1,283408185511870e-1","1,154932039122620e-1","1,120723154030570e-1","1,234590321243990e-1","1,227281719418410e-1","1,002490710471090e-1","1,019611764274400e-1","1,034713611662180e-1","9,907767107942950e-2","1,001331424065690e-1","8,832958932403621e-2"
"4,690000000000000e+2","-1,505121229419980e-2","2,526326245659800e-1","2,255246661599840e-1","2,347138898007090e-1","1,208139719333080e-1","1,487516684081590e-1","1,147457971250630e-1","1,119765398059060e-1","1,269331085396370e-1","1,143577319451040e-1","1,112544888071750e-1","1,225296237119540e-1","1,217732897627450e-1","9,925239325032510e-2","1,009160939706510e-1","1,027066030210600e-1","9,844451301461000e-2","9,956591512980579e-2","8,786198291064421e-2"
"4,700000000000000e+2","-1,499508590954260e-2","2,503191518058190e-1","2,228525754991790e-1","2,326850266345580e-1","1,199621326371890e-1","1,475126507423610e-1","1,133838639884950e-1","1,107085776891210e-1","1,255952095812720e-1","1,128882337015530e-1","1,105347651165090e-1","1,219189399316490e-1","1,208695282407660e-1","9,887524811607490e-2","1,002899659053610e-1","1,020625475401720e-1","9,805754557205400e-2","9,886282164246870e-2","8,738013778127331e-2"
"4,710000000000000e+2","-1,467576961133810e-2","2,479707192803860e-1","2,209546371525810e-1","2,302428773120960e-1","1,187660512258990e-1","1,462256843763300e-1","1,125168579451700e-1","1,097565083805920e-1","1,245309598805580e-1","1,117221924743970e-1","1,095123881583240e-1","1,209787586916930e-1","1,198096274519580e-1","9,792014812591920e-2","9,952896472256539e-2","1,011587495119600e-1","9,730413990183480e-2","9,831151878407179e-2","8,653120770562501e-2"
"4,720000000000000e+2","-1,458791052103910e-2","2,464317925702200e-1","2,194003150955910e-1","2,286743967367960e-1","1,180459905768310e-1","1,450477185682260e-1","1,118663437837030e-1","1,089555114509470e-1","1,236334039899090e-1","1,111317775624860e-1","1,090488059948590e-1","1,206977183828250e-1","1,194378860170570e-1","9,760539262325251e-2","9,870703361133640e-2","1,006303268584860e-1","9,708269812940581e-2","9,812467832404139e-2","8,623986165132920e-2"
"4,730000000000000e+2","-1,436895975054810e-2","2,452486903110610e-1","2,182635018060850e-1","2,274078188548890e-1","1,174913572410320e-1","1,444122515594350e-1","1,111805125681410e-1","1,079327002303560e-1","1,228938941243740e-1","1,104642130275780e-1","1,084630916988720e-1","1,199283009538380e-1","1,188004355964800e-1","9,692432232495160e-2","9,836112601110800e-2","1,001875114379850e-1","9,691873256304320e-2","9,801787953501261e-2","8,617380122062070e-2"
"4,740000000000000e+2","-1,420071758056890e-2","2,441981470768620e-1","2,175213687195840e-1","2,264978548972230e-1","1,167707407775390e-1","1,439659927604260e-1","1,104733462568210e-1","1,076562905561020e-1","1,221510018293120e-1","1,098513873085320e-1","1,078767926099680e-1","1,196521458558720e-1","1,180120952028250e-1","9,699853236827550e-2","9,819338854812099e-2","1,001203445950490e-1","9,684354058876830e-2","9,801658508479630e-2","8,595409933964269e-2"
"4,750000000000000e+2","-1,406961518905000e-2","2,434479439433810e-1","2,165192180560440e-1","2,258022431274220e-1","1,161941264884130e-1","1,434573896034870e-1","1,101812220889020e-1","1,069829221192870e-1","1,214852635751420e-1","1,095262345757730e-1","1,073890592815250e-1","1,190627317311940e-1","1,175028132495290e-1","9,677537118674040e-2","9,821056111440341e-2","9,993911035475259e-2","9,699504893276880e-2","9,782473860336779e-2","8,608079797354670e-2"
"4,760000000000000e+2","-1,388062477260600e-2","2,428945611548240e-1","2,157703198897690e-1","2,250788909220680e-1","1,159918157506290e-1","1,429262889501590e-1","1,097478302197640e-1","1,067373548860540e-1","1,207775017733070e-1","1,088144094037560e-1","1,069987784129030e-1","1,181417510229090e-1","1,168575141345390e-1","9,690205586894709e-2","9,803498086320810e-2","9,997259367089579e-2","9,645336733474861e-2","9,815253186301000e-2","8,621886092836779e-2"
"4,770000000000000e+2","-1,372360669589020e-2","2,419150515525330e-1","2,151546571202500e-1","2,240451835788200e-1","1,156801205116000e-1","1,424056657912120e-1","1,093484550906440e-1","1,064212279117490e-1","1,204520443336610e-1","1,082994391884030e-1","1,064441216278810e-1","1,177052212528460e-1","1,163218756391320e-1","9,661435427433840e-2","9,806892993121470e-2","9,998245856943930e-2","9,670606318106770e-2","9,824693511756770e-2","8,624642333439360e-2"
"4,780000000000000e+2","-1,347115536997570e-2","2,409114105781590e-1","2,137893586473540e-1","2,228111219198880e-1","1,148124130863990e-1","1,417947408166720e-1","1,084707683238030e-1","1,056090923151920e-1","1,197664825028810e-1","1,078049045345090e-1","1,057837481279040e-1","1,164722431869150e-1","1,155695093419130e-1","9,648336867142990e-2","9,775988691211699e-2","9,956094908945621e-2","9,648844172796650e-2","9,798948878192840e-2","8,652375337151421e-2"
"4,790000000000000e+2","-1,354762285415180e-2","2,398344282819290e-1","2,129178749145180e-1","2,221409226014850e-1","1,146155145651560e-1","1,412210331800900e-1","1,082004991222070e-1","1,053259575392880e-1","1,194130651796820e-1","1,073595946350370e-1","1,051331658749590e-1","1,163107238556650e-1","1,149801193943210e-1","9,652554809379560e-2","9,795597275795230e-2","9,970616350849790e-2","9,673191325380280e-2","9,835307678907150e-2","8,678992208066810e-2"
"4,800000000000000e+2","-1,327732538942160e-2","2,385463837562980e-1","2,113531936096390e-1","2,207097845516780e-1","1,136219811939120e-1","1,402797840800920e-1","1,073620396284680e-1","1,043154929800920e-1","1,185514004850030e-1","1,064356301741830e-1","1,038658115157380e-1","1,148472205196990e-1","1,139722196876050e-1","9,649444023292331e-2","9,796361331468981e-2","9,958616443378709e-2","9,663391920772350e-2","9,832390266686930e-2","8,672646664135640e-2"
"4,810000000000000e+2","-1,335629126333840e-2","2,369507315965120e-1","2,097908572192950e-1","2,191689447570700e-1","1,128349152462960e-1","1,395604868920640e-1","1,065727004662000e-1","1,036826924175890e-1","1,179445725998070e-1","1,060074323808640e-1","1,029922352954190e-1","1,138495774138090e-1","1,128194119699910e-1","9,628786929632541e-2","9,769036893163410e-2","9,960422711691789e-2","9,675907918355931e-2","9,843473226913139e-2","8,662517110988451e-2"
"4,820000000000000e+2","-1,331053206486480e-2","2,346832033295910e-1","2,076136750375250e-1","2,170783871533550e-1","1,120237528261540e-1","1,387417053879140e-1","1,056140880242050e-1","1,029924267706200e-1","1,168126890837170e-1","1,048567441359000e-1","1,019779212308190e-1","1,129090705033610e-1","1,116810812287200e-1","9,612378275953000e-2","9,748092480741589e-2","9,924099111433141e-2","9,674952720251411e-2","9,812635683040850e-2","8,657406947134670e-2"
"4,830000000000000e+2","-1,325281619306640e-2","2,320432285501890e-1","2,050143667430190e-1","2,147327769457340e-1","1,111532813065260e-1","1,373701704049520e-1","1,043622839093140e-1","1,017838453495030e-1","1,158802485476610e-1","1,038279107546080e-1","1,006418393753390e-1","1,112329933047120e-1","1,103399012822790e-1","9,550320431590960e-2","9,690021968640141e-2","9,896233908757720e-2","9,631854107120221e-2","9,794337081759920e-2","8,606681286563061e-2"
"4,840000000000000e+2","-1,328503465276780e-2","2,291064106994620e-1","2,020286056763340e-1","2,117002382463150e-1","1,095231848210600e-1","1,360974053640860e-1","1,031222839792060e-1","1,005352587730980e-1","1,143058473932610e-1","1,026723324886420e-1","9,938485416822821e-2","1,095397336782880e-1","1,091171954488510e-1","9,515705623099099e-2","9,634354249116520e-2","9,830574606460850e-2","9,581224410512550e-2","9,737338905339800e-2","8,581271950088851e-2"
"4,850000000000000e+2","-1,333282793677980e-2","2,257789450143530e-1","1,983855947133870e-1","2,082561314848560e-1","1,079728192226220e-1","1,344427394024030e-1","1,018541309212970e-1","9,933487465238939e-2","1,130390199171170e-1","1,010446147408210e-1","9,782678356158720e-2","1,078246372293140e-1","1,072395332066300e-1","9,422458641456790e-2","9,567792540965010e-2","9,774116038996870e-2","9,528776223666440e-2","9,697323483018779e-2","8,521417876791811e-2"
"4,860000000000000e+2","-1,319262268565000e-2","2,212779731144520e-1","1,939334695739730e-1","2,042957076608110e-1","1,067012255367030e-1","1,327836104430270e-1","1,003126056574460e-1","9,763327768470901e-2","1,110043783681490e-1","9,958552834715490e-2","9,632498713281779e-2","1,061870966867990e-1","1,049909731530200e-1","9,330090251441570e-2","9,444116375423630e-2","9,648242551007390e-2","9,412374631492880e-2","9,579039264786600e-2","8,429909949605149e-2"
"4,870000000000000e+2","-1,317414290982330e-2","2,168942264532780e-1","1,895880859263130e-1","1,997645187556720e-1","1,049337225617890e-1","1,312718451505700e-1","9,796034786937061e-2","9,592939667317480e-2","1,092775121245540e-1","9,760198764627261e-2","9,407090574602400e-2","1,039614152749300e-1","1,032002513094880e-1","9,203810306265760e-2","9,343187517004000e-2","9,571415409028170e-2","9,316827741151840e-2","9,509815325517920e-2","8,324673285353970e-2"
"4,880000000000000e+2","-1,323068679283210e-2","2,115794909685860e-1","1,846467810270780e-1","1,948888464150240e-1","1,026235661290940e-1","1,292865865815690e-1","9,609076685014840e-2","9,364434234841459e-2","1,071024349811900e-1","9,547696589858699e-2","9,221271172640470e-2","1,019121613665890e-1","1,009664660417370e-1","9,080940562405459e-2","9,206924129570930e-2","9,408680488805821e-2","9,226965820280590e-2","9,368491989429149e-2","8,203190709837730e-2"
"4,890000000000000e+2","-1,323263590804270e-2","2,057126246395910e-1","1,790672329926020e-1","1,891185896157210e-1","1,003351424700070e-1","1,268052219929390e-1","9,369322450118810e-2","9,116454640574430e-2","1,046103191950270e-1","9,306998968326850e-2","8,951339119209270e-2","9,915379238394850e-2","9,822643962223771e-2","8,936474003178339e-2","9,012804606428000e-2","9,261582683592310e-2","9,064248961848810e-2","9,211863814448570e-2","8,051733941120990e-2"
"4,900000000000000e+2","-1,308690342286550e-2","1,993865830012730e-1","1,726221766684210e-1","1,830481791575420e-1","9,750986770605030e-2","1,241084858743270e-1","9,092806956606280e-2","8,875761244548371e-2","1,019261304487060e-1","9,061121688951219e-2","8,687462040239779e-2","9,669776794345301e-2","9,532648565454230e-2","8,740480464533219e-2","8,787606511647190e-2","9,069641057245650e-2","8,897714048748310e-2","8,999611753780870e-2","7,840737225914730e-2"
"4,910000000000000e+2","-1,273119031087720e-2","1,923631088334060e-1","1,662085043493540e-1","1,765651417895020e-1","9,464525572444541e-2","1,213612077609610e-1","8,830320114662240e-2","8,547324078080280e-2","9,904170587064461e-2","8,737341341537240e-2","8,383524474993670e-2","9,357783679594291e-2","9,197546308943701e-2","8,500509922716989e-2","8,526199069387640e-2","8,854879497083120e-2","8,653427430100400e-2","8,796951439854010e-2","7,645033457987290e-2"
"4,920000000000000e+2","-1,264829667512460e-2","1,857093907250690e-1","1,598807341342600e-1","1,704114139538490e-1","9,210941874792581e-2","1,188101083909400e-1","8,537410922524320e-2","8,272514302256080e-2","9,635570834728629e-2","8,488799459220501e-2","8,120942226389510e-2","9,119105100649381e-2","8,946622910833229e-2","8,308469192570301e-2","8,289145473768000e-2","8,643538841932059e-2","8,455318350995800e-2","8,615124805537099e-2","7,445753198297061e-2"
"4,930000000000000e+2","-1,266503165938410e-2","1,794154309319630e-1","1,536794526991590e-1","1,643748555679730e-1","8,959462905741320e-2","1,165984317361540e-1","8,313626287497920e-2","8,040819038960990e-2","9,392183089229720e-2","8,271323908637910e-2","7,826093648375621e-2","8,854905413163870e-2","8,650776729572050e-2","8,109452803558059e-2","8,042163763213291e-2","8,467137833203750e-2","8,283202282436861e-2","8,419951485325030e-2","7,238251736623770e-2"
"4,940000000000000e+2","-1,263271907973310e-2","1,729544866772740e-1","1,477409691877990e-1","1,583497021482660e-1","8,700315251548971e-2","1,143631121140620e-1","8,062032032290200e-2","7,795991875354499e-2","9,154597543077141e-2","7,975974825622520e-2","7,570491533302851e-2","8,605352796310440e-2","8,361521627368381e-2","7,872446161806421e-2","7,793469275154680e-2","8,257837743171619e-2","8,041406772170000e-2","8,217124038311339e-2","7,015769563975820e-2"
"4,950000000000000e+2","-1,239628698581400e-2","1,659624858947630e-1","1,411765607406480e-1","1,517850663587200e-1","8,445205669746141e-2","1,116578918716230e-1","7,824776133618499e-2","7,472238684522819e-2","8,868676953166310e-2","7,720887877826590e-2","7,276481249744960e-2","8,329509768380090e-2","8,032174089939720e-2","7,645322559146790e-2","7,504191031205821e-2","8,009706033070830e-2","7,821232475820240e-2","7,967511970081539e-2","6,779312092883499e-2"
"4,960000000000000e+2","-1,233508284957250e-2","1,593606487279370e-1","1,347497069155080e-1","1,455512280845550e-1","8,186999235036619e-2","1,091329025260680e-1","7,539063338132370e-2","7,203658445375080e-2","8,609205990322250e-2","7,467256809983480e-2","6,986153258221570e-2","8,046792041199110e-2","7,695815001150650e-2","7,421315289433850e-2","7,252623906925610e-2","7,780649435482861e-2","7,565196102390470e-2","7,762722343180541e-2","6,553888148323030e-2"
"4,970000000000000e+2","-1,230425371675630e-2","1,526887970409500e-1","1,289097400398740e-1","1,394602976418440e-1","7,951397381498590e-2","1,067894725362000e-1","7,312122954528330e-2","6,968931512646970e-2","8,341500146033680e-2","7,191279575065600e-2","6,701707028297850e-2","7,805357834712171e-2","7,412667750796870e-2","7,161612054325640e-2","6,987309953138759e-2","7,531572942249019e-2","7,339969171808181e-2","7,522781427744370e-2","6,321866107126350e-2"
"4,980000000000000e+2","-1,221599219174070e-2","1,460319269176030e-1","1,224777740388180e-1","1,331833699357010e-1","7,673813537375170e-2","1,041789471914280e-1","7,047292299763010e-2","6,688964955332010e-2","8,079128461791429e-2","6,959940380739590e-2","6,413178824022060e-2","7,556557108644450e-2","7,106875210813360e-2","6,916225209888720e-2","6,699355635503019e-2","7,312122097782899e-2","7,117531066350450e-2","7,305580820286419e-2","6,071054537547360e-2"
"4,990000000000000e+2","-1,193134238904160e-2","1,392099372365600e-1","1,160161942704160e-1","1,268050862824580e-1","7,415115548763480e-2","1,014937136714430e-1","6,798162087198110e-2","6,406580989666420e-2","7,814155372185600e-2","6,656365420370550e-2","6,077388179601270e-2","7,263889046884741e-2","6,728886362136240e-2","6,640334028914170e-2","6,415659464589690e-2","7,056033597548870e-2","6,854266136767841e-2","7,039818067507310e-2","5,793449391788460e-2"
"5,000000000000000e+2","-1,175096765767970e-2","1,326776343867260e-1","1,102883277456440e-1","1,208623362036340e-1","7,186817253506290e-2","9,876480232546690e-2","6,525066713529159e-2","6,105410857516960e-2","7,530942335656800e-2","6,378332223118660e-2","5,793006452879920e-2","6,995475983830170e-2","6,418960541860610e-2","6,397947913305919e-2","6,114997250146620e-2","6,743343423077170e-2","6,596151626411760e-2","6,799271662299150e-2","5,565838254559710e-2"
"5,010000000000000e+2","-1,169048921139540e-2","1,266475979452660e-1","1,042218928056260e-1","1,151775217436950e-1","6,931202577976210e-2","9,684863930811760e-2","6,284564489951880e-2","5,849565581869150e-2","7,265487065980200e-2","6,153659084899600e-2","5,527658396697830e-2","6,751626967308070e-2","6,106144167190390e-2","6,161453874685930e-2","5,819313682340570e-2","6,543077023804630e-2","6,368345781115741e-2","6,562880393398650e-2","5,284838797060600e-2"
"5,020000000000000e+2","-1,145173597190060e-2","1,204733456344030e-1","9,883887490305170e-2","1,095586192847240e-1","6,667414348145900e-2","9,460957236271450e-2","6,048534748503390e-2","5,604675924489080e-2","7,021154555807940e-2","5,902662860524550e-2","5,204265559565600e-2","6,462827605388299e-2","5,796047084123700e-2","5,901032772981020e-2","5,517774788202460e-2","6,270035391121170e-2","6,115610623762000e-2","6,321121124110370e-2","5,058769543873390e-2"
"5,030000000000000e+2","-1,133308745130720e-2","1,148094745670620e-1","9,357905227099270e-2","1,043878512214310e-1","6,483682213085180e-2","9,230248522667341e-2","5,831492829309800e-2","5,361335218028300e-2","6,783655663889721e-2","5,663198395444640e-2","4,940995945207510e-2","6,254458819025800e-2","5,502343501494330e-2","5,653717098485210e-2","5,260300747466420e-2","6,059372728193940e-2","5,878391818203180e-2","6,117536205722400e-2","4,821983383243230e-2"
"5,040000000000000e+2","-1,124740711860590e-2","1,099958350603970e-1","8,897416961900901e-2","9,954329987928339e-2","6,275934322899680e-2","9,070104957645960e-2","5,629096239180720e-2","5,133398519141300e-2","6,591664410464470e-2","5,474179854769730e-2","4,707997426224320e-2","6,059445614260160e-2","5,240837717593680e-2","5,475774270985590e-2","5,008968481422410e-2","5,848450373260830e-2","5,686287443581290e-2","5,913699007404920e-2","4,592471978706880e-2"
"5,050000000000000e+2","-1,106022187728550e-2","1,052087821085920e-1","8,479680899376341e-2","9,529624489911840e-2","6,049481696805290e-2","8,851732595218691e-2","5,433861605707600e-2","4,921790927420970e-2","6,377446824383270e-2","5,272113020915720e-2","4,470707798537500e-2","5,852087587889470e-2","5,011314733605130e-2","5,241991102460930e-2","4,755516798435270e-2","5,664066076517300e-2","5,489244877057760e-2","5,737449507883950e-2","4,374752590861930e-2"
"5,060000000000000e+2","-1,093202788781420e-2","1,010795824950320e-1","8,086935635216770e-2","9,165836777547950e-2","5,912230017105350e-2","8,699255306997141e-2","5,275163009851210e-2","4,768387121317210e-2","6,193954176898690e-2","5,084701855570320e-2","4,274668075438700e-2","5,668294813431270e-2","4,770369366052620e-2","5,065723389440030e-2","4,564110098236950e-2","5,470923615089610e-2","5,287131737925200e-2","5,529878747077060e-2","4,213575957292230e-2"
"5,070000000000000e+2","-1,056336135902020e-2","9,691115872796779e-2","7,695255865199530e-2","8,750079719909339e-2","5,690445627206850e-2","8,489237469440581e-2","5,093425976745060e-2","4,577582895378540e-2","6,017430460786520e-2","4,906655784869570e-2","4,082280912892740e-2","5,464503678502860e-2","4,541336090556720e-2","4,864856083096430e-2","4,335786444339580e-2","5,239322360422480e-2","5,085343349027370e-2","5,352077353573490e-2","3,999031463807800e-2"
"5,080000000000000e+2","-1,058705603636200e-2","9,345660901220450e-2","7,380781787184550e-2","8,423655628741000e-2","5,563898792164110e-2","8,352354752330270e-2","4,943876349439510e-2","4,397769742945240e-2","5,869740578789630e-2","4,746807507752490e-2","3,912029457084920e-2","5,317820256403070e-2","4,344308964634680e-2","4,709326846188640e-2","4,133285872829700e-2","5,127963659751450e-2","4,948214032386990e-2","5,193968372505020e-2","3,845589677401140e-2"
"5,090000000000000e+2","-1,036332134466650e-2","8,997591059933570e-2","7,060229901687150e-2","8,067803711094290e-2","5,408300305332730e-2","8,187811032344410e-2","4,814529835890030e-2","4,251062279402340e-2","5,686428240717640e-2","4,609654226586630e-2","3,699968557933340e-2","5,158172216568560e-2","4,135045914995280e-2","4,526500459333550e-2","3,946905572084590e-2","4,925093272399690e-2","4,748674490609990e-2","5,036948922780980e-2","3,645848549586490e-2"
"5,100000000000000e+2","-1,007953334296610e-2","8,669102396251880e-2","6,759660912803190e-2","7,769894579531050e-2","5,243214263293000e-2","8,035941441997370e-2","4,595922798370360e-2","4,097819135484670e-2","5,514999768805110e-2","4,447156175695840e-2","3,522126614388210e-2","4,989180068214650e-2","3,955285461240050e-2","4,350017031478150e-2","3,754989578798700e-2","4,766437140071970e-2","4,578851721515530e-2","4,844039383228630e-2","3,497573696374920e-2"
