"WL","Baseline","1506-1","1506-2","1506-3","2306-1","2306-2","2306-3","2906-1","2906-2","2906-3","0607-1","0607-2","0607-3","1307-1","1307-2","1307-3","2007-1","2007-2","2007-3","2707-1","2707-2","2707-3","0308-1","0308-2","0308-3"
"5,560000000000000e+2","-4,468366577795510e-3","3,572240588334710e-2","3,143265659596360e-2","2,659463516795020e-2","3,009591073740910e-2","2,959678980739110e-2","3,581293479341150e-2","4,063598508349350e-2","3,481195262377890e-2","2,741668746197910e-2","3,899682213088600e-2","2,243534448106860e-2","3,452288833545570e-2","2,481406162527600e-2","2,593108951290340e-2","2,497776617811020e-2","3,149210246020800e-2","3,105667905589250e-2","3,193576508786440e-2","3,781549825361080e-2","3,525588280894680e-2","3,405677657481640e-2","3,329760067911570e-2","3,040632663101950e-2","3,310994814736500e-2"
"5,570000000000000e+2","-4,343958577529940e-3","3,529014507198060e-2","3,142612484218210e-2","2,673525257696840e-2","3,025233685179870e-2","2,969496591811300e-2","3,580136896248650e-2","4,057146896040620e-2","3,469320008365330e-2","2,749449061791240e-2","3,900314819544840e-2","2,233237314149910e-2","3,471864650754900e-2","2,453627641820600e-2","2,588715936364160e-2","2,440587452720950e-2","3,116028291108410e-2","3,096344447977990e-2","3,169751319293480e-2","3,778449577503800e-2","3,532430991499380e-2","3,387203768836950e-2","3,287953751363590e-2","3,014795494041680e-2","3,282061784417340e-2"
"5,580000000000000e+2","-4,370459902393470e-3","3,580652034069260e-2","3,174686879284670e-2","2,689344127819230e-2","3,048293635753480e-2","2,978333730736980e-2","3,588747516590990e-2","4,067802614600820e-2","3,508601136651730e-2","2,767288250122130e-2","3,926439251161330e-2","2,248032866427480e-2","3,483435776801460e-2","2,464348772150190e-2","2,596889499012820e-2","2,482023170643750e-2","3,125144293906590e-2","3,088509845339750e-2","3,170783430924580e-2","3,800065875733250e-2","3,534193589191600e-2","3,392100304934810e-2","3,307314483703970e-2","3,039807109769820e-2","3,280447685246120e-2"
"5,590000000000000e+2","-4,047758763662120e-3","3,579620491545750e-2","3,167740270689960e-2","2,689083400097750e-2","3,043680401772510e-2","2,976839702604760e-2","3,587078497005120e-2","4,076079519867150e-2","3,507118136357290e-2","2,772757058939700e-2","3,917821418118660e-2","2,250248314470500e-2","3,494740233828430e-2","2,462885005301480e-2","2,595161586994440e-2","2,455741857348500e-2","3,115817956788710e-2","3,080220948724340e-2","3,178441743402790e-2","3,808063022427480e-2","3,537783868191220e-2","3,406348073354410e-2","3,307748630880830e-2","3,009111435598450e-2","3,261897562715880e-2"
"5,600000000000000e+2","-3,885435167121340e-3","3,598757034560010e-2","3,190818914165400e-2","2,696870587984450e-2","3,054934431608140e-2","2,997180839440360e-2","3,620933754748140e-2","4,100700532816570e-2","3,529844597891930e-2","2,785759420562220e-2","3,902282570355600e-2","2,241154270592440e-2","3,501522819802070e-2","2,491780014161430e-2","2,598984358326230e-2","2,492199596929760e-2","3,130227903189370e-2","3,094363751020780e-2","3,181732452112260e-2","3,837223195715210e-2","3,568299699443330e-2","3,429095499627600e-2","3,323127524045700e-2","3,011182305586140e-2","3,271202477115710e-2"
"5,610000000000000e+2","-4,030962957130230e-3","3,633950204845480e-2","3,245593031448920e-2","2,801348626079370e-2","3,122845349132300e-2","3,064625147687960e-2","3,680336314672680e-2","4,160261453173500e-2","3,585645981824860e-2","2,863360329942710e-2","3,993875523803410e-2","2,315550727245900e-2","3,566419851794710e-2","2,540385761870640e-2","2,657812846245020e-2","2,555124786927870e-2","3,186856039364760e-2","3,145423436938200e-2","3,253387724131050e-2","3,922202601186550e-2","3,668505127266150e-2","3,516924300733190e-2","3,400035196246660e-2","3,088012099582790e-2","3,295755624363410e-2"
"5,620000000000000e+2","-3,606142727763070e-3","3,622973764185150e-2","3,267303124227520e-2","2,786184118140030e-2","3,137524335029620e-2","3,070161783527830e-2","3,683971390905470e-2","4,162739692170320e-2","3,591346610331110e-2","2,876096542714600e-2","3,990174661920040e-2","2,324565471032880e-2","3,588756123799950e-2","2,554747585331560e-2","2,693791615649740e-2","2,563889730271570e-2","3,174368515502310e-2","3,184826539707980e-2","3,263619452109660e-2","3,960717534379780e-2","3,704110610258820e-2","3,560424490090280e-2","3,407838062906680e-2","3,096265718694960e-2","3,270871594261110e-2"
"5,630000000000000e+2","-3,637809434785450e-3","3,712582576093810e-2","3,308587663630120e-2","2,797263892843690e-2","3,201451159467620e-2","3,125290035169220e-2","3,748848642050880e-2","4,223575795222800e-2","3,666705971909820e-2","2,928762784970730e-2","4,052050237671270e-2","2,373627960366760e-2","3,655688280154120e-2","2,617126825069640e-2","2,745716136761490e-2","2,611823656165650e-2","3,259437998668760e-2","3,224644423826940e-2","3,319890028693960e-2","4,061938189251900e-2","3,787042073737250e-2","3,636055398656490e-2","3,503461473011810e-2","3,143736223932020e-2","3,331472952029420e-2"
"5,640000000000000e+2","-3,531366771693810e-3","3,750705036932120e-2","3,360296870415310e-2","2,879287227591200e-2","3,267130813457170e-2","3,202536411371160e-2","3,794729194121300e-2","4,283848352290890e-2","3,698239912951190e-2","2,981218652863110e-2","4,094329494238630e-2","2,440562873091710e-2","3,712548381895910e-2","2,664298135352930e-2","2,779314706720680e-2","2,679351721990750e-2","3,296779312271720e-2","3,287564360806660e-2","3,382939090514380e-2","4,162125778285560e-2","3,863794333620960e-2","3,724060877904170e-2","3,553614733487800e-2","3,196248014700710e-2","3,376294678463720e-2"
"5,650000000000000e+2","-3,248576473366590e-3","3,770735513187620e-2","3,385536062041750e-2","2,922952125596600e-2","3,297140072593160e-2","3,228436000857550e-2","3,844392183213640e-2","4,320226007934310e-2","3,740232472330350e-2","3,006549687226920e-2","4,134557336307470e-2","2,457205469421300e-2","3,738589027228480e-2","2,691497857790710e-2","2,819912830670080e-2","2,725789768809820e-2","3,344533655851010e-2","3,358075705891370e-2","3,432668349108290e-2","4,238865331842910e-2","3,946694556979800e-2","3,812959188471460e-2","3,593367919590400e-2","3,247367968738130e-2","3,418764444099630e-2"
"5,660000000000000e+2","-3,124357765479600e-3","3,832540847983030e-2","3,442852165325170e-2","3,000635617026920e-2","3,354462308355850e-2","3,279191205847230e-2","3,911529054109400e-2","4,378142079976480e-2","3,779317923584020e-2","3,049957786424600e-2","4,188247611299160e-2","2,509387689565620e-2","3,819304293707810e-2","2,760193914151170e-2","2,886531330987720e-2","2,787931447614010e-2","3,411181236690700e-2","3,411813929386390e-2","3,488726979798320e-2","4,359921635343690e-2","4,031422809718580e-2","3,917564563792960e-2","3,683782027467560e-2","3,289882584002410e-2","3,466558979291680e-2"
"5,670000000000000e+2","-3,019711432774610e-3","3,862889578893050e-2","3,508203112526170e-2","3,043490515521150e-2","3,412773344449820e-2","3,322138353297960e-2","3,951934344268270e-2","4,427366761592590e-2","3,827247155603540e-2","3,123384339529880e-2","4,228978417301210e-2","2,575659672001820e-2","3,869416263562210e-2","2,815066033088510e-2","2,938643909366330e-2","2,834987030471670e-2","3,472305065266450e-2","3,480282377923430e-2","3,525422727384690e-2","4,434498898036270e-2","4,121245574675430e-2","3,996086013751240e-2","3,706104539651230e-2","3,344623985086800e-2","3,522520894069820e-2"
"5,680000000000000e+2","-2,741731191398030e-3","3,872878861755240e-2","3,533539291564570e-2","3,055563522343850e-2","3,455681687604400e-2","3,379515774169660e-2","3,999855577211790e-2","4,452005955268620e-2","3,867245818226090e-2","3,143870622264830e-2","4,268427574295270e-2","2,589998633337310e-2","3,906681163391930e-2","2,836212381339070e-2","2,957769085793340e-2","2,881722718733430e-2","3,490485710473390e-2","3,508423036698770e-2","3,583073666390660e-2","4,507150551832790e-2","4,192497907680180e-2","4,051293587932100e-2","3,759135124807160e-2","3,375742664021290e-2","3,530807253067390e-2"
"5,690000000000000e+2","-2,621521425719940e-3","3,917271313314190e-2","3,573286265901230e-2","3,097464391678270e-2","3,504169660838680e-2","3,431410761926720e-2","4,043196145108470e-2","4,504691884185200e-2","3,897192910663690e-2","3,191359283568620e-2","4,309236784583040e-2","2,636273461793850e-2","3,949829385633090e-2","2,912135571750600e-2","3,006741735615350e-2","2,927726761294350e-2","3,566736569620280e-2","3,563848274855660e-2","3,637672671142450e-2","4,582868541538990e-2","4,262907403450640e-2","4,141164780113230e-2","3,838728515106040e-2","3,434837923224580e-2","3,581017530447560e-2"
"5,700000000000000e+2","-2,580291507659390e-3","3,963585491330890e-2","3,614651287701470e-2","3,130429406257710e-2","3,550575495128360e-2","3,486304406725910e-2","4,099667457083250e-2","4,563155193251520e-2","3,952901838131400e-2","3,241006577857200e-2","4,397058811215800e-2","2,693327007492460e-2","4,003068257491290e-2","2,941006747990480e-2","3,066963079304510e-2","2,979837574592790e-2","3,639108850196180e-2","3,640515030539740e-2","3,712303497260470e-2","4,685286113763220e-2","4,361096769809100e-2","4,231756283960660e-2","3,869427772526620e-2","3,476857341415350e-2","3,564844815677050e-2"
"5,710000000000000e+2","-2,306425202044930e-3","3,983717950971790e-2","3,631315102175060e-2","3,164750781156650e-2","3,582723553256150e-2","3,527343745822540e-2","4,136350044096610e-2","4,604178596810770e-2","3,994667143585120e-2","3,277948716741080e-2","4,400221686318960e-2","2,722874061167020e-2","4,064023631727680e-2","2,980281962159220e-2","3,112291276864610e-2","3,020912187649000e-2","3,650272455190360e-2","3,666977169074270e-2","3,733554704914940e-2","4,756373656020200e-2","4,419891413197360e-2","4,283395248324060e-2","3,920295185745700e-2","3,509543386875810e-2","3,550324290752870e-2"
"5,720000000000000e+2","-2,338236177682970e-3","4,028968996678650e-2","3,699060298607580e-2","3,208771007485190e-2","3,639953566782040e-2","3,571561249690010e-2","4,177770291000910e-2","4,636274273625740e-2","4,033539999109100e-2","3,332110270660590e-2","4,448527173485050e-2","2,775720437811010e-2","4,117556338990360e-2","3,041389934912430e-2","3,161951831214170e-2","3,068369570828790e-2","3,730256802964510e-2","3,725553359873190e-2","3,788053478783350e-2","4,838437019394530e-2","4,518097235479760e-2","4,387006556418080e-2","4,006490429111210e-2","3,576729946435680e-2","3,554126952047260e-2"
"5,730000000000000e+2","-2,002440352348390e-3","4,031624950769150e-2","3,708771017989820e-2","3,226432304354390e-2","3,673081609993620e-2","3,585838772696610e-2","4,230413985141680e-2","4,672804015356250e-2","4,066098386010570e-2","3,355658169445240e-2","4,465015612589980e-2","2,787283806144780e-2","4,127097774885910e-2","3,056128609659650e-2","3,194665811680870e-2","3,092094807497070e-2","3,767456179350760e-2","3,752909389604680e-2","3,794888313550930e-2","4,887820477964250e-2","4,540646539718240e-2","4,408201915133380e-2","4,033624541999690e-2","3,601171043610820e-2","3,552245601019930e-2"
"5,740000000000000e+2","-1,826164806556340e-3","4,057287521172600e-2","3,738569753322260e-2","3,258231094633510e-2","3,697970166952850e-2","3,621290227137680e-2","4,236065614501240e-2","4,693990417111870e-2","4,088025761898600e-2","3,377586465251470e-2","4,498009278712860e-2","2,808939243192530e-2","4,155047379981240e-2","3,103664651109490e-2","3,223334164083050e-2","3,130365581754140e-2","3,781848982106490e-2","3,805910173474760e-2","3,864129495452810e-2","4,952523999467070e-2","4,627782641546160e-2","4,476700188539710e-2","4,056732339068760e-2","3,628037473258120e-2","3,564082960538280e-2"
"5,750000000000000e+2","-1,699889924428230e-3","4,106616874068340e-2","3,751760776974310e-2","3,273283963647740e-2","3,746527703202650e-2","3,665739034783120e-2","4,296992603184940e-2","4,749492559526690e-2","4,113972056103560e-2","3,436260593127960e-2","4,551772206254930e-2","2,848221750718800e-2","4,193543034499020e-2","3,124465142030490e-2","3,251707369458910e-2","3,182133591486930e-2","3,818427502436180e-2","3,847219634507140e-2","3,881520023688750e-2","5,025847890193730e-2","4,681289954499710e-2","4,562070548218570e-2","4,097208692971630e-2","3,668779318180850e-2","3,575622750709350e-2"
"5,760000000000000e+2","-1,491147808003080e-3","4,129676798231260e-2","3,787330476282870e-2","3,257281618898650e-2","3,758025401974920e-2","3,665088723962530e-2","4,295555082567840e-2","4,773791775622310e-2","4,159671302782720e-2","3,461424466316300e-2","4,579317569419290e-2","2,869622142242940e-2","4,218815630516820e-2","3,166166500721300e-2","3,285112705114540e-2","3,198325700188410e-2","3,859618537350810e-2","3,890979744787330e-2","3,920472037527560e-2","5,069100952032260e-2","4,719256004206260e-2","4,601064246141550e-2","4,150816875858470e-2","3,692933354147590e-2","3,563329175010500e-2"
"5,770000000000000e+2","-1,278564476087920e-3","4,130768457001620e-2","3,801058672104800e-2","3,277958816883470e-2","3,771983824015010e-2","3,690378867391950e-2","4,321678978064010e-2","4,775576855977840e-2","4,165114810583080e-2","3,461923896646350e-2","4,578695469142330e-2","2,887017532905540e-2","4,253469133118940e-2","3,182755607279510e-2","3,308033994071870e-2","3,219667255261120e-2","3,893070086773960e-2","3,895335534831120e-2","3,943443048513590e-2","5,093862761470760e-2","4,760194551814550e-2","4,625455126928780e-2","4,164214976049260e-2","3,726216743899890e-2","3,524737443458480e-2"
"5,780000000000000e+2","-1,326564470008220e-3","4,138465898789040e-2","3,826991617192930e-2","3,296862234571940e-2","3,820458247464320e-2","3,712186315672190e-2","4,365930870618630e-2","4,801688527945390e-2","4,199425437276330e-2","3,489062175783260e-2","4,615961764101210e-2","2,918214492497630e-2","4,280861541318510e-2","3,204428270571550e-2","3,343397121856830e-2","3,246439353782980e-2","3,913591564336670e-2","3,926919485528590e-2","3,979080798476370e-2","5,135178019414470e-2","4,791365391237090e-2","4,721915484589580e-2","4,220311319031510e-2","3,748942095733580e-2","3,544574527172900e-2"
"5,790000000000000e+2","-1,043384797109470e-3","4,131311330233600e-2","3,791055530768150e-2","3,296026255218150e-2","3,822669724562400e-2","3,707980976832670e-2","4,354283219755810e-2","4,799521579914450e-2","4,187681788200450e-2","3,490517941127890e-2","4,622635446611260e-2","2,901005932439780e-2","4,286982775239090e-2","3,179056359865970e-2","3,338900089780810e-2","3,249428821794030e-2","3,881760171656960e-2","3,936552220260130e-2","3,992199128974080e-2","5,141907029810300e-2","4,814294448000770e-2","4,718808036066500e-2","4,209384610990310e-2","3,728384644979230e-2","3,515026633323710e-2"
"5,800000000000000e+2","-8,371156653198451e-4","4,118824977510420e-2","3,790727234948470e-2","3,275081876646320e-2","3,813039561492490e-2","3,691135143479060e-2","4,346480810594470e-2","4,789938565289480e-2","4,169648193001520e-2","3,465953245780370e-2","4,607397459509260e-2","2,885779452691090e-2","4,272907038573280e-2","3,189273562951810e-2","3,324099993963820e-2","3,249177050381230e-2","3,875838985360270e-2","3,927226364867540e-2","3,951553522661680e-2","5,160670289839700e-2","4,817048711060190e-2","4,664258841347890e-2","4,220533057513880e-2","3,724262074270850e-2","3,481943947456870e-2"
"5,810000000000000e+2","-9,493576296885949e-4","4,144830992402690e-2","3,828343582424040e-2","3,298389109968150e-2","3,823385459701250e-2","3,709083420825700e-2","4,355596655881920e-2","4,807841985627200e-2","4,209069085752980e-2","3,462206593530740e-2","4,618572553485530e-2","2,911337622021240e-2","4,270479224738230e-2","3,216017610488540e-2","3,343063452400290e-2","3,264852564665480e-2","3,879038389563520e-2","3,916750205968180e-2","3,977050414472850e-2","5,147063811122670e-2","4,798523203368020e-2","4,652572372277670e-2","4,242199471738050e-2","3,744686316734760e-2","3,492429004969990e-2"
"5,820000000000000e+2","-8,486774145632600e-4","4,112508712922850e-2","3,812109509846570e-2","3,275973718746400e-2","3,789002325305580e-2","3,691193435314700e-2","4,343515610331840e-2","4,772394004445800e-2","4,201840283266400e-2","3,453550004176050e-2","4,592018460615770e-2","2,918039916569770e-2","4,253123279328870e-2","3,192896334969910e-2","3,306085646523190e-2","3,228904129101720e-2","3,863561259224150e-2","3,874289821268130e-2","3,940156255241750e-2","5,090163645764040e-2","4,775894518474670e-2","4,642037762680670e-2","4,206551233546680e-2","3,710362524601410e-2","3,462551866971770e-2"
"5,830000000000000e+2","-7,116656827395610e-4","4,106216140827090e-2","3,777454718141860e-2","3,252854840340450e-2","3,774217311813890e-2","3,647425192930830e-2","4,314745250821280e-2","4,748084303703990e-2","4,142137822317080e-2","3,431292408796670e-2","4,562537899437500e-2","2,857349378837350e-2","4,223564237041230e-2","3,142562595901070e-2","3,308716171916530e-2","3,191561901147250e-2","3,817840821692100e-2","3,858791566075600e-2","3,914496382251570e-2","5,036245362934410e-2","4,711780394275730e-2","4,590551295487380e-2","4,169257504021700e-2","3,671528433974870e-2","3,404960745838740e-2"
"5,840000000000000e+2","-5,522668520066310e-4","4,054713881959690e-2","3,734857826045940e-2","3,212944485137770e-2","3,725337846644140e-2","3,622197069657840e-2","4,254735770110560e-2","4,690313733830910e-2","4,091558960114600e-2","3,396288756742180e-2","4,514490176893180e-2","2,807292633336750e-2","4,171634762004930e-2","3,075988584760990e-2","3,237029171147690e-2","3,149161309540620e-2","3,760174210361710e-2","3,819830799042180e-2","3,848173237274790e-2","4,968288636931970e-2","4,624772131356040e-2","4,510778969442860e-2","4,113735661937850e-2","3,617707632668570e-2","3,331006261226820e-2"
"5,850000000000000e+2","-2,198802634129380e-4","3,973327953222730e-2","3,691308401013400e-2","3,151099876729460e-2","3,637207724679850e-2","3,526290895967820e-2","4,177376907557170e-2","4,635269043877580e-2","4,040953147088080e-2","3,304311240158710e-2","4,448706794836310e-2","2,751750410006060e-2","4,098787220841810e-2","3,018988854289150e-2","3,161650765167640e-2","3,042624223660960e-2","3,671351124853940e-2","3,712280385579160e-2","3,757746430057050e-2","4,832910196504130e-2","4,522786753885970e-2","4,373245770119020e-2","4,055446553134760e-2","3,551413039996150e-2","3,252595266784800e-2"
"5,860000000000000e+2","-2,760292455579160e-4","3,943277684958220e-2","3,676656668733640e-2","3,133714580786010e-2","3,604191676463720e-2","3,491893888960680e-2","4,117401915688560e-2","4,593369231300540e-2","4,001611150283640e-2","3,267197882101950e-2","4,412669685700460e-2","2,727673946614140e-2","4,033671398164590e-2","2,975000760501140e-2","3,114335220864630e-2","3,020184608338960e-2","3,649569740672110e-2","3,646242446527350e-2","3,699639901494110e-2","4,763136442562580e-2","4,438772438117630e-2","4,295476909085360e-2","4,018428997213430e-2","3,494830475363790e-2","3,209827408578520e-2"
"5,870000000000000e+2","-1,838124774268970e-4","3,906060769904100e-2","3,629615215764400e-2","3,083036214012880e-2","3,543303767024720e-2","3,460671232001380e-2","4,076533937510320e-2","4,540171607681670e-2","3,952926642530550e-2","3,208663974411150e-2","4,339223138704040e-2","2,678117419704730e-2","4,002073046958460e-2","2,915535573336610e-2","3,077731720102000e-2","2,964313861219700e-2","3,559006235274450e-2","3,582435532878290e-2","3,655689399506370e-2","4,650664238276310e-2","4,355521085516050e-2","4,200528363787730e-2","3,964727384093980e-2","3,438037269146170e-2","3,135497072591000e-2"
"5,880000000000000e+2","-2,994212081496810e-5","3,853896028381530e-2","3,580162367765800e-2","3,035445804033030e-2","3,500561816555930e-2","3,396347276915820e-2","4,049735293035430e-2","4,475229526632290e-2","3,890014795154170e-2","3,164985597152510e-2","4,299695733865980e-2","2,603946042672300e-2","3,938828139328920e-2","2,845452064926510e-2","3,027824084948200e-2","2,894090558023140e-2","3,482803297721460e-2","3,510828073523650e-2","3,574263231557190e-2","4,556317706198090e-2","4,252781590745230e-2","4,114962150482530e-2","3,898385983514060e-2","3,372230568322360e-2","3,050664382367200e-2"
"5,890000000000000e+2","3,588264375581370e-4","3,786326108515540e-2","3,497833577380480e-2","2,970882919462110e-2","3,419192830080290e-2","3,297042435986170e-2","3,924328427118410e-2","4,397044810909480e-2","3,823814156230500e-2","3,103210059153960e-2","4,227485109174620e-2","2,524421111165370e-2","3,856751289684080e-2","2,785514388088280e-2","2,947010676456490e-2","2,820846909586480e-2","3,379258104065020e-2","3,447476861206180e-2","3,508045804826510e-2","4,457314397180460e-2","4,143811827872980e-2","4,015505643736280e-2","3,829389139283320e-2","3,291495432054300e-2","2,955730559723160e-2"
"5,900000000000000e+2","3,173652256192600e-4","3,772662598475010e-2","3,501749342999780e-2","2,952638188925230e-2","3,388308234348020e-2","3,264031942089210e-2","3,911729236790490e-2","4,379511690813760e-2","3,816578802267230e-2","3,051613255665140e-2","4,208064886067700e-2","2,481471355398390e-2","3,831383893676030e-2","2,766360940362850e-2","2,914198257541370e-2","2,786160159006220e-2","3,376405202610470e-2","3,389610037444980e-2","3,467356358608860e-2","4,400647147536460e-2","4,099283994026310e-2","3,971781359511730e-2","3,805725866372920e-2","3,293069348327650e-2","2,927376281171210e-2"
"5,910000000000000e+2","3,937361831565840e-4","3,748134432517290e-2","3,492015887645390e-2","2,944702540618060e-2","3,365866924576520e-2","3,239210648220590e-2","3,906656535353960e-2","4,352487436922030e-2","3,796057206031630e-2","3,058216912398120e-2","4,191829593232650e-2","2,470617761341440e-2","3,829262194535790e-2","2,749959479664050e-2","2,893267787944300e-2","2,784147796302580e-2","3,354767213221210e-2","3,353996183357500e-2","3,436273397180820e-2","4,365986300186440e-2","4,070814150532250e-2","3,946839082248080e-2","3,821811985317180e-2","3,262422789491820e-2","2,912230244316040e-2"
"5,920000000000000e+2","6,966895887523890e-4","3,735583891443970e-2","3,469084396651990e-2","2,932398313071920e-2","3,356271792328910e-2","3,238359702255240e-2","3,871777226765970e-2","4,330160853772840e-2","3,775361828019000e-2","3,036760534334650e-2","4,185279255721770e-2","2,455315525993560e-2","3,811072927690600e-2","2,718205250825900e-2","2,915383573177260e-2","2,746428973033010e-2","3,338736823654390e-2","3,331618678311230e-2","3,423738023534820e-2","4,346916651362920e-2","4,049157291894540e-2","3,906232931779480e-2","3,777254896686740e-2","3,221262503096290e-2","2,854578227019560e-2"
"5,930000000000000e+2","7,286865631616301e-4","3,766954247353460e-2","3,503147103910440e-2","2,943001103058690e-2","3,394852033324270e-2","3,232611427347060e-2","3,897545367535940e-2","4,357177002631150e-2","3,793100776790640e-2","3,054237920157070e-2","4,179113468809550e-2","2,504767764978520e-2","3,843840686799900e-2","2,739188984909140e-2","2,923876439725510e-2","2,786665098523130e-2","3,347142745560640e-2","3,390711857669490e-2","3,444496220719480e-2","4,382427363829880e-2","4,075438592586230e-2","3,959310400308060e-2","3,811681948145710e-2","3,262150484773170e-2","2,864580995192140e-2"
"5,940000000000000e+2","9,088719918386970e-4","3,760317955855600e-2","3,512325189286400e-2","2,964049433285540e-2","3,398878628258030e-2","3,243131727756320e-2","3,928956648414330e-2","4,376460858221400e-2","3,814497231001740e-2","3,079635216747040e-2","4,216885965241390e-2","2,525328024438750e-2","3,848082604098890e-2","2,788383444183550e-2","2,962016275936620e-2","2,817328185089990e-2","3,371865442906630e-2","3,426966831710570e-2","3,469694016568370e-2","4,432656052185900e-2","4,111532621186430e-2","3,993568830464710e-2","3,848426239852970e-2","3,284935173933590e-2","2,882779306052400e-2"
"5,950000000000000e+2","1,164642651691940e-3","3,790353977086140e-2","3,559565424121420e-2","3,010827496509960e-2","3,423329180855000e-2","3,291434187041360e-2","3,978674949450230e-2","4,428782106461980e-2","3,827726931980500e-2","3,097588085747890e-2","4,263990510017650e-2","2,555321510018610e-2","3,871667326417470e-2","2,830476496779620e-2","2,993269461188300e-2","2,858816796597920e-2","3,419164359037530e-2","3,464280406119480e-2","3,533276308154370e-2","4,519652489259130e-2","4,199678527983300e-2","4,064770358253590e-2","3,912454543696660e-2","3,351158287639290e-2","2,904283616601680e-2"
"5,960000000000000e+2","1,222787934889830e-3","3,852338495782370e-2","3,622589228310340e-2","3,061553317206460e-2","3,508181160991910e-2","3,389801462338590e-2","4,043393607179030e-2","4,482053758890240e-2","3,895143249995350e-2","3,181515558604520e-2","4,327835534145500e-2","2,615641184115610e-2","3,964293531379750e-2","2,902277938648940e-2","3,074991814169870e-2","2,932086157858790e-2","3,511451178160440e-2","3,572921447468260e-2","3,629208958220430e-2","4,635181512309750e-2","4,335816082121720e-2","4,221226660599820e-2","4,007222810386000e-2","3,439546056637090e-2","2,971659911208870e-2"
"5,970000000000000e+2","1,218866312744480e-3","3,950803720955230e-2","3,697975629928380e-2","3,138068686152870e-2","3,621808276745440e-2","3,486869414882690e-2","4,152568098258640e-2","4,581190531499760e-2","3,997770934915470e-2","3,278482532666360e-2","4,449835239772840e-2","2,721794160274710e-2","4,088218981150640e-2","2,993486215207030e-2","3,189079281563580e-2","3,078812527916110e-2","3,596123450378480e-2","3,675232508206750e-2","3,739359583478290e-2","4,815134486648320e-2","4,489233795179460e-2","4,391552818182480e-2","4,114394582629770e-2","3,530895581180040e-2","3,053260211728060e-2"
"5,980000000000000e+2","1,438222385315460e-3","4,010727096780480e-2","3,795388621265300e-2","3,211812422047230e-2","3,714507742641110e-2","3,565515037331780e-2","4,253337238969480e-2","4,663718178945420e-2","4,076375046155690e-2","3,368169180990460e-2","4,527472103571270e-2","2,825989366435000e-2","4,181358659559250e-2","3,111495391897970e-2","3,273409159817850e-2","3,185172741345330e-2","3,721230615444330e-2","3,788026887798520e-2","3,845788395039180e-2","5,001528204134500e-2","4,669556995499460e-2","4,556137412715910e-2","4,231890478813550e-2","3,638563298368500e-2","3,169363522775390e-2"
"5,990000000000000e+2","1,542767722031680e-3","4,132987344313590e-2","3,891536547485690e-2","3,317996629819460e-2","3,833365357465400e-2","3,685314454728540e-2","4,372304007072540e-2","4,791446316068270e-2","4,215567937960000e-2","3,468564761021010e-2","4,639281712946980e-2","2,941191965808070e-2","4,314116299796550e-2","3,240205906836860e-2","3,414586751655520e-2","3,309408215175820e-2","3,855953909616430e-2","3,932414907875780e-2","4,004285369898330e-2","5,222521435291970e-2","4,870750570621600e-2","4,757409512878490e-2","4,399729748675070e-2","3,781317481098490e-2","3,278622941504730e-2"
"6,000000000000000e+2","1,775196778390150e-3","4,222089997416120e-2","3,972294296496520e-2","3,412482977936950e-2","3,962441587512510e-2","3,816610908837950e-2","4,506997155798140e-2","4,898677591859610e-2","4,322845680791740e-2","3,592472313048500e-2","4,767672755272610e-2","3,033923181418390e-2","4,444239522085080e-2","3,371856175493400e-2","3,553281295248460e-2","3,456127751178900e-2","3,997366102080360e-2","4,103517945670550e-2","4,161569824519680e-2","5,457766381167730e-2","5,117654659242930e-2","5,013527144427970e-2","4,550189200245780e-2","3,937983193685490e-2","3,401110779840540e-2"
"6,010000000000000e+2","1,797146434180940e-3","4,344878565309950e-2","4,135714302612820e-2","3,540608390502460e-2","4,115438386081330e-2","3,977472542042410e-2","4,663508344452240e-2","5,071046431698250e-2","4,432935192714830e-2","3,739461483478650e-2","4,938510691023840e-2","3,183598978389950e-2","4,613326675299300e-2","3,534150702864700e-2","3,717989718389640e-2","3,631462966320290e-2","4,168835276619360e-2","4,311759243118330e-2","4,335917992628850e-2","5,735096190198570e-2","5,367491871782390e-2","5,277790310715630e-2","4,707458359210840e-2","4,100957558806230e-2","3,553317038460150e-2"
"6,020000000000000e+2","2,210156897922240e-3","4,442873871071630e-2","4,208461988418280e-2","3,616779423686140e-2","4,239851662609930e-2","4,104327706439720e-2","4,771834476784310e-2","5,196642207154980e-2","4,543559098566420e-2","3,859937019284860e-2","5,031556553056900e-2","3,318379207691000e-2","4,756672925268000e-2","3,682959188428490e-2","3,862129773661320e-2","3,754635506493420e-2","4,319547447369490e-2","4,442361804139570e-2","4,497211421230690e-2","5,976185608634020e-2","5,598288839636630e-2","5,519107789097800e-2","4,863303345732720e-2","4,234405412789430e-2","3,687727278821360e-2"
"6,030000000000000e+2","2,090739468070040e-3","4,585954334042620e-2","4,357370030296170e-2","3,739093478029190e-2","4,400274272679880e-2","4,272592622556250e-2","4,952820787675580e-2","5,358069878618060e-2","4,694633264229850e-2","4,009024536282640e-2","5,234596040573930e-2","3,489820335324680e-2","4,920064605951140e-2","3,857465790560620e-2","4,050089429412100e-2","3,971752750173190e-2","4,511252711318910e-2","4,643188326727660e-2","4,692552644386660e-2","6,253934904161150e-2","5,870430356414900e-2","5,773771165041340e-2","5,087172941785770e-2","4,439571757021500e-2","3,865074225559220e-2"
