"WL","Baseline","1506-1","1506-2","1506-3","2306-1","2306-2","2306-3","2906-1","2906-2","2906-3","0607-1","0607-2","0607-3","1307-1","1307-2","1307-3","2007-1","2007-2","2007-3","2707-1","2707-2","2707-3","0308-1","0308-2","0308-3"
"4,540000000000000e+2","-1,658280414939560e-2","2,232335358515390e-1","2,169915010623580e-1","2,062149543291180e-1","2,398044337054900e-1","2,461480706523420e-1","2,555065832415070e-1","2,775695827276600e-1","2,577698003564960e-1","2,579789860034340e-1","2,924130569594670e-1","2,510864767195880e-1","2,973422072437390e-1","2,897498185378560e-1","2,867951190484260e-1","3,023490631283270e-1","3,062323857426440e-1","3,217575323652090e-1","3,057937970335030e-1","4,256060552065640e-1","4,128461340432480e-1","4,187228314301880e-1","3,029576782457800e-1","3,039216876735210e-1","2,956637063910590e-1"
"4,550000000000000e+2","-1,644378581050910e-2","2,218995070717300e-1","2,155188747446920e-1","2,046356793828890e-1","2,387231802601810e-1","2,451635393851180e-1","2,537291578062240e-1","2,755276130266410e-1","2,560941741127710e-1","2,563718625728980e-1","2,909665538798690e-1","2,497441327594110e-1","2,958107034749540e-1","2,887992240960090e-1","2,860415239458940e-1","3,012267857102630e-1","3,057805033316270e-1","3,213466759519060e-1","3,051842835659140e-1","4,244304694265720e-1","4,119877157736620e-1","4,175032275876080e-1","3,025388415185850e-1","3,034103195777810e-1","2,952247424527780e-1"
"4,560000000000000e+2","-1,623265923460530e-2","2,199491001592860e-1","2,140216750515320e-1","2,030503287992140e-1","2,368829177009900e-1","2,435265813060030e-1","2,523592189849820e-1","2,735745607547950e-1","2,540765910633070e-1","2,544751116826680e-1","2,894572274863720e-1","2,482915802768290e-1","2,942003531272410e-1","2,874662748293630e-1","2,847921228948640e-1","3,000109063020680e-1","3,051405522274970e-1","3,203490576835320e-1","3,044123551937160e-1","4,230228245922330e-1","4,106707521643160e-1","4,164357763953150e-1","3,019645529548980e-1","3,027269354500480e-1","2,944520165519210e-1"
"4,570000000000000e+2","-1,580362941611870e-2","2,178756985981410e-1","2,122886786193840e-1","2,010810968087730e-1","2,350326431717420e-1","2,417502058802300e-1","2,505689422389840e-1","2,710678528700970e-1","2,516706988377160e-1","2,520945856539550e-1","2,874194113168390e-1","2,464414315735980e-1","2,920280585906310e-1","2,861599285798560e-1","2,832475310001050e-1","2,983466204197980e-1","3,039299792908030e-1","3,189792579219290e-1","3,031332077036480e-1","4,215785441022020e-1","4,090179106851130e-1","4,148306795020260e-1","3,009223267092280e-1","3,015585657148480e-1","2,932906825792000e-1"
"4,580000000000000e+2","-1,531451614020740e-2","2,159095369306220e-1","2,100613814552880e-1","1,992157679894430e-1","2,332149824472300e-1","2,398865791738600e-1","2,488312773162800e-1","2,686948770107540e-1","2,493138272278470e-1","2,498894347093680e-1","2,854370933765370e-1","2,446155829286320e-1","2,900318504761880e-1","2,845369226782130e-1","2,817660271587190e-1","2,966448972177900e-1","3,028054661496430e-1","3,177471628348630e-1","3,020296485947210e-1","4,198045234079770e-1","4,075810574946530e-1","4,129745701517590e-1","2,998440852604310e-1","3,002599375290140e-1","2,920381416210650e-1"
"4,590000000000000e+2","-1,528278342418310e-2","2,141518590977630e-1","2,083481072878520e-1","1,974620598392520e-1","2,316731039689220e-1","2,382001701456300e-1","2,469364362125640e-1","2,665364983888450e-1","2,469798670303270e-1","2,475252833326460e-1","2,834086196660960e-1","2,427282672284310e-1","2,876469510793140e-1","2,828509153032540e-1","2,802305665295100e-1","2,949608994817380e-1","3,014550900536140e-1","3,164904808480830e-1","3,008781354701570e-1","4,180676441950240e-1","4,057109413766770e-1","4,111498698121370e-1","2,988626617920740e-1","2,990345329687100e-1","2,910066242835330e-1"
"4,600000000000000e+2","-1,535602789094250e-2","2,120084238747610e-1","2,061124863862020e-1","1,953816625059780e-1","2,297182385431300e-1","2,362807316693700e-1","2,449688115955670e-1","2,637824463990250e-1","2,447015943540140e-1","2,454181730356760e-1","2,811536298421970e-1","2,407309499844350e-1","2,855124164284210e-1","2,811666927240810e-1","2,782925876565410e-1","2,931812878492870e-1","3,004821788217860e-1","3,154377894322380e-1","2,996299044792960e-1","4,159023349288180e-1","4,039781999716180e-1","4,092651442887020e-1","2,980176271842740e-1","2,976724847587520e-1","2,897761201488570e-1"
"4,610000000000000e+2","-1,505974798482280e-2","2,096221163436430e-1","2,039167534867210e-1","1,932935305636680e-1","2,274632621396490e-1","2,339768000861510e-1","2,428365120951920e-1","2,611227212750670e-1","2,417819462729530e-1","2,426487248372880e-1","2,787407669138160e-1","2,384544166348850e-1","2,827619739097660e-1","2,790636933994420e-1","2,762900418880050e-1","2,909368314323130e-1","2,992582923231820e-1","3,135281003555950e-1","2,983839863365140e-1","4,137802100646250e-1","4,015098736316860e-1","4,068330619948900e-1","2,966244958250060e-1","2,961205937253340e-1","2,881506885053130e-1"
"4,620000000000000e+2","-1,480513223916480e-2","2,072013564751840e-1","2,018060557612420e-1","1,911110083496210e-1","2,254914178427110e-1","2,320806272040180e-1","2,409800728679490e-1","2,582530808580490e-1","2,394208538456150e-1","2,399794126518420e-1","2,763444196537860e-1","2,363980896142330e-1","2,804589563189460e-1","2,773870222781120e-1","2,744361610311520e-1","2,888214394395340e-1","2,979878795938020e-1","3,119761872926600e-1","2,969947394432640e-1","4,115764166659110e-1","3,996170452708090e-1","4,048587477750200e-1","2,953863226160180e-1","2,945956778072360e-1","2,870017878266610e-1"
"4,630000000000000e+2","-1,471838534157660e-2","2,050456511978830e-1","1,997538598185330e-1","1,890436682840970e-1","2,236322869752780e-1","2,305366602562790e-1","2,393073277948810e-1","2,560702633523220e-1","2,369771251093060e-1","2,377372965064820e-1","2,743717073488110e-1","2,344952927456000e-1","2,781984080380040e-1","2,758978176704770e-1","2,726237113231190e-1","2,872706771631290e-1","2,969397938494620e-1","3,109521235332870e-1","2,959259586370650e-1","4,098352203092560e-1","3,978149416280430e-1","4,030394981787570e-1","2,942100035635840e-1","2,933397437368850e-1","2,862847391937870e-1"
"4,640000000000000e+2","-1,471989248863530e-2","2,033129180255380e-1","1,978128795420970e-1","1,872047618086320e-1","2,222364527039470e-1","2,287983468275140e-1","2,375828428888320e-1","2,540135516285810e-1","2,349582562440620e-1","2,359741919954670e-1","2,725957128988270e-1","2,329733839069680e-1","2,762508495221410e-1","2,744038947639350e-1","2,715681918110560e-1","2,858419182049040e-1","2,963972259683370e-1","3,102751365342900e-1","2,954449958647520e-1","4,086649553054710e-1","3,965757941263250e-1","4,017163656435270e-1","2,937502091887820e-1","2,927389445790330e-1","2,857006936746250e-1"
"4,650000000000000e+2","-1,469787903470130e-2","2,013817478914670e-1","1,961371857980670e-1","1,857533409818430e-1","2,211480146940990e-1","2,276691769040080e-1","2,366056612706550e-1","2,523478120813540e-1","2,334230700737300e-1","2,342728876063150e-1","2,713034483049200e-1","2,316045209166670e-1","2,747301963729930e-1","2,734595255416750e-1","2,704760338369570e-1","2,848784660976620e-1","2,962825323749500e-1","3,100432877564840e-1","2,951868009469690e-1","4,077594254416190e-1","3,960568321191350e-1","4,009333384022050e-1","2,936364921820870e-1","2,923968139546540e-1","2,854771302383890e-1"
"4,660000000000000e+2","-1,433154493717430e-2","1,998325285207580e-1","1,947294953246010e-1","1,842122882251930e-1","2,198483580306740e-1","2,265790425608520e-1","2,355243191374450e-1","2,509712619268270e-1","2,317052444020730e-1","2,327126753164920e-1","2,702293170020840e-1","2,303297488646160e-1","2,734176780411710e-1","2,727560302157040e-1","2,698477288309100e-1","2,837697478451370e-1","2,964123432262690e-1","3,098639374240560e-1","2,952803556803600e-1","4,072565514057220e-1","3,953721715471680e-1","4,003894923910980e-1","2,935520777702380e-1","2,919563754612690e-1","2,853177131599420e-1"
"4,670000000000000e+2","-1,434245573921660e-2","1,988841878948940e-1","1,937089467229320e-1","1,833454457844790e-1","2,194312280660700e-1","2,261362512655640e-1","2,350641131757370e-1","2,501394014559780e-1","2,310674885277050e-1","2,319814302362380e-1","2,696788463522100e-1","2,297187235743090e-1","2,727545544005540e-1","2,728527867828270e-1","2,695596136262160e-1","2,837090459819860e-1","2,969108533066950e-1","3,105247581378880e-1","2,954846848067360e-1","4,076049543306860e-1","3,954895658311530e-1","4,004446108311080e-1","2,938500131777690e-1","2,922581118411920e-1","2,859613530345280e-1"
"4,680000000000000e+2","-1,431736655440850e-2","1,981433526381420e-1","1,931408897851040e-1","1,825298033579950e-1","2,192226780545080e-1","2,258960173544290e-1","2,349034295151450e-1","2,494607437591180e-1","2,301616095223010e-1","2,312775038032900e-1","2,695105158790840e-1","2,297086684649480e-1","2,722952060077900e-1","2,730299498764220e-1","2,699767634725780e-1","2,841582691910790e-1","2,979572056348370e-1","3,114257662961750e-1","2,965812869052940e-1","4,084039900312930e-1","3,963688282893020e-1","4,012551865853410e-1","2,947615754874050e-1","2,932966104470900e-1","2,867914213533310e-1"
"4,690000000000000e+2","-1,404036532174950e-2","1,971496822251970e-1","1,924161021660120e-1","1,817617811624460e-1","2,190705868626110e-1","2,258727246313500e-1","2,347615102492370e-1","2,489498898790490e-1","2,297593933536410e-1","2,312337088780280e-1","2,695606767675780e-1","2,295939322845620e-1","2,721448526866630e-1","2,734432042004680e-1","2,702972426180640e-1","2,845081445007440e-1","2,991531260373330e-1","3,124364488383990e-1","2,976032761917880e-1","4,096134239080320e-1","3,976078332223450e-1","4,026143658915380e-1","2,960129075497060e-1","2,942963247758840e-1","2,879082632229800e-1"
"4,700000000000000e+2","-1,431538274746730e-2","1,973469712376750e-1","1,925565641007460e-1","1,817846696418410e-1","2,197137401351000e-1","2,266004053101820e-1","2,357520364596600e-1","2,494441720078260e-1","2,301842265625360e-1","2,316009958530020e-1","2,703292470185210e-1","2,301935698098740e-1","2,728668995129840e-1","2,746524780667020e-1","2,714029883764120e-1","2,857330119123750e-1","3,012578094028790e-1","3,144735470749350e-1","2,998231079555350e-1","4,118328751348040e-1","3,999430739875600e-1","4,049233279083010e-1","2,980970516232620e-1","2,962126487417530e-1","2,898960538753660e-1"
"4,710000000000000e+2","-1,389943098842170e-2","1,967806546113390e-1","1,922494418862670e-1","1,815221112543430e-1","2,200481252468940e-1","2,270167419386180e-1","2,358782583489260e-1","2,496043796974780e-1","2,299773746375960e-1","2,317715870152500e-1","2,707180626208870e-1","2,304801604779110e-1","2,732783897330620e-1","2,755206277896840e-1","2,723567675256740e-1","2,864243545853750e-1","3,027280745014970e-1","3,163374228846130e-1","3,014552551309740e-1","4,139011282116490e-1","4,016095067391320e-1","4,068613982470450e-1","2,995660936653220e-1","2,977983674592260e-1","2,914199171415340e-1"
"4,720000000000000e+2","-1,395552484417870e-2","1,970937714471850e-1","1,924613437894680e-1","1,816598934401910e-1","2,208632135919350e-1","2,279033978106800e-1","2,370357356847750e-1","2,502101067156650e-1","2,306041710153260e-1","2,325313172483720e-1","2,714968977122610e-1","2,312605773107520e-1","2,741210216952960e-1","2,773590031130150e-1","2,737597802720570e-1","2,882238208420230e-1","3,051297033243130e-1","3,185195469009160e-1","3,036855738463150e-1","4,165413018623520e-1","4,045509309270580e-1","4,095144651416640e-1","3,020847610074570e-1","3,002332851390920e-1","2,936905784543880e-1"
"4,730000000000000e+2","-1,387645431650310e-2","1,970539611684570e-1","1,927661349095060e-1","1,818724172225800e-1","2,216948839033180e-1","2,287077530803780e-1","2,378849979246290e-1","2,507470668989850e-1","2,311358947340850e-1","2,333807073522680e-1","2,726777337684360e-1","2,323130238705110e-1","2,749444270237770e-1","2,787685886184010e-1","2,753195125758170e-1","2,899153933026970e-1","3,077150122326010e-1","3,210158869055620e-1","3,057711699276170e-1","4,194272410259390e-1","4,072778235916500e-1","4,122685719997840e-1","3,043071321710140e-1","3,025418959532260e-1","2,959166268506880e-1"
"4,740000000000000e+2","-1,380220681082610e-2","1,972705701354020e-1","1,930950531331610e-1","1,822157041243810e-1","2,223165008238680e-1","2,297219436529610e-1","2,389957466479980e-1","2,517649315351800e-1","2,316823444900020e-1","2,342465172659490e-1","2,739263804254420e-1","2,333108669766660e-1","2,760812515113000e-1","2,803412567155860e-1","2,770439655535950e-1","2,915971758840970e-1","3,098672002286690e-1","3,233495177376010e-1","3,080079653669490e-1","4,223147533439100e-1","4,104242339983110e-1","4,154362327733730e-1","3,067131639444250e-1","3,046981531079700e-1","2,983078315816790e-1"
"4,750000000000000e+2","-1,358491542792900e-2","1,973790578286380e-1","1,933747192520980e-1","1,824447491058920e-1","2,231534040541680e-1","2,305528635901450e-1","2,399164009584540e-1","2,523287624530220e-1","2,321767141439800e-1","2,349697963304710e-1","2,747847690268830e-1","2,337808272548130e-1","2,770828227951950e-1","2,818827433438290e-1","2,783984107738070e-1","2,929509109703000e-1","3,121402277030640e-1","3,256099309333390e-1","3,102943188979590e-1","4,252463891422220e-1","4,131496095342430e-1","4,182757793187070e-1","3,090103475629240e-1","3,070373266833050e-1","3,002761788169870e-1"
"4,760000000000000e+2","-1,354495233149890e-2","1,978172303329260e-1","1,938744433942940e-1","1,826865478978140e-1","2,240811090964200e-1","2,314857257379070e-1","2,408237102919660e-1","2,529560159778290e-1","2,330692559208670e-1","2,355471769032530e-1","2,758296176645820e-1","2,347542763811600e-1","2,780454723160530e-1","2,833273835579140e-1","2,796773970086610e-1","2,943259588855760e-1","3,144295473828760e-1","3,277196549833310e-1","3,124000117484400e-1","4,280545145607670e-1","4,159474829029180e-1","4,208702252265910e-1","3,112261199187380e-1","3,090313950389450e-1","3,026740559607300e-1"
"4,770000000000000e+2","-1,369023078561770e-2","1,981682478892160e-1","1,942800151399730e-1","1,831027214036760e-1","2,249041042136840e-1","2,324165943393920e-1","2,418075267770030e-1","2,535254216120780e-1","2,334375788694830e-1","2,363273002344110e-1","2,764345836416400e-1","2,356671504061760e-1","2,788290596630380e-1","2,846450627708730e-1","2,812184666168860e-1","2,957320493002770e-1","3,160967598055590e-1","3,295949583940900e-1","3,142084081884720e-1","4,306997895397270e-1","4,185798221624160e-1","4,234061052478490e-1","3,130779195188840e-1","3,110281399504410e-1","3,047128292752010e-1"
"4,780000000000000e+2","-1,360960934123280e-2","1,981795879105640e-1","1,941952025548400e-1","1,829909777980040e-1","2,251779420763040e-1","2,326560206169970e-1","2,423953729828950e-1","2,537911356927690e-1","2,335883858738970e-1","2,365722487418570e-1","2,769844117845620e-1","2,360506150523830e-1","2,789687616050220e-1","2,852079752700740e-1","2,816588405282220e-1","2,964929419723420e-1","3,177405765048240e-1","3,307972525148710e-1","3,154499938673520e-1","4,321210143246000e-1","4,203177212895120e-1","4,253199320036420e-1","3,145358622640160e-1","3,122979539008610e-1","3,057603522502450e-1"
"4,790000000000000e+2","-1,352174422425230e-2","1,979894802815840e-1","1,942153871374300e-1","1,828832529295830e-1","2,250685442891090e-1","2,327362923388880e-1","2,424999293833810e-1","2,534252318332550e-1","2,331354631071880e-1","2,362587529720680e-1","2,767545435575950e-1","2,356212718807730e-1","2,789903794845630e-1","2,853740888485180e-1","2,817017713527290e-1","2,963370479222090e-1","3,183633672632060e-1","3,311740176457420e-1","3,160019687799340e-1","4,333581050732870e-1","4,215169653392800e-1","4,262202041533610e-1","3,153498247118010e-1","3,130770737109370e-1","3,065455582223800e-1"
"4,800000000000000e+2","-1,367582926865440e-2","1,974502802177560e-1","1,938171715034740e-1","1,824771897362800e-1","2,249042044523580e-1","2,325957816939680e-1","2,423774366299910e-1","2,532185356884150e-1","2,329448069311000e-1","2,357019826264480e-1","2,766580574654710e-1","2,354902691062330e-1","2,787971767405830e-1","2,855716430482100e-1","2,819066770268240e-1","2,964519600841950e-1","3,185138816440670e-1","3,314636068033920e-1","3,163968787780940e-1","4,338026955016490e-1","4,219593023016960e-1","4,266940910973840e-1","3,159631532430430e-1","3,133623010011450e-1","3,065587233394510e-1"
"4,810000000000000e+2","-1,365375575070690e-2","1,972334146668120e-1","1,931296442948610e-1","1,816942256790760e-1","2,244447242122810e-1","2,321125054429260e-1","2,417278866936100e-1","2,524500350735830e-1","2,320063168326470e-1","2,351002006362990e-1","2,757102024254400e-1","2,346729056466440e-1","2,777940201065120e-1","2,847076131232850e-1","2,811009777646010e-1","2,955613939005100e-1","3,180747654466700e-1","3,310539755943860e-1","3,160799349798840e-1","4,335052975930020e-1","4,215336132812150e-1","4,264385699639150e-1","3,154476934946350e-1","3,130035817732960e-1","3,062000467530640e-1"
"4,820000000000000e+2","-1,361143538349200e-2","1,960046927879230e-1","1,921718329884550e-1","1,807483439612760e-1","2,231411147087790e-1","2,310371779630020e-1","2,407740109614370e-1","2,509797057959110e-1","2,309398102055450e-1","2,339125164844730e-1","2,743645606800610e-1","2,334802733174320e-1","2,762781900544730e-1","2,834922412393710e-1","2,798781890786000e-1","2,941970939361810e-1","3,169906794798040e-1","3,296911636570350e-1","3,148978793998230e-1","4,323920863341960e-1","4,204175472708310e-1","4,251291622112900e-1","3,145361452175900e-1","3,118504150691640e-1","3,052918856055580e-1"
"4,830000000000000e+2","-1,372731903031810e-2","1,947866567332290e-1","1,911373188180610e-1","1,795791328587090e-1","2,219433330505880e-1","2,296634794555680e-1","2,392317441765470e-1","2,493216546005460e-1","2,291132583335090e-1","2,322813136321340e-1","2,726555418726320e-1","2,320222978470250e-1","2,747511917624210e-1","2,816228245767190e-1","2,780725005995490e-1","2,923831120644260e-1","3,156180650330230e-1","3,277786426496110e-1","3,133435913657760e-1","4,303050553758630e-1","4,186183571461450e-1","4,231921350830810e-1","3,130616116549860e-1","3,102696331088070e-1","3,036282654114120e-1"
"4,840000000000000e+2","-1,381064362176210e-2","1,931780771939870e-1","1,896217680500610e-1","1,781870101056240e-1","2,198165484007470e-1","2,276501930192200e-1","2,375072788712390e-1","2,471183111203280e-1","2,273712264930110e-1","2,301457790863030e-1","2,702420935522580e-1","2,298714295948490e-1","2,723108837973300e-1","2,792353415645760e-1","2,757702207401960e-1","2,897423241822480e-1","3,130063428896970e-1","3,252635557965090e-1","3,109889547059270e-1","4,274726031716870e-1","4,156597606871490e-1","4,202131419268650e-1","3,107046930943350e-1","3,079379031442240e-1","3,017084279650110e-1"
"4,850000000000000e+2","-1,392732237664350e-2","1,913129341333920e-1","1,875596064570390e-1","1,760373708729440e-1","2,177889625241590e-1","2,254692614540950e-1","2,351785631243170e-1","2,444359590863210e-1","2,248401294166420e-1","2,275494833876440e-1","2,675665588525610e-1","2,274117504205250e-1","2,693772419897400e-1","2,764418507850980e-1","2,727804220232320e-1","2,867984026552980e-1","3,101165294562230e-1","3,225804257299350e-1","3,080721867069630e-1","4,237017411582140e-1","4,121758385028350e-1","4,166754754261840e-1","3,079450839331910e-1","3,052020476607680e-1","2,992797344269860e-1"
"4,860000000000000e+2","-1,417005701352690e-2","1,889683010668650e-1","1,854148402348610e-1","1,739850054678900e-1","2,154377637229530e-1","2,230471482205520e-1","2,326339414301490e-1","2,416834308511750e-1","2,219772706109890e-1","2,247582273950250e-1","2,643695454233720e-1","2,245730266709530e-1","2,661897364845190e-1","2,730731478830600e-1","2,696052764176070e-1","2,833064098040540e-1","3,066864821246330e-1","3,186954184081570e-1","3,047738195504190e-1","4,194241339104390e-1","4,078953290900470e-1","4,119137110233260e-1","3,046543050386180e-1","3,019167635973340e-1","2,959787517600390e-1"
"4,870000000000000e+2","-1,418778627729930e-2","1,864383522968790e-1","1,829779352906770e-1","1,715048956701290e-1","2,121405977620680e-1","2,197089222841990e-1","2,295549069236920e-1","2,380376759124960e-1","2,186072519883970e-1","2,212506316212390e-1","2,604843606245990e-1","2,208907492376480e-1","2,619540860834780e-1","2,689644098529050e-1","2,655140177612980e-1","2,790087147884530e-1","3,025126699202340e-1","3,140272940904860e-1","3,004291565078770e-1","4,136470965056170e-1","4,023806767213510e-1","4,063142194092550e-1","3,003445807375290e-1","2,973861237537670e-1","2,920029669604570e-1"
"4,880000000000000e+2","-1,412707543968300e-2","1,835173540223260e-1","1,798921565265040e-1","1,688182617343300e-1","2,086378710090930e-1","2,158627965151610e-1","2,256122638742630e-1","2,340367811693010e-1","2,148380177805980e-1","2,171946571176640e-1","2,559858061799610e-1","2,169617848854180e-1","2,573716218843750e-1","2,642285419917700e-1","2,609623375879730e-1","2,741142977736050e-1","2,974866589641450e-1","3,087521915021880e-1","2,955540182285240e-1","4,071258181931310e-1","3,959675564762370e-1","3,997598186305660e-1","2,955130994086820e-1","2,924792012051150e-1","2,871859633278460e-1"
"4,890000000000000e+2","-1,441960325265320e-2","1,805116626281620e-1","1,769047499129580e-1","1,658622181189260e-1","2,050669759856410e-1","2,124345248717710e-1","2,221354159970370e-1","2,299908889288370e-1","2,111644201935970e-1","2,131790883373370e-1","2,516127644725570e-1","2,131309119348500e-1","2,530146526079120e-1","2,596103425018860e-1","2,562568632807850e-1","2,693030593057930e-1","2,923914771762640e-1","3,036285505389920e-1","2,907946060698630e-1","4,002773547028470e-1","3,895528843416860e-1","3,928830914827730e-1","2,905931469846240e-1","2,878961756596800e-1","2,829680506027050e-1"
"4,900000000000000e+2","-1,446014703331110e-2","1,771175260166450e-1","1,732960192251850e-1","1,624756973688070e-1","2,011432602225030e-1","2,083530726041300e-1","2,178471324430450e-1","2,254812517919140e-1","2,074322258267460e-1","2,090668320788840e-1","2,470581257389880e-1","2,085618669564060e-1","2,477760457125180e-1","2,544126385163860e-1","2,510810973570310e-1","2,637466939510570e-1","2,869206658732720e-1","2,976182359936220e-1","2,851895888162770e-1","3,930588908199230e-1","3,819436251637440e-1","3,853014084045790e-1","2,853064034941600e-1","2,824384020410850e-1","2,776224139448320e-1"
"4,910000000000000e+2","-1,408659085857520e-2","1,739341087589480e-1","1,699376645028070e-1","1,590896838989920e-1","1,967218916509230e-1","2,037402520912760e-1","2,134081993113640e-1","2,207716150182190e-1","2,027465332944750e-1","2,043284645013870e-1","2,415407805306420e-1","2,041672512186290e-1","2,424818720498650e-1","2,487160431374140e-1","2,457868549662150e-1","2,580832427692870e-1","2,810580211388070e-1","2,917085604587870e-1","2,795925403863840e-1","3,848638831673610e-1","3,741639109757870e-1","3,774446009135800e-1","2,791335440052380e-1","2,763523801347930e-1","2,721222831836660e-1"
"4,920000000000000e+2","-1,399442353606060e-2","1,704742266480350e-1","1,666305438042030e-1","1,558485043957190e-1","1,929351840350190e-1","1,997306865354810e-1","2,091561102817690e-1","2,160543650779760e-1","1,983033832072930e-1","1,996511811256730e-1","2,366588236783650e-1","1,995738603969660e-1","2,372413869653800e-1","2,432847372693010e-1","2,406117294821010e-1","2,525207563293750e-1","2,756832175430270e-1","2,855648663131820e-1","2,738924170198630e-1","3,768385671367850e-1","3,664434634867610e-1","3,694038339597180e-1","2,735293630501820e-1","2,707082188804190e-1","2,667483084785080e-1"
"4,930000000000000e+2","-1,381399528832020e-2","1,667389501010130e-1","1,630372870974720e-1","1,524019931987800e-1","1,888021287117500e-1","1,956048202164030e-1","2,049317707767660e-1","2,116416165874180e-1","1,941418836889780e-1","1,952710516333660e-1","2,316475318977930e-1","1,948485556688460e-1","2,320289579947820e-1","2,379688410052930e-1","2,352595297973520e-1","2,468381194341640e-1","2,700896277523250e-1","2,798411512473480e-1","2,683217263504050e-1","3,690374199269180e-1","3,586865134384990e-1","3,616018482424870e-1","2,677016240066580e-1","2,653213967049890e-1","2,615597978173210e-1"
"4,940000000000000e+2","-1,381182327813530e-2","1,631150303756270e-1","1,594901247805400e-1","1,492714473024560e-1","1,849884061923130e-1","1,914408296903290e-1","2,008424934053560e-1","2,070423752693300e-1","1,899594426368720e-1","1,909169554785870e-1","2,267789497070370e-1","1,906983931530300e-1","2,268616585533740e-1","2,327724456756190e-1","2,302195010257340e-1","2,414236851285100e-1","2,718741356145120e-1","2,739877456709410e-1","2,630421328652490e-1","3,613253791055130e-1","3,512085616644820e-1","3,539345749350240e-1","2,622894600004540e-1","2,597071573045160e-1","2,562037760971730e-1"
"4,950000000000000e+2","-1,370193621392070e-2","1,598904846323130e-1","1,559906003009650e-1","1,457326232135520e-1","1,809544711491090e-1","1,873807945896470e-1","1,968103386410660e-1","2,026638792999120e-1","1,856889795527930e-1","1,865722714434080e-1","2,216688431546750e-1","1,861192686704870e-1","2,216781053862110e-1","2,276068098798490e-1","2,250803546522790e-1","2,362302443101340e-1","2,592648815376640e-1","2,684085147096880e-1","2,575639078665110e-1","3,536171875908770e-1","3,434288593668690e-1","3,461344314332090e-1","2,571576521724990e-1","2,541172109649310e-1","2,511861045397610e-1"
"4,960000000000000e+2","-1,353967024233320e-2","1,562688937790880e-1","1,523516364837210e-1","1,425091076132170e-1","1,770863816727580e-1","1,831848927727170e-1","1,923074566415830e-1","1,982223055365100e-1","1,814615361727390e-1","1,822254431376020e-1","2,168467656962800e-1","1,816914236129490e-1","2,166702052010780e-1","2,222228645570650e-1","2,198989254737570e-1","2,305453440169200e-1","2,539481414851300e-1","2,625111691457660e-1","2,520178316839290e-1","3,457878885960270e-1","3,357640304118250e-1","3,383716193634770e-1","2,515463473011220e-1","2,487391651881190e-1","2,460758812901700e-1"
"4,970000000000000e+2","-1,345848066160870e-2","1,528497649510240e-1","1,491931764709700e-1","1,393936375271200e-1","1,729225142351200e-1","1,791739707942880e-1","1,882349713781540e-1","1,936601525368730e-1","1,771150655051680e-1","1,780692114544390e-1","2,120776350379890e-1","1,773511565290050e-1","2,116640494340150e-1","2,172999750464450e-1","2,151648205815840e-1","2,254276988686160e-1","2,486369927593310e-1","2,569929428676390e-1","2,470690101949190e-1","3,382481980469210e-1","3,285870226561600e-1","3,308441635649220e-1","2,463691231957630e-1","2,437150519675050e-1","2,411572775980980e-1"
"4,980000000000000e+2","-1,320873588534900e-2","1,492270300916060e-1","1,456255538932660e-1","1,360826621435600e-1","1,693094393474140e-1","1,753683421151200e-1","1,842990033812390e-1","1,894684545264160e-1","1,731724853543230e-1","1,736701993132920e-1","2,072074739597640e-1","1,731257676165330e-1","2,068236457566170e-1","2,124382213849430e-1","2,103431002100600e-1","2,201913842452110e-1","2,437909096864910e-1","2,518991974217280e-1","2,420102006731990e-1","3,308997622933370e-1","3,211916104494700e-1","3,235296129982830e-1","2,413977733811930e-1","2,385499318103020e-1","2,365147577230480e-1"
"4,990000000000000e+2","-1,311068669436400e-2","1,458306275097880e-1","1,422506239558270e-1","1,328715789470780e-1","1,656854958244660e-1","1,717520820374950e-1","1,804408570078480e-1","1,855304583329510e-1","1,693245892220290e-1","1,697676301603290e-1","2,029183933949820e-1","1,690151663157520e-1","2,017909455971210e-1","2,076729739590930e-1","2,056458790374100e-1","2,152715848746420e-1","2,390475252761680e-1","2,469363821543430e-1","2,375376047007470e-1","3,239569673269010e-1","3,143039541558070e-1","3,165164521299140e-1","2,368141791242980e-1","2,339676308404010e-1","2,321815521473190e-1"
"5,000000000000000e+2","-1,298375559325530e-2","1,430710193848400e-1","1,391380415125390e-1","1,298066116972280e-1","1,621425645635480e-1","1,679629051172730e-1","1,767429721189470e-1","1,814627332420470e-1","1,656712920127490e-1","1,658779710693930e-1","1,985341176393180e-1","1,652569339579240e-1","1,973520718647050e-1","2,033010518085240e-1","2,014821123912410e-1","2,107541119676920e-1","2,347392202370740e-1","2,421439703788590e-1","2,330547195090830e-1","3,173388306309930e-1","3,078516047296730e-1","3,099133833130930e-1","2,322868999658420e-1","2,296591098467590e-1","2,277862864004340e-1"
