"Wavelength","Baseline","2505-1","2505-2","2505-3","0106-1","0106-2","0106-3"
"4,930000000000000e+2","-2,898000000000000e-2","6,777500000000000e-2","9,775500000000000e-2","6,588600000000000e-2","8,380700000000000e-2","8,042400000000000e-2","7,234400000000000e-2"
"4,940000000000000e+2","-2,885000000000000e-2","6,578900000000000e-2","9,527600000000000e-2","6,413500000000000e-2","8,125000000000000e-2","7,811900000000000e-2","6,992300000000000e-2"
"4,950000000000000e+2","-2,875000000000000e-2","6,391300000000000e-2","9,279500000000000e-2","6,227400000000000e-2","7,876500000000000e-2","7,542100000000000e-2","6,722400000000001e-2"
"4,960000000000000e+2","-2,866000000000000e-2","6,182300000000000e-2","9,054500000000000e-2","6,042800000000000e-2","7,645900000000000e-2","7,306200000000000e-2","6,504200000000000e-2"
"4,970000000000000e+2","-2,866000000000000e-2","6,006400000000000e-2","8,828700000000000e-2","5,859200000000000e-2","7,396900000000000e-2","7,060800000000001e-2","6,268600000000001e-2"
"4,980000000000000e+2","-2,830000000000000e-2","5,776700000000000e-2","8,529100000000000e-2","5,636600000000000e-2","7,102200000000000e-2","6,804499999999999e-2","6,012800000000000e-2"
"4,990000000000000e+2","-2,837000000000000e-2","5,588400000000000e-2","8,271100000000000e-2","5,475600000000000e-2","6,861800000000000e-2","6,579400000000001e-2","5,768400000000000e-2"
"5,000000000000000e+2","-2,791000000000000e-2","5,415100000000000e-2","8,010600000000000e-2","5,296800000000000e-2","6,619700000000001e-2","6,287200000000000e-2","5,500600000000000e-2"
"5,010000000000000e+2","-2,792000000000000e-2","5,196900000000000e-2","7,756700000000000e-2","5,100600000000000e-2","6,359099999999999e-2","6,089900000000000e-2","5,276400000000000e-2"
"5,020000000000000e+2","-2,773000000000000e-2","4,988000000000000e-2","7,504300000000000e-2","4,900900000000000e-2","6,123800000000000e-2","5,833900000000000e-2","5,033700000000000e-2"
"5,030000000000000e+2","-2,702000000000000e-2","4,742400000000000e-2","7,184000000000000e-2","4,659500000000000e-2","5,835800000000000e-2","5,550000000000000e-2","4,739100000000000e-2"
"5,040000000000000e+2","-2,672000000000000e-2","4,537800000000000e-2","6,937100000000000e-2","4,473400000000000e-2","5,602900000000000e-2","5,311000000000000e-2","4,553400000000000e-2"
"5,050000000000000e+2","-2,649000000000000e-2","4,361900000000000e-2","6,703000000000001e-2","4,291000000000000e-2","5,392600000000000e-2","5,125600000000000e-2","4,352100000000000e-2"
"5,060000000000000e+2","-2,670000000000000e-2","4,236100000000000e-2","6,536300000000001e-2","4,179300000000000e-2","5,236700000000000e-2","4,996400000000000e-2","4,215300000000000e-2"
"5,070000000000000e+2","-2,631000000000000e-2","4,033000000000000e-2","6,303800000000000e-2","4,014600000000000e-2","5,034600000000000e-2","4,771000000000000e-2","4,007000000000000e-2"
"5,080000000000000e+2","-2,600000000000000e-2","3,887800000000000e-2","6,090100000000000e-2","3,856500000000000e-2","4,836600000000000e-2","4,581800000000000e-2","3,814800000000000e-2"
"5,090000000000000e+2","-2,591000000000000e-2","3,733200000000000e-2","5,914000000000000e-2","3,729300000000000e-2","4,665600000000000e-2","4,438200000000000e-2","3,661500000000000e-2"
"5,100000000000000e+2","-2,599000000000000e-2","3,607800000000000e-2","5,746000000000000e-2","3,617200000000000e-2","4,508200000000000e-2","4,288300000000000e-2","3,521600000000000e-2"
"5,110000000000000e+2","-2,591000000000000e-2","3,496700000000000e-2","5,570600000000000e-2","3,493200000000000e-2","4,355000000000000e-2","4,148900000000000e-2","3,364300000000000e-2"
"5,120000000000000e+2","-2,574000000000000e-2","3,345900000000000e-2","5,402600000000000e-2","3,371500000000000e-2","4,198300000000000e-2","3,986900000000000e-2","3,255100000000000e-2"
"5,130000000000000e+2","-2,568000000000000e-2","3,239900000000000e-2","5,248100000000000e-2","3,247300000000000e-2","4,068700000000000e-2","3,880600000000000e-2","3,131300000000000e-2"
"5,140000000000000e+2","-2,545000000000000e-2","3,095400000000000e-2","5,040600000000000e-2","3,126800000000000e-2","3,912200000000000e-2","3,725800000000000e-2","2,986800000000000e-2"
"5,150000000000000e+2","-2,522000000000000e-2","2,953800000000000e-2","4,891100000000000e-2","3,001200000000000e-2","3,784700000000000e-2","3,573200000000000e-2","2,856400000000000e-2"
"5,160000000000000e+2","-2,505000000000000e-2","2,845000000000000e-2","4,758200000000000e-2","2,887700000000000e-2","3,655000000000000e-2","3,469100000000000e-2","2,720200000000000e-2"
"5,170000000000000e+2","-2,504000000000000e-2","2,754600000000000e-2","4,638100000000000e-2","2,801300000000000e-2","3,558600000000000e-2","3,363900000000000e-2","2,645100000000000e-2"
"5,180000000000000e+2","-2,466000000000000e-2","2,619200000000000e-2","4,496900000000000e-2","2,676600000000000e-2","3,411200000000000e-2","3,243800000000000e-2","2,490700000000000e-2"
"5,190000000000000e+2","-2,483000000000000e-2","2,543700000000000e-2","4,389200000000000e-2","2,632400000000000e-2","3,334200000000000e-2","3,180200000000000e-2","2,443600000000000e-2"
"5,200000000000000e+2","-2,453000000000000e-2","2,425900000000000e-2","4,276900000000000e-2","2,517100000000000e-2","3,245500000000000e-2","3,071100000000000e-2","2,335800000000000e-2"
"5,210000000000000e+2","-2,437000000000000e-2","2,334300000000000e-2","4,132400000000000e-2","2,427300000000000e-2","3,140300000000000e-2","2,977900000000000e-2","2,238300000000000e-2"
"5,220000000000000e+2","-2,437000000000000e-2","2,274800000000000e-2","4,064800000000000e-2","2,362600000000000e-2","3,060900000000000e-2","2,927000000000000e-2","2,157400000000000e-2"
"5,230000000000000e+2","-2,417000000000000e-2","2,184700000000000e-2","3,947500000000000e-2","2,276100000000000e-2","2,956600000000000e-2","2,829800000000000e-2","2,084200000000000e-2"
"5,240000000000000e+2","-2,425000000000000e-2","2,111500000000000e-2","3,864900000000000e-2","2,222000000000000e-2","2,902600000000000e-2","2,798700000000000e-2","2,014600000000000e-2"
"5,250000000000000e+2","-2,373000000000000e-2","1,987500000000000e-2","3,761400000000000e-2","2,104800000000000e-2","2,779600000000000e-2","2,665800000000000e-2","1,912900000000000e-2"
"5,260000000000000e+2","-2,380000000000000e-2","1,944200000000000e-2","3,688100000000000e-2","2,062000000000000e-2","2,726600000000000e-2","2,617900000000000e-2","1,868600000000000e-2"
"5,270000000000000e+2","-2,364000000000000e-2","1,863900000000000e-2","3,600000000000000e-2","1,967700000000000e-2","2,657200000000000e-2","2,552200000000000e-2","1,803600000000000e-2"
"5,280000000000000e+2","-2,333000000000000e-2","1,769500000000000e-2","3,520200000000000e-2","1,893000000000000e-2","2,573700000000000e-2","2,468600000000000e-2","1,721400000000000e-2"
"5,290000000000000e+2","-2,353000000000000e-2","1,744700000000000e-2","3,472200000000000e-2","1,860800000000000e-2","2,543000000000000e-2","2,448500000000000e-2","1,710100000000000e-2"
"5,300000000000000e+2","-2,327000000000000e-2","1,672500000000000e-2","3,378200000000000e-2","1,816100000000000e-2","2,463700000000000e-2","2,397100000000000e-2","1,634100000000000e-2"
"5,310000000000000e+2","-2,300000000000000e-2","1,635700000000000e-2","3,310100000000000e-2","1,735300000000000e-2","2,420900000000000e-2","2,342100000000000e-2","1,583300000000000e-2"
"5,320000000000000e+2","-2,295000000000000e-2","1,582000000000000e-2","3,258200000000000e-2","1,707700000000000e-2","2,377900000000000e-2","2,318500000000000e-2","1,548500000000000e-2"
"5,330000000000000e+2","-2,279000000000000e-2","1,548400000000000e-2","3,216900000000000e-2","1,662000000000000e-2","2,331700000000000e-2","2,244100000000000e-2","1,510900000000000e-2"
"5,340000000000000e+2","-2,278000000000000e-2","1,510000000000000e-2","3,165500000000000e-2","1,622000000000000e-2","2,312300000000000e-2","2,229000000000000e-2","1,474700000000000e-2"
"5,350000000000000e+2","-2,261000000000000e-2","1,466600000000000e-2","3,123000000000000e-2","1,602600000000000e-2","2,248000000000000e-2","2,151700000000000e-2","1,416900000000000e-2"
"5,360000000000000e+2","-2,251000000000000e-2","1,416100000000000e-2","3,077000000000000e-2","1,552700000000000e-2","2,217600000000000e-2","2,165600000000000e-2","1,398300000000000e-2"
"5,370000000000000e+2","-2,224000000000000e-2","1,371800000000000e-2","2,983300000000000e-2","1,499200000000000e-2","2,173400000000000e-2","2,093300000000000e-2","1,339200000000000e-2"
"5,380000000000000e+2","-2,213000000000000e-2","1,318400000000000e-2","2,955900000000000e-2","1,479400000000000e-2","2,108800000000000e-2","2,059100000000000e-2","1,311300000000000e-2"
"5,390000000000000e+2","-2,209000000000000e-2","1,287300000000000e-2","2,913800000000000e-2","1,452200000000000e-2","2,085900000000000e-2","2,014300000000000e-2","1,272100000000000e-2"
"5,400000000000000e+2","-2,196000000000000e-2","1,243100000000000e-2","2,868900000000000e-2","1,404300000000000e-2","2,061100000000000e-2","2,000900000000000e-2","1,230400000000000e-2"
"5,410000000000000e+2","-2,173000000000000e-2","1,176600000000000e-2","2,807900000000000e-2","1,350600000000000e-2","1,999200000000000e-2","1,954500000000000e-2","1,217300000000000e-2"
"5,420000000000000e+2","-2,162000000000000e-2","1,139600000000000e-2","2,753000000000000e-2","1,315400000000000e-2","1,957400000000000e-2","1,926600000000000e-2","1,156100000000000e-2"
"5,430000000000000e+2","-2,164000000000000e-2","1,115200000000000e-2","2,732100000000000e-2","1,282000000000000e-2","1,936500000000000e-2","1,921900000000000e-2","1,161700000000000e-2"
"5,440000000000000e+2","-2,145000000000000e-2","1,088400000000000e-2","2,674600000000000e-2","1,262700000000000e-2","1,913400000000000e-2","1,861100000000000e-2","1,128300000000000e-2"
"5,450000000000000e+2","-2,125000000000000e-2","1,068200000000000e-2","2,629300000000000e-2","1,217800000000000e-2","1,874100000000000e-2","1,830000000000000e-2","1,086300000000000e-2"
"5,460000000000000e+2","-2,126000000000000e-2","1,032700000000000e-2","2,613500000000000e-2","1,199500000000000e-2","1,863600000000000e-2","1,819100000000000e-2","1,077700000000000e-2"
"5,470000000000000e+2","-2,102000000000000e-2","9,847000000000000e-3","2,589800000000000e-2","1,177300000000000e-2","1,838300000000000e-2","1,788800000000000e-2","1,068100000000000e-2"
"5,480000000000000e+2","-2,097000000000000e-2","9,864000000000000e-3","2,554100000000000e-2","1,142000000000000e-2","1,827400000000000e-2","1,780200000000000e-2","1,023000000000000e-2"
"5,490000000000000e+2","-2,077000000000000e-2","9,448000000000000e-3","2,513700000000000e-2","1,142500000000000e-2","1,791900000000000e-2","1,752900000000000e-2","1,027200000000000e-2"
"5,500000000000000e+2","-2,042000000000000e-2","9,042000000000000e-3","2,475200000000000e-2","1,089600000000000e-2","1,750400000000000e-2","1,739300000000000e-2","9,625999999999998e-3"
"5,510000000000000e+2","-2,064000000000000e-2","9,456000000000002e-3","2,485900000000000e-2","1,122200000000000e-2","1,776300000000000e-2","1,753800000000000e-2","9,766000000000000e-3"
"5,520000000000000e+2","-2,025000000000000e-2","8,925000000000000e-3","2,447100000000000e-2","1,061000000000000e-2","1,736000000000000e-2","1,713500000000000e-2","9,368000000000000e-3"
"5,530000000000000e+2","-2,028000000000000e-2","8,965000000000000e-3","2,459600000000000e-2","1,082200000000000e-2","1,743600000000000e-2","1,750800000000000e-2","9,622000000000000e-3"
"5,540000000000000e+2","-1,997000000000000e-2","8,687000000000000e-3","2,428700000000000e-2","1,056900000000000e-2","1,708300000000000e-2","1,716800000000000e-2","9,540000000000000e-3"
"5,550000000000000e+2","-2,006000000000000e-2","8,918000000000000e-3","2,434400000000000e-2","1,079100000000000e-2","1,718200000000000e-2","1,732100000000000e-2","9,492000000000000e-3"
"5,560000000000000e+2","-1,993000000000000e-2","8,903000000000000e-3","2,415800000000000e-2","1,079700000000000e-2","1,726600000000000e-2","1,713300000000000e-2","9,817000000000000e-3"
"5,570000000000000e+2","-1,974000000000000e-2","8,896000000000000e-3","2,423400000000000e-2","1,050300000000000e-2","1,722700000000000e-2","1,730900000000000e-2","9,481000000000000e-3"
"5,580000000000000e+2","-1,941000000000000e-2","8,486000000000000e-3","2,393700000000000e-2","1,043200000000000e-2","1,702700000000000e-2","1,688000000000000e-2","9,155000000000000e-3"
"5,590000000000000e+2","-1,945000000000000e-2","8,523000000000000e-3","2,396100000000000e-2","1,065600000000000e-2","1,753500000000000e-2","1,727800000000000e-2","9,597000000000000e-3"
"5,600000000000000e+2","-1,941000000000000e-2","8,751000000000000e-3","2,416300000000000e-2","1,073500000000000e-2","1,746000000000000e-2","1,727900000000000e-2","9,827000000000000e-3"
"5,610000000000000e+2","-1,928000000000000e-2","8,743000000000000e-3","2,430400000000000e-2","1,095600000000000e-2","1,744500000000000e-2","1,769600000000000e-2","9,746000000000000e-3"
"5,620000000000000e+2","-1,911000000000000e-2","9,108000000000000e-3","2,462700000000000e-2","1,086800000000000e-2","1,791400000000000e-2","1,768500000000000e-2","9,908000000000000e-3"
"5,630000000000000e+2","-1,890000000000000e-2","8,924000000000000e-3","2,437100000000000e-2","1,081800000000000e-2","1,774900000000000e-2","1,784500000000000e-2","1,003400000000000e-2"
"5,640000000000000e+2","-1,874000000000000e-2","9,043000000000000e-3","2,476100000000000e-2","1,085300000000000e-2","1,792000000000000e-2","1,769100000000000e-2","9,977000000000000e-3"
"5,650000000000000e+2","-1,865000000000000e-2","9,039000000000000e-3","2,459700000000000e-2","1,092800000000000e-2","1,805100000000000e-2","1,821300000000000e-2","1,017900000000000e-2"
"5,660000000000000e+2","-1,861000000000000e-2","9,363000000000000e-3","2,497100000000000e-2","1,132800000000000e-2","1,826900000000000e-2","1,847400000000000e-2","1,053600000000000e-2"
"5,670000000000000e+2","-1,844000000000000e-2","9,429000000000000e-3","2,498000000000000e-2","1,117200000000000e-2","1,827800000000000e-2","1,846700000000000e-2","1,057900000000000e-2"
"5,680000000000000e+2","-1,840000000000000e-2","9,508000000000002e-3","2,521000000000000e-2","1,143200000000000e-2","1,854900000000000e-2","1,867700000000000e-2","1,079300000000000e-2"
"5,690000000000000e+2","-1,825000000000000e-2","9,656000000000000e-3","2,508800000000000e-2","1,145200000000000e-2","1,878900000000000e-2","1,882400000000000e-2","1,097900000000000e-2"
"5,700000000000000e+2","-1,806000000000000e-2","9,472000000000000e-3","2,527000000000000e-2","1,158200000000000e-2","1,897800000000000e-2","1,902200000000000e-2","1,112600000000000e-2"
"5,710000000000000e+2","-1,801000000000000e-2","9,894000000000000e-3","2,535600000000000e-2","1,162800000000000e-2","1,926100000000000e-2","1,914900000000000e-2","1,117700000000000e-2"
"5,720000000000000e+2","-1,782000000000000e-2","9,887000000000000e-3","2,552700000000000e-2","1,181200000000000e-2","1,932600000000000e-2","1,934000000000000e-2","1,149000000000000e-2"
"5,730000000000000e+2","-1,758000000000000e-2","9,645000000000000e-3","2,517800000000000e-2","1,167900000000000e-2","1,910900000000000e-2","1,936000000000000e-2","1,153100000000000e-2"
"5,740000000000000e+2","-1,748000000000000e-2","9,599000000000000e-3","2,515200000000000e-2","1,173100000000000e-2","1,923300000000000e-2","1,945100000000000e-2","1,149500000000000e-2"
"5,750000000000000e+2","-1,742000000000000e-2","9,846000000000000e-3","2,554100000000000e-2","1,187900000000000e-2","1,944100000000000e-2","1,938900000000000e-2","1,184000000000000e-2"
"5,760000000000000e+2","-1,725000000000000e-2","9,930000000000000e-3","2,548900000000000e-2","1,182300000000000e-2","1,961700000000000e-2","1,973200000000000e-2","1,192400000000000e-2"
"5,770000000000000e+2","-1,722000000000000e-2","1,029000000000000e-2","2,579100000000000e-2","1,211000000000000e-2","1,969800000000000e-2","1,990900000000000e-2","1,203900000000000e-2"
"5,780000000000000e+2","-1,715000000000000e-2","1,027200000000000e-2","2,556600000000000e-2","1,217100000000000e-2","1,993200000000000e-2","1,974700000000000e-2","1,206000000000000e-2"
"5,790000000000000e+2","-1,703000000000000e-2","1,026700000000000e-2","2,581100000000000e-2","1,220000000000000e-2","2,003900000000000e-2","2,008000000000000e-2","1,212600000000000e-2"
"5,800000000000000e+2","-1,692000000000000e-2","1,022000000000000e-2","2,544200000000000e-2","1,212800000000000e-2","1,995700000000000e-2","2,002400000000000e-2","1,221100000000000e-2"
"5,810000000000000e+2","-1,666000000000000e-2","1,017700000000000e-2","2,542800000000000e-2","1,221200000000000e-2","1,976200000000000e-2","1,976200000000000e-2","1,211400000000000e-2"
"5,820000000000000e+2","-1,664000000000000e-2","1,001300000000000e-2","2,525900000000000e-2","1,220700000000000e-2","1,971800000000000e-2","2,003200000000000e-2","1,220100000000000e-2"
"5,830000000000000e+2","-1,640000000000000e-2","1,005400000000000e-2","2,525900000000000e-2","1,197000000000000e-2","1,972900000000000e-2","1,970700000000000e-2","1,194700000000000e-2"
"5,840000000000000e+2","-1,634000000000000e-2","9,917000000000000e-3","2,518400000000000e-2","1,178000000000000e-2","1,960800000000000e-2","1,976000000000000e-2","1,192700000000000e-2"
"5,850000000000000e+2","-1,615000000000000e-2","9,784000000000000e-3","2,473500000000000e-2","1,169700000000000e-2","1,953800000000000e-2","1,950600000000000e-2","1,185700000000000e-2"
"5,860000000000000e+2","-1,600000000000000e-2","9,614000000000000e-3","2,461600000000000e-2","1,155200000000000e-2","1,934000000000000e-2","1,932800000000000e-2","1,170400000000000e-2"
"5,870000000000000e+2","-1,581000000000000e-2","9,468000000000000e-3","2,447800000000000e-2","1,145600000000000e-2","1,926500000000000e-2","1,922100000000000e-2","1,128900000000000e-2"
"5,880000000000000e+2","-1,570000000000000e-2","9,424000000000000e-3","2,317300000000000e-2","1,133500000000000e-2","1,887000000000000e-2","1,921700000000000e-2","1,158900000000000e-2"
"5,890000000000000e+2","-1,559000000000000e-2","9,206000000000000e-3","2,422700000000000e-2","1,120900000000000e-2","1,896300000000000e-2","1,904000000000000e-2","1,116600000000000e-2"
"5,900000000000000e+2","-1,550000000000000e-2","9,217000000000000e-3","2,430700000000000e-2","1,121300000000000e-2","1,897900000000000e-2","1,906900000000000e-2","1,122000000000000e-2"
"5,910000000000000e+2","-1,543000000000000e-2","9,453000000000000e-3","2,421400000000000e-2","1,125800000000000e-2","1,894300000000000e-2","1,917900000000000e-2","1,125200000000000e-2"
"5,920000000000000e+2","-1,533000000000000e-2","9,402000000000000e-3","2,429800000000000e-2","1,150000000000000e-2","1,885100000000000e-2","1,901700000000000e-2","1,112500000000000e-2"
"5,930000000000000e+2","-1,519000000000000e-2","9,210000000000000e-3","2,441100000000000e-2","1,148400000000000e-2","1,900000000000000e-2","1,902300000000000e-2","1,107100000000000e-2"
"5,940000000000000e+2","-1,502000000000000e-2","9,309000000000000e-3","2,444800000000000e-2","1,141100000000000e-2","1,885500000000000e-2","1,894500000000000e-2","1,111000000000000e-2"
"5,950000000000000e+2","-1,496000000000000e-2","9,403000000000000e-3","2,438900000000000e-2","1,161500000000000e-2","1,896800000000000e-2","1,909700000000000e-2","1,145700000000000e-2"
"5,960000000000000e+2","-1,498000000000000e-2","9,837000000000000e-3","2,469400000000000e-2","1,177000000000000e-2","1,928400000000000e-2","1,944800000000000e-2","1,174700000000000e-2"
"5,970000000000000e+2","-1,495000000000000e-2","1,018200000000000e-2","2,512600000000000e-2","1,207100000000000e-2","1,958400000000000e-2","1,966600000000000e-2","1,212000000000000e-2"
"5,980000000000000e+2","-1,467000000000000e-2","1,005000000000000e-2","2,513600000000000e-2","1,191000000000000e-2","1,962500000000000e-2","1,985900000000000e-2","1,192000000000000e-2"
"5,990000000000000e+2","-1,477000000000000e-2","1,055100000000000e-2","2,536700000000000e-2","1,261700000000000e-2","2,010000000000000e-2","2,017300000000000e-2","1,251000000000000e-2"
"6,000000000000000e+2","-1,428000000000000e-2","1,061400000000000e-2","2,541500000000000e-2","1,221800000000000e-2","1,995200000000000e-2","2,032200000000000e-2","1,254600000000000e-2"
"6,010000000000000e+2","-1,411000000000000e-2","1,089000000000000e-2","2,581900000000000e-2","1,274000000000000e-2","2,041600000000000e-2","2,047400000000000e-2","1,272700000000000e-2"
"6,020000000000000e+2","-1,410000000000000e-2","1,132700000000000e-2","2,641400000000000e-2","1,338600000000000e-2","2,072000000000000e-2","2,106300000000000e-2","1,327800000000000e-2"
"6,030000000000000e+2","-1,404000000000000e-2","1,160300000000000e-2","2,693000000000000e-2","1,361400000000000e-2","2,112400000000000e-2","2,136100000000000e-2","1,341100000000000e-2"
"6,040000000000000e+2","-1,380000000000000e-2","1,176800000000000e-2","2,719700000000000e-2","1,365500000000000e-2","2,132200000000000e-2","2,176300000000000e-2","1,372200000000000e-2"
"6,050000000000000e+2","-1,374000000000000e-2","1,218100000000000e-2","2,767900000000000e-2","1,423800000000000e-2","2,173400000000000e-2","2,200100000000000e-2","1,405500000000000e-2"
"6,060000000000000e+2","-1,367000000000000e-2","1,243200000000000e-2","2,785400000000000e-2","1,447500000000000e-2","2,203400000000000e-2","2,228300000000000e-2","1,445400000000000e-2"
"6,070000000000000e+2","-1,343000000000000e-2","1,266600000000000e-2","2,806500000000000e-2","1,458200000000000e-2","2,222500000000000e-2","2,265400000000000e-2","1,467600000000000e-2"
"6,080000000000000e+2","-1,333000000000000e-2","1,300700000000000e-2","2,844500000000000e-2","1,458500000000000e-2","2,284200000000000e-2","2,278100000000000e-2","1,498400000000000e-2"
"6,090000000000000e+2","-1,321000000000000e-2","1,303200000000000e-2","2,858600000000000e-2","1,495400000000000e-2","2,303200000000000e-2","2,300000000000000e-2","1,522200000000000e-2"
"6,100000000000000e+2","-1,276000000000000e-2","1,281400000000000e-2","2,855100000000000e-2","1,477100000000000e-2","2,294700000000000e-2","2,279200000000000e-2","1,506200000000000e-2"
"6,110000000000000e+2","-1,270000000000000e-2","1,335500000000000e-2","2,878000000000000e-2","1,501300000000000e-2","2,313800000000000e-2","2,324300000000000e-2","1,526500000000000e-2"
"6,120000000000000e+2","-1,259000000000000e-2","1,342100000000000e-2","2,877700000000000e-2","1,530000000000000e-2","2,335200000000000e-2","2,339600000000000e-2","1,550300000000000e-2"
"6,130000000000000e+2","-1,261000000000000e-2","1,382300000000000e-2","2,904300000000000e-2","1,551100000000000e-2","2,363800000000000e-2","2,380900000000000e-2","1,581800000000000e-2"
"6,140000000000000e+2","-1,233000000000000e-2","1,380500000000000e-2","2,912100000000000e-2","1,524700000000000e-2","2,356600000000000e-2","2,378900000000000e-2","1,583400000000000e-2"
"6,150000000000000e+2","-1,213000000000000e-2","1,394300000000000e-2","2,914800000000000e-2","1,559400000000000e-2","2,351100000000000e-2","2,412600000000000e-2","1,569600000000000e-2"
"6,160000000000000e+2","-1,201000000000000e-2","1,384600000000000e-2","2,935000000000000e-2","1,562600000000000e-2","2,377300000000000e-2","2,410800000000000e-2","1,608900000000000e-2"
"6,170000000000000e+2","-1,194000000000000e-2","1,388900000000000e-2","2,933700000000000e-2","1,555400000000000e-2","2,373400000000000e-2","2,419500000000000e-2","1,584300000000000e-2"
"6,180000000000000e+2","-1,142000000000000e-2","1,353600000000000e-2","2,903000000000000e-2","1,532900000000000e-2","2,355700000000000e-2","2,396700000000000e-2","1,566900000000000e-2"
"6,190000000000000e+2","-1,133000000000000e-2","1,343700000000000e-2","2,898200000000000e-2","1,526100000000000e-2","2,340700000000000e-2","2,402800000000000e-2","1,588600000000000e-2"
"6,200000000000000e+2","-1,142000000000000e-2","1,354800000000000e-2","2,884800000000000e-2","1,565300000000000e-2","2,368200000000000e-2","2,418200000000000e-2","1,614100000000000e-2"
"6,210000000000000e+2","-1,112000000000000e-2","1,330300000000000e-2","2,874800000000000e-2","1,512000000000000e-2","2,375900000000000e-2","2,389600000000000e-2","1,575200000000000e-2"
"6,220000000000000e+2","-1,077000000000000e-2","1,302700000000000e-2","2,842800000000000e-2","1,504000000000000e-2","2,346800000000000e-2","2,366100000000000e-2","1,585500000000000e-2"
"6,230000000000000e+2","-1,061000000000000e-2","1,306100000000000e-2","2,832000000000000e-2","1,482900000000000e-2","2,331400000000000e-2","2,372300000000000e-2","1,566600000000000e-2"
"6,240000000000000e+2","-1,077000000000000e-2","1,292500000000000e-2","2,841500000000000e-2","1,497500000000000e-2","2,370600000000000e-2","2,394900000000000e-2","1,560300000000000e-2"
"6,250000000000000e+2","-1,022000000000000e-2","1,258500000000000e-2","2,768900000000000e-2","1,436100000000000e-2","2,295800000000000e-2","2,333900000000000e-2","1,532500000000000e-2"
"6,260000000000000e+2","-1,019000000000000e-2","1,263600000000000e-2","2,752100000000000e-2","1,434900000000000e-2","2,306600000000000e-2","2,331900000000000e-2","1,506600000000000e-2"
"6,270000000000000e+2","-9,800000000000000e-3","1,216100000000000e-2","2,743500000000000e-2","1,398500000000000e-2","2,273800000000000e-2","2,300500000000000e-2","1,464900000000000e-2"
"6,280000000000000e+2","-9,710000000000000e-3","1,207600000000000e-2","2,703500000000000e-2","1,413500000000000e-2","2,260300000000000e-2","2,291600000000000e-2","1,479100000000000e-2"
"6,290000000000000e+2","-9,620000000000000e-3","1,172000000000000e-2","2,708000000000000e-2","1,382400000000000e-2","2,242800000000000e-2","2,298300000000000e-2","1,452100000000000e-2"
"6,300000000000000e+2","-9,370000000000000e-3","1,151000000000000e-2","2,676300000000000e-2","1,366600000000000e-2","2,211800000000000e-2","2,246400000000000e-2","1,432500000000000e-2"
"6,310000000000000e+2","-9,280000000000000e-3","1,142600000000000e-2","2,669500000000000e-2","1,355200000000000e-2","2,213800000000000e-2","2,260800000000000e-2","1,438300000000000e-2"
"6,320000000000000e+2","-8,940000000000000e-3","1,124000000000000e-2","2,640100000000000e-2","1,322300000000000e-2","2,195400000000000e-2","2,228800000000000e-2","1,407800000000000e-2"
"6,330000000000000e+2","-8,820000000000000e-3","1,102200000000000e-2","2,642200000000000e-2","1,345600000000000e-2","2,173900000000000e-2","2,228300000000000e-2","1,411800000000000e-2"
"6,340000000000000e+2","-8,650000000000000e-3","1,100200000000000e-2","2,619600000000000e-2","1,350700000000000e-2","2,163000000000000e-2","2,184900000000000e-2","1,405800000000000e-2"
"6,350000000000000e+2","-8,320000000000000e-3","1,097000000000000e-2","2,601800000000000e-2","1,313200000000000e-2","2,149300000000000e-2","2,199000000000000e-2","1,370300000000000e-2"
"6,360000000000000e+2","-8,109999999999998e-3","1,112700000000000e-2","2,587100000000000e-2","1,344900000000000e-2","2,137400000000000e-2","2,194200000000000e-2","1,375600000000000e-2"
"6,370000000000000e+2","-8,100000000000000e-3","1,135300000000000e-2","2,624900000000000e-2","1,378000000000000e-2","2,142900000000000e-2","2,211700000000000e-2","1,378400000000000e-2"
"6,380000000000000e+2","-7,860000000000000e-3","1,123900000000000e-2","2,649900000000000e-2","1,372100000000000e-2","2,166200000000000e-2","2,226600000000000e-2","1,385400000000000e-2"
"6,390000000000000e+2","-7,890000000000000e-3","1,192400000000000e-2","2,707100000000000e-2","1,430500000000000e-2","2,241300000000000e-2","2,258400000000000e-2","1,446500000000000e-2"
"6,400000000000000e+2","-7,750000000000000e-3","1,232700000000000e-2","2,747600000000000e-2","1,479400000000000e-2","2,255700000000000e-2","2,322000000000000e-2","1,465800000000000e-2"
"6,410000000000000e+2","-7,410000000000000e-3","1,260300000000000e-2","2,785200000000000e-2","1,493200000000000e-2","2,286400000000000e-2","2,338000000000000e-2","1,505400000000000e-2"
"6,420000000000000e+2","-7,370000000000000e-3","1,307000000000000e-2","2,863000000000000e-2","1,557400000000000e-2","2,347500000000000e-2","2,404900000000000e-2","1,570600000000000e-2"
"6,430000000000000e+2","-7,170000000000000e-3","1,365900000000000e-2","2,942600000000000e-2","1,623200000000000e-2","2,421300000000000e-2","2,473700000000000e-2","1,648400000000000e-2"
"6,440000000000000e+2","-6,930000000000000e-3","1,415200000000000e-2","3,014600000000000e-2","1,674400000000000e-2","2,471800000000000e-2","2,540000000000000e-2","1,708400000000000e-2"
"6,450000000000000e+2","-6,750000000000000e-3","1,510000000000000e-2","3,108300000000000e-2","1,772700000000000e-2","2,580900000000000e-2","2,628100000000000e-2","1,795800000000000e-2"
