"Wavelength","Baseline","2505-1","2505-2","2505-3","0106-1","0106-2","0106-3"
"6,460000000000000e+2","-6,580000000000000e-3","1,609300000000000e-2","3,223600000000000e-2","1,868900000000000e-2","2,697600000000000e-2","2,718000000000000e-2","1,897600000000000e-2"
"6,470000000000000e+2","-6,289999999999999e-3","1,738600000000000e-2","3,353100000000000e-2","1,973000000000000e-2","2,789900000000000e-2","2,846100000000000e-2","1,999800000000000e-2"
"6,480000000000000e+2","-6,230000000000000e-3","1,891800000000000e-2","3,549000000000000e-2","2,114000000000000e-2","2,971900000000000e-2","3,032300000000000e-2","2,165100000000000e-2"
"6,490000000000000e+2","-6,100000000000000e-3","2,072000000000000e-2","3,769300000000000e-2","2,295900000000000e-2","3,158500000000000e-2","3,208700000000000e-2","2,343300000000000e-2"
"6,500000000000000e+2","-5,920000000000000e-3","2,263900000000000e-2","4,003500000000000e-2","2,504900000000000e-2","3,380200000000000e-2","3,415300000000000e-2","2,552400000000000e-2"
"6,510000000000000e+2","-5,600000000000000e-3","2,489600000000000e-2","4,294000000000000e-2","2,703400000000000e-2","3,605700000000000e-2","3,657100000000000e-2","2,768900000000000e-2"
"6,520000000000000e+2","-5,610000000000001e-3","2,786200000000000e-2","4,632400000000000e-2","2,997900000000000e-2","3,914900000000000e-2","3,956300000000000e-2","3,080500000000000e-2"
"6,530000000000000e+2","-5,210000000000000e-3","3,059500000000000e-2","4,972900000000000e-2","3,238800000000000e-2","4,205500000000000e-2","4,243800000000000e-2","3,355000000000000e-2"
"6,540000000000000e+2","-5,050000000000000e-3","3,329100000000000e-2","5,295900000000000e-2","3,515700000000000e-2","4,517100000000000e-2","4,536800000000000e-2","3,642400000000000e-2"
"6,550000000000000e+2","-4,910000000000000e-3","3,640900000000000e-2","5,710600000000000e-2","3,808200000000000e-2","4,832600000000000e-2","4,841100000000000e-2","3,966100000000000e-2"
"6,560000000000000e+2","-4,850000000000000e-3","3,942900000000000e-2","6,029100000000000e-2","4,113800000000000e-2","5,150100000000000e-2","5,166800000000000e-2","4,272000000000000e-2"
"6,570000000000000e+2","-4,560000000000000e-3","4,215200000000000e-2","6,372899999999999e-2","4,365900000000000e-2","5,443900000000000e-2","5,437100000000000e-2","4,553100000000000e-2"
"6,580000000000000e+2","-4,410000000000000e-3","4,463300000000000e-2","6,691700000000001e-2","4,631700000000000e-2","5,724500000000000e-2","5,700400000000000e-2","4,820900000000000e-2"
"6,590000000000000e+2","-4,110000000000000e-3","4,706600000000000e-2","6,985800000000000e-2","4,838800000000000e-2","5,962700000000000e-2","5,943700000000000e-2","5,050300000000000e-2"
"6,600000000000000e+2","-4,030000000000000e-3","4,903000000000000e-2","7,237500000000000e-2","5,040700000000000e-2","6,204800000000000e-2","6,174100000000000e-2","5,246700000000000e-2"
"6,610000000000000e+2","-3,860000000000000e-3","5,046900000000000e-2","7,426700000000000e-2","5,187800000000000e-2","6,344500000000000e-2","6,319400000000000e-2","5,407700000000000e-2"
"6,620000000000000e+2","-3,520000000000000e-3","5,144300000000000e-2","7,515600000000000e-2","5,238200000000000e-2","6,382000000000000e-2","6,377099999999999e-2","5,449500000000000e-2"
"6,630000000000000e+2","-3,620000000000000e-3","5,170200000000000e-2","7,538200000000000e-2","5,287000000000000e-2","6,442199999999999e-2","6,392900000000000e-2","5,505200000000000e-2"
"6,640000000000000e+2","-3,440000000000000e-3","5,103300000000000e-2","7,479600000000000e-2","5,213200000000000e-2","6,358600000000000e-2","6,327500000000000e-2","5,425700000000000e-2"
"6,650000000000000e+2","-3,230000000000000e-3","4,985100000000000e-2","7,285400000000000e-2","5,087200000000000e-2","6,192300000000000e-2","6,184600000000000e-2","5,263200000000000e-2"
"6,660000000000000e+2","-2,880000000000000e-3","4,798800000000000e-2","7,044400000000001e-2","4,888400000000000e-2","5,959600000000000e-2","5,950300000000000e-2","5,054600000000000e-2"
"6,670000000000000e+2","-2,620000000000000e-3","4,539900000000000e-2","6,744100000000000e-2","4,632900000000000e-2","5,702400000000000e-2","5,694900000000000e-2","4,782000000000000e-2"
"6,680000000000000e+2","-2,580000000000000e-3","4,274700000000000e-2","6,408999999999999e-2","4,375500000000000e-2","5,405500000000000e-2","5,419600000000000e-2","4,517400000000000e-2"
"6,690000000000000e+2","-2,280000000000000e-3","3,954400000000000e-2","6,043200000000000e-2","4,081000000000000e-2","5,088400000000000e-2","5,087200000000000e-2","4,229500000000000e-2"
"6,700000000000000e+2","-2,170000000000000e-3","3,660200000000000e-2","5,664300000000000e-2","3,782000000000000e-2","4,765500000000000e-2","4,761500000000000e-2","3,905500000000000e-2"
"6,710000000000000e+2","-1,900000000000000e-3","3,337900000000000e-2","5,269500000000000e-2","3,481800000000000e-2","4,424000000000000e-2","4,421400000000000e-2","3,559600000000000e-2"
"6,720000000000000e+2","-1,800000000000000e-3","3,006600000000000e-2","4,882900000000000e-2","3,160000000000000e-2","4,088400000000000e-2","4,100800000000000e-2","3,237300000000000e-2"
"6,730000000000000e+2","-1,820000000000000e-3","2,726900000000000e-2","4,518900000000000e-2","2,904200000000000e-2","3,782000000000000e-2","3,815300000000000e-2","2,940500000000000e-2"
"6,740000000000000e+2","-1,370000000000000e-3","2,412400000000000e-2","4,116400000000000e-2","2,594700000000000e-2","3,457400000000000e-2","3,480400000000000e-2","2,603000000000000e-2"
"6,750000000000000e+2","-1,220000000000000e-3","2,135400000000000e-2","3,801400000000000e-2","2,322000000000000e-2","3,168700000000000e-2","3,212100000000000e-2","2,346300000000000e-2"
"6,760000000000000e+2","-1,080000000000000e-3","1,885700000000000e-2","3,491800000000000e-2","2,078200000000000e-2","2,904300000000000e-2","2,974900000000000e-2","2,104500000000000e-2"
"6,770000000000000e+2","-6,500000000000000e-4","1,655300000000000e-2","3,204700000000000e-2","1,839600000000000e-2","2,657400000000000e-2","2,736200000000000e-2","1,872800000000000e-2"
"6,780000000000000e+2","-6,900000000000000e-4","1,498700000000000e-2","3,009800000000000e-2","1,710700000000000e-2","2,486000000000000e-2","2,572900000000000e-2","1,705900000000000e-2"
"6,790000000000000e+2","-3,900000000000000e-4","1,341200000000000e-2","2,809300000000000e-2","1,540900000000000e-2","2,324300000000000e-2","2,412000000000000e-2","1,538500000000000e-2"
"6,800000000000000e+2","-2,600000000000000e-4","1,235100000000000e-2","2,666400000000000e-2","1,419600000000000e-2","2,185200000000000e-2","2,312600000000000e-2","1,428000000000000e-2"
"6,810000000000000e+2","-2,300000000000000e-4","1,144300000000000e-2","2,545700000000000e-2","1,340800000000000e-2","2,110000000000000e-2","2,227300000000000e-2","1,343900000000000e-2"
"6,820000000000000e+2","2,390000000000000e-5","1,046600000000000e-2","2,446400000000000e-2","1,256000000000000e-2","2,008400000000000e-2","2,130200000000000e-2","1,264900000000000e-2"
"6,830000000000000e+2","2,250000000000000e-4","9,707000000000000e-3","2,340800000000000e-2","1,176500000000000e-2","1,933500000000000e-2","2,054700000000000e-2","1,186600000000000e-2"
"6,840000000000000e+2","5,470000000000000e-4","8,980000000000000e-3","2,248200000000000e-2","1,111700000000000e-2","1,864500000000000e-2","1,968900000000000e-2","1,112800000000000e-2"
"6,850000000000000e+2","5,880000000000000e-4","8,601000000000000e-3","2,190100000000000e-2","1,065700000000000e-2","1,811300000000000e-2","1,912600000000000e-2","1,059900000000000e-2"
"6,860000000000000e+2","8,210000000000000e-4","8,020000000000000e-3","2,135600000000000e-2","1,050200000000000e-2","1,744900000000000e-2","1,886800000000000e-2","1,015900000000000e-2"
"6,870000000000000e+2","7,520000000000000e-4","7,900000000000000e-3","2,128200000000000e-2","1,033300000000000e-2","1,742800000000000e-2","1,869700000000000e-2","1,015200000000000e-2"
"6,880000000000000e+2","9,890000000000000e-4","7,576000000000000e-3","2,090800000000000e-2","1,002500000000000e-2","1,700300000000000e-2","1,820900000000000e-2","9,638000000000000e-3"
"6,890000000000000e+2","1,299000000000000e-3","7,045000000000000e-3","2,043900000000000e-2","9,527000000000000e-3","1,647800000000000e-2","1,784300000000000e-2","9,280000000000000e-3"
"6,900000000000000e+2","1,255000000000000e-3","6,986000000000000e-3","2,021000000000000e-2","9,684000000000000e-3","1,644400000000000e-2","1,794100000000000e-2","9,175000000000002e-3"
"6,910000000000000e+2","1,626000000000000e-3","6,548000000000000e-3","1,980300000000000e-2","9,100000000000000e-3","1,606500000000000e-2","1,760300000000000e-2","8,884000000000000e-3"
"6,920000000000000e+2","1,920000000000000e-3","6,276999999999999e-3","1,935600000000000e-2","8,724000000000002e-3","1,593400000000000e-2","1,705900000000000e-2","8,452000000000000e-3"
"6,930000000000000e+2","2,039000000000000e-3","6,106999999999999e-3","1,894800000000000e-2","8,623000000000000e-3","1,580300000000000e-2","1,727200000000000e-2","1,004400000000000e-2"
"6,940000000000000e+2","2,173000000000000e-3","5,902000000000000e-3","1,883300000000000e-2","8,440000000000000e-3","1,561400000000000e-2","1,701100000000000e-2","8,388000000000000e-3"
"6,950000000000000e+2","2,274000000000000e-3","5,932000000000000e-3","1,888000000000000e-2","8,499000000000000e-3","1,541200000000000e-2","1,672200000000000e-2","8,172000000000000e-3"
"6,960000000000000e+2","2,678000000000000e-3","5,274000000000000e-3","1,846700000000000e-2","7,991000000000000e-3","1,492900000000000e-2","1,615600000000000e-2","7,750000000000000e-3"
"6,970000000000000e+2","2,839000000000000e-3","5,265000000000000e-3","1,824400000000000e-2","7,845000000000000e-3","1,500100000000000e-2","1,610100000000000e-2","7,498000000000000e-3"
"6,980000000000000e+2","2,978000000000000e-3","4,935000000000000e-3","1,811800000000000e-2","7,742000000000000e-3","1,465800000000000e-2","1,596000000000000e-2","7,503000000000000e-3"
"6,990000000000000e+2","3,123000000000000e-3","4,798000000000000e-3","1,791000000000000e-2","7,868000000000000e-3","1,462800000000000e-2","1,593600000000000e-2","7,271000000000000e-3"
"7,000000000000000e+2","3,155000000000000e-3","4,730000000000000e-3","1,813300000000000e-2","7,761000000000000e-3","1,460100000000000e-2","1,596500000000000e-2","7,306000000000000e-3"
"7,010000000000000e+2","3,293000000000000e-3","4,533000000000000e-3","1,803300000000000e-2","7,435000000000000e-3","1,455500000000000e-2","1,584000000000000e-2","7,227000000000000e-3"
"7,020000000000000e+2","3,612000000000000e-3","4,629999999999999e-3","1,766400000000000e-2","7,246000000000000e-3","1,414900000000000e-2","1,574400000000000e-2","6,755000000000000e-3"
"7,030000000000000e+2","3,924000000000001e-3","4,211999999999999e-3","1,766200000000000e-2","6,965000000000000e-3","1,389800000000000e-2","1,535900000000000e-2","6,939000000000000e-3"
"7,040000000000000e+2","4,231000000000000e-3","3,740000000000000e-3","1,744500000000000e-2","6,992000000000000e-3","1,373700000000000e-2","1,533400000000000e-2","6,394000000000000e-3"
"7,050000000000000e+2","4,237999999999999e-3","3,960000000000000e-3","1,736000000000000e-2","6,872000000000000e-3","1,402600000000000e-2","1,539200000000000e-2","6,337000000000000e-3"
"7,060000000000000e+2","4,764000000000000e-3","3,780000000000000e-3","1,690000000000000e-2","6,587000000000000e-3","1,347700000000000e-2","1,516300000000000e-2","6,102000000000000e-3"
"7,070000000000000e+2","4,871999999999999e-3","3,733000000000000e-3","1,700800000000000e-2","6,503000000000000e-3","1,345400000000000e-2","1,501600000000000e-2","6,169000000000000e-3"
"7,080000000000000e+2","4,904000000000000e-3","3,720000000000000e-3","1,689100000000000e-2","6,412000000000000e-3","1,365600000000000e-2","1,497500000000000e-2","6,344000000000000e-3"
"7,090000000000000e+2","5,136000000000000e-3","3,749000000000000e-3","1,682600000000000e-2","6,369000000000000e-3","1,350300000000000e-2","1,497500000000000e-2","6,458000000000000e-3"
"7,100000000000000e+2","5,398000000000000e-3","3,604000000000000e-3","1,673300000000000e-2","6,193000000000000e-3","1,340100000000000e-2","1,483900000000000e-2","6,047000000000000e-3"
"7,110000000000000e+2","5,687000000000000e-3","3,289000000000000e-3","1,658500000000000e-2","6,462000000000000e-3","1,316300000000000e-2","1,446600000000000e-2","6,057000000000000e-3"
"7,120000000000000e+2","5,889000000000000e-3","3,184000000000000e-3","1,633600000000000e-2","6,472000000000000e-3","1,319600000000000e-2","1,469500000000000e-2","5,943000000000000e-3"
"7,130000000000000e+2","6,027000000000000e-3","3,324000000000000e-3","1,666900000000000e-2","6,412000000000000e-3","1,330600000000000e-2","1,470600000000000e-2","6,100000000000000e-3"
"7,140000000000000e+2","6,459999999999999e-3","3,040000000000000e-3","1,649100000000000e-2","6,064000000000000e-3","1,323400000000000e-2","1,479000000000000e-2","5,571000000000001e-3"
"7,150000000000000e+2","6,773000000000000e-3","2,935000000000000e-3","1,646200000000000e-2","5,939000000000000e-3","1,282900000000000e-2","1,438400000000000e-2","5,539000000000000e-3"
"7,160000000000000e+2","7,062000000000000e-3","2,951000000000000e-3","1,639200000000000e-2","5,874000000000000e-3","1,276300000000000e-2","1,446000000000000e-2","5,472000000000000e-3"
"7,170000000000000e+2","7,042000000000000e-3","3,159000000000000e-3","1,655100000000000e-2","6,099000000000000e-3","1,318600000000000e-2","1,447800000000000e-2","5,795000000000000e-3"
"7,180000000000000e+2","7,341000000000000e-3","2,982000000000000e-3","1,645000000000000e-2","6,186000000000000e-3","1,257200000000000e-2","1,452400000000000e-2","5,518000000000000e-3"
"7,190000000000000e+2","7,342000000000000e-3","3,101000000000000e-3","1,649900000000000e-2","6,166000000000000e-3","1,305900000000000e-2","1,483000000000000e-2","5,710000000000000e-3"
"7,200000000000000e+2","7,644000000000000e-3","3,083000000000000e-3","1,654800000000000e-2","5,951000000000000e-3","1,300800000000000e-2","1,464200000000000e-2","5,479000000000000e-3"
"7,210000000000000e+2","7,886000000000000e-3","2,903000000000000e-3","1,635900000000000e-2","5,849000000000000e-3","1,277600000000000e-2","1,452600000000000e-2","5,823000000000000e-3"
"7,220000000000000e+2","8,128000000000000e-3","3,034000000000000e-3","1,662300000000000e-2","6,006000000000000e-3","1,301900000000000e-2","1,454900000000000e-2","5,888000000000000e-3"
"7,230000000000000e+2","8,373000000000000e-3","2,927000000000000e-3","1,636600000000000e-2","6,066000000000000e-3","1,298800000000000e-2","1,485600000000000e-2","5,845000000000000e-3"
"7,240000000000000e+2","8,707000000000000e-3","3,065000000000000e-3","1,629200000000000e-2","5,896000000000000e-3","1,275600000000000e-2","1,495200000000000e-2","5,750000000000000e-3"
"7,250000000000000e+2","9,133000000000000e-3","2,681000000000000e-3","1,631900000000000e-2","5,994000000000000e-3","1,291700000000000e-2","1,466400000000000e-2","5,589000000000000e-3"
"7,260000000000000e+2","9,444000000000000e-3","2,749000000000000e-3","1,625600000000000e-2","5,710000000000000e-3","1,270400000000000e-2","1,471100000000000e-2","5,629000000000000e-3"
"7,270000000000000e+2","9,670000000000000e-3","3,115000000000000e-3","1,654500000000000e-2","5,822000000000000e-3","1,290400000000000e-2","1,508000000000000e-2","5,563000000000000e-3"
"7,280000000000000e+2","1,021800000000000e-2","2,520000000000000e-3","1,606900000000000e-2","5,668000000000000e-3","1,269400000000000e-2","1,465800000000000e-2","5,385000000000000e-3"
"7,290000000000000e+2","1,027200000000000e-2","2,883000000000000e-3","1,640500000000000e-2","5,914000000000000e-3","1,297300000000000e-2","1,489200000000000e-2","5,627000000000000e-3"
"7,300000000000000e+2","1,070200000000000e-2","2,614000000000000e-3","1,612200000000000e-2","5,827000000000000e-3","1,280800000000000e-2","1,464600000000000e-2","5,710000000000000e-3"
"7,310000000000000e+2","1,095800000000000e-2","2,799000000000000e-3","1,628400000000000e-2","5,845000000000000e-3","1,279000000000000e-2","1,451000000000000e-2","5,853000000000000e-3"
"7,320000000000000e+2","1,139500000000000e-2","2,613000000000000e-3","1,617700000000000e-2","5,722000000000000e-3","1,278800000000000e-2","1,439900000000000e-2","5,629000000000000e-3"
"7,330000000000000e+2","1,158500000000000e-2","2,712000000000000e-3","1,620900000000000e-2","5,869000000000000e-3","1,280700000000000e-2","1,463900000000000e-2","5,889000000000000e-3"
"7,340000000000000e+2","1,187500000000000e-2","2,664000000000000e-3","1,628700000000000e-2","5,984000000000000e-3","1,295700000000000e-2","1,482000000000000e-2","5,706000000000000e-3"
"7,350000000000000e+2","1,221400000000000e-2","2,697000000000000e-3","1,621400000000000e-2","5,744000000000000e-3","1,244500000000000e-2","1,473800000000000e-2","5,602000000000000e-3"
"7,360000000000000e+2","1,252700000000000e-2","2,845000000000000e-3","1,636500000000000e-2","5,900000000000000e-3","1,283900000000000e-2","1,453400000000000e-2","5,786000000000000e-3"
"7,370000000000000e+2","1,303100000000000e-2","2,737000000000000e-3","1,606500000000000e-2","5,781000000000000e-3","1,265000000000000e-2","1,472400000000000e-2","5,767000000000001e-3"
"7,380000000000000e+2","1,336000000000000e-2","2,683000000000000e-3","1,606200000000000e-2","5,792000000000000e-3","1,254500000000000e-2","1,486400000000000e-2","5,859000000000000e-3"
"7,390000000000000e+2","1,377600000000000e-2","2,795000000000000e-3","1,615600000000000e-2","5,837000000000000e-3","1,286000000000000e-2","1,481600000000000e-2","5,747000000000000e-3"
"7,400000000000000e+2","1,423700000000000e-2","2,646000000000000e-3","1,622900000000000e-2","5,849000000000000e-3","1,265400000000000e-2","1,497000000000000e-2","5,827000000000000e-3"
"7,410000000000000e+2","1,461700000000000e-2","2,904000000000000e-3","1,630400000000000e-2","5,920000000000000e-3","1,289000000000000e-2","1,478500000000000e-2","5,879000000000000e-3"
"7,420000000000000e+2","1,542600000000000e-2","2,247000000000000e-3","1,586100000000000e-2","5,742000000000000e-3","1,242600000000000e-2","1,465200000000000e-2","5,601000000000000e-3"
"7,430000000000000e+2","1,564700000000000e-2","2,661000000000000e-3","1,632900000000000e-2","5,939000000000000e-3","1,298100000000000e-2","1,481500000000000e-2","5,901000000000000e-3"
"7,440000000000000e+2","1,641900000000000e-2","2,597000000000000e-3","1,604200000000000e-2","5,976000000000001e-3","1,292800000000000e-2","1,476800000000000e-2","6,037000000000000e-3"
"7,450000000000000e+2","1,738000000000000e-2","2,833000000000000e-3","1,628800000000000e-2","6,154000000000000e-3","1,314100000000000e-2","1,513300000000000e-2","6,194000000000000e-3"
"7,460000000000000e+2","1,618600000000000e-2","2,743000000000000e-3","1,618500000000000e-2","6,340000000000000e-3","1,329300000000000e-2","1,485000000000000e-2","6,117000000000000e-3"
"7,470000000000000e+2","1,463200000000000e-2","2,637000000000000e-3","1,617800000000000e-2","5,936000000000000e-3","1,328800000000000e-2","1,473500000000000e-2","5,842000000000000e-3"
"7,480000000000000e+2","1,537300000000000e-2","2,655000000000000e-3","1,596900000000000e-2","6,144000000000000e-3","1,324000000000000e-2","1,485500000000000e-2","5,874000000000000e-3"
"7,490000000000000e+2","1,573400000000000e-2","2,763000000000000e-3","1,631700000000000e-2","6,024000000000000e-3","1,333500000000000e-2","1,496800000000000e-2","6,141000000000000e-3"
"7,500000000000000e+2","1,614700000000000e-2","2,876000000000000e-3","1,631900000000000e-2","6,128000000000000e-3","1,332200000000000e-2","1,513400000000000e-2","6,445000000000000e-3"
