"WL","Baseline","1008-1","1008-2","1008-3","1708-1","1708-2","1708-3","2408-1","2408-2","2408-3","3108-1","3108-2","3108-3","0709-1","0709-2","0709-3","1409-1","1409-2","1409-3","2109-1","2109-2","2109-3","2809-1","2809-2","2809-3","0610-1","0610-2","0610-3","1210-1","1210-2","1210-3","1910-1","1910-2","1910-3","2610-1","2610-2","2610-3","0411-1","0411-2","0411-3","0911-1","0911-2","0911-3","1611-1","1611-2","1611-3","x column","y column","x column 1","y column 1"
"4,340000000000000e+2","-2,392021767346060e-2","4,061692120692750e-1","3,848991777721660e-1","3,840632153798840e-1","3,639377804015130e-1","3,721036266906300e-1","3,723278005758440e-1","3,017465774030200e-1","3,129942695433930e-1","3,048186135033480e-1","3,070560465865800e-1","3,075605905945650e-1","3,215936248681640e-1","2,603232389912660e-1","2,487156943794960e-1","2,783051927961400e-1","1,982471169648990e-1","1,950798920210610e-1","1,936245470172710e-1","2,137833808032930e-1","2,032885103361000e-1","2,214470393896010e-1","1,946030874939830e-1","1,987347988420120e-1","2,155335260160930e-1","1,898866512819490e-1","1,718950712716880e-1","1,509068436470590e-1","2,278128533785270e-1","2,227363335226770e-1","2,371362428058050e-1","1,981465912304330e-1","2,197766560272080e-1","2,049820965455440e-1","1,337974755580110e-1","1,466709804105710e-1","1,373144764684460e-1","2,335764522269710e-1","2,013020495261940e-1","2,167653573379320e-1","1,444930552694820e-1","1,423804928553570e-1","1,508258257177260e-1","2,018360286380500e-1","2,012779467243660e-1","2,177987052471720e-1","4,812500000000000e+2","2,130334310364452e-1","4,812500000000000e+2","2,197536728981138e-1"
"4,350000000000000e+2","-2,368907569938390e-2","3,957005245401990e-1","3,748937810116750e-1","3,740344134043730e-1","3,549721788169920e-1","3,628288713583920e-1","3,627915137002670e-1","2,947171415154940e-1","3,058690390651850e-1","2,976793604990210e-1","2,998216581141270e-1","2,998754143951770e-1","3,134603060995160e-1","2,538483274824560e-1","2,424145150680120e-1","2,710037542113240e-1","1,937559475683990e-1","1,902977769061520e-1","1,888643034099610e-1","2,088440954364660e-1","1,990040765625730e-1","2,156701355747400e-1","1,899527358570730e-1","1,943272646295030e-1","2,108909881926250e-1","1,864998478202880e-1","1,679785143126290e-1","1,474772543444720e-1","2,231143254302340e-1","2,185602997911710e-1","2,330595391904430e-1","1,942112178929300e-1","2,154985498901090e-1","2,006608496016040e-1","1,308398815157770e-1","1,435009630555580e-1","1,341771873343300e-1","2,290218910073450e-1","1,971377413923260e-1","2,119807886999590e-1","1,418076107507510e-1","1,396124503941920e-1","1,480210875251320e-1","1,983878175812950e-1","1,976348496251160e-1","2,141375848863160e-1","4,828125000000000e+2","2,099669975693349e-1","4,828125000000000e+2","2,167426365219536e-1"
"4,360000000000000e+2","-2,361515596359960e-2","3,816375181984660e-1","3,622739457438630e-1","3,609002792494800e-1","3,431533153702500e-1","3,508493833620850e-1","3,507728304278300e-1","2,853804437308800e-1","2,965819431103360e-1","2,884561593070610e-1","2,895213762887060e-1","2,901851115249300e-1","3,031744791836270e-1","2,456875665631830e-1","2,342818004999990e-1","2,619820864474480e-1","1,877555523551450e-1","1,844360074423030e-1","1,818861654204750e-1","2,028362482378870e-1","1,927288329254790e-1","2,092972493334530e-1","1,840030544077410e-1","1,887023128450190e-1","2,047556285486950e-1","1,820121928857400e-1","1,635122688758650e-1","1,435016043806740e-1","2,176074575106830e-1","2,135139997307480e-1","2,274660387115900e-1","1,887133826971620e-1","2,095994614928980e-1","1,951620785772410e-1","1,271268890972980e-1","1,398345120007720e-1","1,304731286721530e-1","2,237984317729070e-1","1,912392816355290e-1","2,061865219109590e-1","1,379067340642080e-1","1,361008150080550e-1","1,439450933560640e-1","1,936477245370700e-1","1,932255531561820e-1","2,074879361421050e-1","4,843750000000000e+2","2,058305354168254e-1","4,843750000000000e+2","2,126623193602191e-1"
"4,370000000000000e+2","-2,384715347045330e-2","3,656288870250280e-1","3,473608759659360e-1","3,459219703921770e-1","3,295877307310150e-1","3,369642413995240e-1","3,368871146331940e-1","2,751306653545260e-1","2,860306050561660e-1","2,781424930480670e-1","2,782172474363540e-1","2,783264688133160e-1","2,911175976211080e-1","2,363072304584750e-1","2,247492104144460e-1","2,516697527041670e-1","1,808538901977320e-1","1,777464690851790e-1","1,748535252803130e-1","1,952333773806510e-1","1,858647984746680e-1","2,014984371295780e-1","1,774981621079460e-1","1,827236327293910e-1","1,981483365886510e-1","1,771175482517490e-1","1,586199473930140e-1","1,390173481210760e-1","2,114626996866190e-1","2,075898980760430e-1","2,207541275378950e-1","1,825454988552910e-1","2,031933244584770e-1","1,887490798336850e-1","1,231787181413980e-1","1,356675822814170e-1","1,264498992532550e-1","2,172273641211680e-1","1,849591800864730e-1","1,997410787091130e-1","1,341131295924770e-1","1,324658442543140e-1","1,398923840330070e-1","1,882808254809130e-1","1,878502858269870e-1","2,013137908169280e-1","4,859375000000000e+2","2,008222730761141e-1","4,859375000000000e+2","2,077070446161982e-1"
"4,380000000000000e+2","-2,358197001686760e-2","3,472357144637340e-1","3,300635270416220e-1","3,282665633530690e-1","3,143816201894220e-1","3,209180880202350e-1","3,204715576661150e-1","2,635668384861880e-1","2,738275595876820e-1","2,662859492515470e-1","2,654887384692650e-1","2,659291571615230e-1","2,778134720732620e-1","2,258093808448770e-1","2,143756052942870e-1","2,399231129453090e-1","1,736471054151770e-1","1,699843562364730e-1","1,669278904853000e-1","1,863011161220950e-1","1,774214552988080e-1","1,925692510032410e-1","1,704269307549770e-1","1,751692576787640e-1","1,902097688550530e-1","1,713113387757120e-1","1,529492426908670e-1","1,336626682712090e-1","2,044969722141250e-1","2,004611466233120e-1","2,133141034927150e-1","1,753180926180970e-1","1,958663439767090e-1","1,814994575029940e-1","1,181696433710460e-1","1,302525392398070e-1","1,215933004922580e-1","2,095517064747790e-1","1,774170298991130e-1","1,919287206564680e-1","1,296077940258120e-1","1,276584405711870e-1","1,350312144710710e-1","1,822307253369440e-1","1,815529862697310e-1","1,940524089363950e-1","4,875000000000000e+2","1,951981753983321e-1","4,875000000000000e+2","2,021288832822166e-1"
"4,390000000000000e+2","-2,352729508257310e-2","3,289840702100550e-1","3,130260202158400e-1","3,110686256616730e-1","2,985625342057900e-1","3,055515252745040e-1","3,044008542352520e-1","2,519817218422300e-1","2,616507608675470e-1","2,543004472303690e-1","2,526124288882120e-1","2,528274776308730e-1","2,642795982036940e-1","2,148624843222100e-1","2,041627541627090e-1","2,286921776289240e-1","1,659943164113300e-1","1,622493898038750e-1","1,596463007283330e-1","1,776529964830330e-1","1,694903618823780e-1","1,831538867626080e-1","1,629287339763820e-1","1,683727437531430e-1","1,828815524924720e-1","1,649453680070060e-1","1,471388464416760e-1","1,286533118614380e-1","1,961906861696240e-1","1,938585411702810e-1","2,064203452392540e-1","1,684169379643000e-1","1,885500399897470e-1","1,740619256551460e-1","1,135298780551400e-1","1,252976626784810e-1","1,166932450378510e-1","2,024523838717690e-1","1,700178517646720e-1","1,841565682623430e-1","1,248217148412140e-1","1,231784093713220e-1","1,305365977859300e-1","1,762019708856870e-1","1,760011273068160e-1","1,873226426200350e-1","4,890625000000000e+2","1,892460874371127e-1","4,890625000000000e+2","1,962119651667368e-1"
"4,400000000000000e+2","-2,340462248666970e-2","3,114521397590270e-1","2,969412805740790e-1","2,939817556613040e-1","2,839994428343850e-1","2,907778784571190e-1","2,896003059721920e-1","2,406559987201040e-1","2,506355443698730e-1","2,427508020168920e-1","2,401796095225900e-1","2,405240662816050e-1","2,513948719391390e-1","2,044828637697360e-1","1,941319685099700e-1","2,172818815957910e-1","1,584217057419340e-1","1,550391005678650e-1","1,520755482295340e-1","1,693767694025410e-1","1,613693525636460e-1","1,747959002690770e-1","1,559114538439950e-1","1,614290821142690e-1","1,756447466429010e-1","1,595974426195050e-1","1,417070723571980e-1","1,237600771837410e-1","1,895632927823880e-1","1,872385949216120e-1","1,994222518397040e-1","1,618250784562260e-1","1,814707968813940e-1","1,670994551394280e-1","1,086052874124630e-1","1,209604128485240e-1","1,122667465952450e-1","1,955048374981280e-1","1,630970029538610e-1","1,771472854631320e-1","1,207237165325140e-1","1,189077695820780e-1","1,260290961541020e-1","1,705558028160660e-1","1,704379177470630e-1","1,811952054016060e-1","4,906250000000000e+2","1,832575870852796e-1","4,906250000000000e+2","1,902445143700531e-1"
"4,410000000000000e+2","-2,348821116254750e-2","2,961974392601720e-1","2,827497236810290e-1","2,799987943599620e-1","2,716997792416760e-1","2,777325839987830e-1","2,765544481388430e-1","2,312236758952450e-1","2,408561926915540e-1","2,332587485445910e-1","2,297763809306190e-1","2,304636282910340e-1","2,403647145302130e-1","1,956235517392540e-1","1,855710485623390e-1","2,077582386549010e-1","1,523045672500270e-1","1,487907208462630e-1","1,456136381485130e-1","1,623297531159010e-1","1,552286400072490e-1","1,679291797240210e-1","1,495780653252110e-1","1,562151969649100e-1","1,694155700303730e-1","1,552594473362330e-1","1,373076552741550e-1","1,197998779362260e-1","1,827568749638820e-1","1,820351462393320e-1","1,934125917901100e-1","1,559139953453460e-1","1,756697558749600e-1","1,617478915926910e-1","1,051377543605230e-1","1,170745678899890e-1","1,084685137325900e-1","1,896771958463340e-1","1,573630617829160e-1","1,708096266165960e-1","1,168071310668800e-1","1,153981519009920e-1","1,221565232788780e-1","1,658104276195860e-1","1,657616806654640e-1","1,761747780233930e-1","4,921875000000000e+2","1,775003760440331e-1","4,921875000000000e+2","1,844914251373933e-1"
"4,420000000000000e+2","-2,315723413062860e-2","2,832530468497570e-1","2,706293929108540e-1","2,676744328991720e-1","2,609732872006620e-1","2,670873962726710e-1","2,653989148415070e-1","2,234107169356590e-1","2,322205127533970e-1","2,250641935355370e-1","2,205492368262570e-1","2,207977482950330e-1","2,302610727552370e-1","1,880035136626400e-1","1,780256564944640e-1","1,993080688099370e-1","1,468416665535170e-1","1,431539161065810e-1","1,400682722019820e-1","1,561920338672790e-1","1,495179327863780e-1","1,614879775806050e-1","1,444798750810660e-1","1,507599478271530e-1","1,639704084040180e-1","1,506922913419260e-1","1,332919218639950e-1","1,161793635302190e-1","1,775948998668250e-1","1,772502678004970e-1","1,881176486322470e-1","1,512617908656550e-1","1,708612112340920e-1","1,566637573617520e-1","1,019981977193440e-1","1,136626748165540e-1","1,049921936537630e-1","1,845090006825760e-1","1,522374852087460e-1","1,655515471733100e-1","1,137895442802990e-1","1,120921652524440e-1","1,187543721150550e-1","1,614906971370670e-1","1,618858855955840e-1","1,719907243335920e-1","4,937500000000000e+2","1,721938292052034e-1","4,937500000000000e+2","1,791699801054836e-1"
"4,430000000000000e+2","-2,289935850912470e-2","2,727033505535410e-1","2,608168468727090e-1","2,574487416616240e-1","2,518287770748880e-1","2,579652520543320e-1","2,562658375041790e-1","2,166381353624270e-1","2,257264676766000e-1","2,184658126993520e-1","2,129849464181420e-1","2,133780371771040e-1","2,226533540806980e-1","1,818771218848280e-1","1,720047032747410e-1","1,925269144423630e-1","1,422154716335600e-1","1,385904214021290e-1","1,353967962711800e-1","1,514399220742020e-1","1,448373260060760e-1","1,562729892844800e-1","1,402907247586310e-1","1,469254461193970e-1","1,597355259743830e-1","1,478427031478540e-1","1,303594496429380e-1","1,132184570591000e-1","1,741437294385450e-1","1,735087807890640e-1","1,838574394488830e-1","1,473994616604310e-1","1,664356976756980e-1","1,527634305685020e-1","9,948611671633360e-2","1,107103929034740e-1","1,024810331486240e-1","1,804655098998420e-1","1,483036009172230e-1","1,608603663305570e-1","1,112974416260940e-1","1,094054999478730e-1","1,162987361146790e-1","1,579694851708720e-1","1,583547942159990e-1","1,681281397524810e-1","4,953125000000000e+2","1,674899044701634e-1","4,953125000000000e+2","1,744308950798977e-1"
"4,440000000000000e+2","-2,250550318600440e-2","2,638302429179440e-1","2,524347788613900e-1","2,489486090163100e-1","2,449012479135580e-1","2,506035272288980e-1","2,488040097937680e-1","2,115362415247450e-1","2,202217379040930e-1","2,127914660273750e-1","2,066686118750210e-1","2,067843996506810e-1","2,162740763565890e-1","1,764188148646200e-1","1,667403023212510e-1","1,866824791823960e-1","1,386243716506860e-1","1,350249951640230e-1","1,321011059104030e-1","1,475172392003750e-1","1,411681508908750e-1","1,522203174159760e-1","1,366918190897100e-1","1,434128815338260e-1","1,557435008781500e-1","1,450465256510390e-1","1,276220629363260e-1","1,106031855265860e-1","1,701641211889410e-1","1,703654759017570e-1","1,804610934443170e-1","1,441988366616740e-1","1,631573703589760e-1","1,493736971529660e-1","9,700173526896090e-2","1,082756032008940e-1","1,002040450299940e-1","1,773034714885960e-1","1,446982568724540e-1","1,579905824986450e-1","1,088172952229380e-1","1,071137772112830e-1","1,139239340770540e-1","1,554966438887650e-1","1,555773639704740e-1","1,644002287871190e-1","4,968750000000000e+2","1,634610440407976e-1","4,968750000000000e+2","1,703463082113355e-1"
"4,450000000000000e+2","-2,254216446419570e-2","2,571799443284430e-1","2,461936224316560e-1","2,427445353842940e-1","2,395273167285800e-1","2,451508950468270e-1","2,430286434866630e-1","2,080636246088930e-1","2,163177921316410e-1","2,088859514827690e-1","2,020802868271700e-1","2,023005828072650e-1","2,109722035302820e-1","1,728193658729260e-1","1,632978087623570e-1","1,826115993984160e-1","1,362340843775070e-1","1,325142179551710e-1","1,300692393931080e-1","1,447810638300890e-1","1,384099749100390e-1","1,492133026656740e-1","1,344596453893310e-1","1,411325209065740e-1","1,537221772164520e-1","1,435545772724040e-1","1,261286553805810e-1","1,091398795491260e-1","1,674706089370110e-1","1,687318829341070e-1","1,787271070151080e-1","1,425606377040010e-1","1,610710234104340e-1","1,475493710607530e-1","9,590865708578450e-2","1,069665911384260e-1","9,894965743845539e-2","1,748984369715850e-1","1,424918054003230e-1","1,553155713026960e-1","1,074953540814790e-1","1,061601322514570e-1","1,126723193916960e-1","1,538376782394560e-1","1,541902782961670e-1","1,617896332207460e-1","4,984375000000000e+2","1,600960237462453e-1","4,984375000000000e+2","1,669056645688213e-1"
"4,460000000000000e+2","-2,207358044114890e-2","2,516049065683050e-1","2,413177212064320e-1","2,377026742783580e-1","2,351219303616080e-1","2,407251289889890e-1","2,385694800642830e-1","2,051144624185060e-1","2,129369530330600e-1","2,056977483911220e-1","1,983639958943250e-1","1,985476477212480e-1","2,070982106320930e-1","1,694551928465100e-1","1,599471950345690e-1","1,790654736136480e-1","1,337961132225900e-1","1,303177294643000e-1","1,271365159690280e-1","1,425294984610540e-1","1,363217062052000e-1","1,468543110061920e-1","1,323008417438640e-1","1,391814144614830e-1","1,513559032363120e-1","1,420927761285720e-1","1,246387132316820e-1","1,079963047735480e-1","1,656420796731910e-1","1,669844814456400e-1","1,772844762825760e-1","1,407968926336940e-1","1,590682908909600e-1","1,459355878969170e-1","9,446620555988979e-2","1,055416130071050e-1","9,767810440120419e-2","1,731735097909340e-1","1,404970978174230e-1","1,528808633446320e-1","1,064143300848470e-1","1,046408219562550e-1","1,111948505898020e-1","1,524612834937640e-1","1,523645757928370e-1","1,584953942316480e-1","5,000000000000000e+2","1,573039721631839e-1","5,000000000000000e+2","1,640197201720488e-1"
"4,470000000000000e+2","-2,148906800064020e-2","2,474855815912680e-1","2,372546374679450e-1","2,335187663302500e-1","2,320379229517000e-1","2,375658157717000e-1","2,349631662110340e-1","2,025669533778870e-1","2,107476297294570e-1","2,034157113722250e-1","1,953585579515500e-1","1,952939013187210e-1","2,042484830422050e-1","1,671738265176940e-1","1,574271658155100e-1","1,762139289119170e-1","1,322205749587790e-1","1,282800893283910e-1","1,256008978933460e-1","1,404959262873360e-1","1,341624640012260e-1","1,448880204702970e-1","1,307340670642540e-1","1,375909203002370e-1","1,499406923404190e-1","1,409922437315800e-1","1,231394037303620e-1","1,068363736637640e-1","1,636394000372510e-1","1,659810230226490e-1","1,760533136635380e-1","1,396362382577330e-1","1,576882534202590e-1","1,444328317655740e-1","9,368430860054450e-2","1,042198351296320e-1","9,667599181581541e-2","1,715764011651810e-1","1,392175584974400e-1","1,511579268175880e-1","1,048996734118920e-1","1,036230650394550e-1","1,102299748313950e-1","1,513227285828230e-1","1,514158423071990e-1","1,563480383044950e-1","5,015625000000000e+2","1,549260286513451e-1","5,015625000000000e+2","1,615321424274673e-1"
"4,480000000000000e+2","-2,155165826126010e-2","2,451008933964900e-1","2,349781898841630e-1","2,313406237410630e-1","2,303381930167530e-1","2,357604873957290e-1","2,331835180331630e-1","2,017691062604690e-1","2,100274110258840e-1","2,024405276205370e-1","1,938862692249320e-1","1,937513047444350e-1","2,025043229423350e-1","1,660930820832040e-1","1,560873845001740e-1","1,747060409498370e-1","1,314062998401710e-1","1,274757452013770e-1","1,243829004894260e-1","1,397351347091170e-1","1,337265191967460e-1","1,443175395451180e-1","1,300949631485200e-1","1,367456036278860e-1","1,492563867978700e-1","1,407727439475070e-1","1,234645598868190e-1","1,070619662586500e-1","1,634831125514880e-1","1,660931863156710e-1","1,756516039802280e-1","1,396694138159480e-1","1,575688278602500e-1","1,442453705809700e-1","9,394805536255261e-2","1,040460566306290e-1","9,663576185809659e-2","1,712192764159760e-1","1,388561041019500e-1","1,503119839128470e-1","1,048183245510990e-1","1,034408347301390e-1","1,101280433272450e-1","1,511857213710640e-1","1,511806788005230e-1","1,549581032152010e-1","5,031250000000000e+2","1,527533882339180e-1","5,031250000000000e+2","1,592374642187523e-1"
"4,490000000000000e+2","-2,156042848484730e-2","2,431360759240180e-1","2,335442016428780e-1","2,297879283579870e-1","2,294772593900300e-1","2,348091367509310e-1","2,317806757194760e-1","2,018280348036050e-1","2,092543525098900e-1","2,019796938242420e-1","1,929429341726870e-1","1,928861757533380e-1","2,014155716749750e-1","1,655419605256350e-1","1,555367485215070e-1","1,740319304126770e-1","1,312578873860520e-1","1,275050766643820e-1","1,237976854621170e-1","1,395748231620580e-1","1,337315338712720e-1","1,439494984046830e-1","1,300641241270750e-1","1,368296008143580e-1","1,492597954303070e-1","1,410078905690730e-1","1,235444768234130e-1","1,065999324136790e-1","1,627483054589710e-1","1,663918337592450e-1","1,762462217502110e-1","1,396223242437520e-1","1,576971463434360e-1","1,444433164872810e-1","9,412335898651141e-2","1,042856983323820e-1","9,686805148840930e-2","1,713192235898980e-1","1,384846727635680e-1","1,503595115330620e-1","1,046043794796150e-1","1,033700194521880e-1","1,100484937840040e-1","1,507799191041220e-1","1,510213322301690e-1","1,539751063391800e-1","5,046875000000000e+2","1,505498520535444e-1","5,046875000000000e+2","1,569035170997830e-1"
"4,500000000000000e+2","-2,139936156426690e-2","2,420213097362470e-1","2,324399460219150e-1","2,288078836695200e-1","2,289089676925520e-1","2,340944806150690e-1","2,312015002331770e-1","2,017006048101180e-1","2,095982908522470e-1","2,017010286336710e-1","1,922731153991630e-1","1,923654930968520e-1","2,008990164292790e-1","1,650119415216840e-1","1,549494135178860e-1","1,734853746902100e-1","1,307614847215880e-1","1,268939430807770e-1","1,234058585328850e-1","1,397283888305340e-1","1,334786359664360e-1","1,436183660209880e-1","1,299221313285190e-1","1,372143687223220e-1","1,493182096714080e-1","1,413731086501330e-1","1,238325721082030e-1","1,073451766376380e-1","1,630007301043420e-1","1,665032261046400e-1","1,760445781426150e-1","1,401509776477180e-1","1,577208901906760e-1","1,445687615579670e-1","9,424798501613680e-2","1,042228628085480e-1","9,691207675127890e-2","1,713643069304610e-1","1,386246288527300e-1","1,500168917827610e-1","1,045877668594310e-1","1,033463795270840e-1","1,099924390633580e-1","1,504465514091660e-1","1,507861392683490e-1","1,537768751171410e-1","5,062500000000000e+2","1,480765347228962e-1","5,062500000000000e+2","1,542959965147843e-1"
"4,510000000000000e+2","-2,117647326665590e-2","2,415885117775730e-1","2,320406993848190e-1","2,279344042952270e-1","2,284540694612880e-1","2,340423572555790e-1","2,306187523385210e-1","2,016480349886170e-1","2,091525465752110e-1","2,017066145920940e-1","1,921087515182610e-1","1,920201003258270e-1","2,007386236767060e-1","1,646375467236740e-1","1,548965772139250e-1","1,731175861460770e-1","1,308380143510150e-1","1,270449280931310e-1","1,231441444369280e-1","1,396027508394820e-1","1,335322188914710e-1","1,438174914837280e-1","1,300555103483130e-1","1,373728670572000e-1","1,493037273696200e-1","1,414622368099740e-1","1,240501358502660e-1","1,075925520354240e-1","1,634027260716220e-1","1,669922287076370e-1","1,764912372190820e-1","1,402077830364460e-1","1,577888827949660e-1","1,447201157999940e-1","9,434093553263589e-2","1,046823130898460e-1","9,714444744662901e-2","1,711830592540100e-1","1,385473920689920e-1","1,495751203882610e-1","1,046968494704680e-1","1,030883933645480e-1","1,101036158531890e-1","1,503538715117580e-1","1,501408335055020e-1","1,533405809126970e-1","5,078125000000000e+2","1,451161435783088e-1","5,078125000000000e+2","1,512025708093207e-1"
"4,520000000000000e+2","-2,092711191325020e-2","2,411655794831980e-1","2,311296336411420e-1","2,275814986754010e-1","2,283459065796740e-1","2,335766713753050e-1","2,304789302065680e-1","2,019716639763900e-1","2,092704014659480e-1","2,018654688454030e-1","1,919891353072750e-1","1,919820959664840e-1","2,002820676088750e-1","1,644115993199960e-1","1,547860070041900e-1","1,728383988489930e-1","1,311854227859990e-1","1,268723826937080e-1","1,237003022379430e-1","1,398940183883210e-1","1,336559905356690e-1","1,439927625839700e-1","1,302515433856730e-1","1,374040524396390e-1","1,492964472613100e-1","1,420572081451400e-1","1,242587126462400e-1","1,078604561292580e-1","1,636700256367600e-1","1,674101487060980e-1","1,769366850619320e-1","1,403341843586350e-1","1,584382084089310e-1","1,451393665330100e-1","9,461029735718310e-2","1,046977142185710e-1","9,731897941175779e-2","1,710146229613600e-1","1,384136496310550e-1","1,492616976008540e-1","1,044160930760450e-1","1,029342042740310e-1","1,097817324034600e-1","1,500715036200800e-1","1,496355506567660e-1","1,530349771101310e-1","5,093750000000000e+2","1,414942929225301e-1","5,093750000000000e+2","1,474539923036400e-1"
"4,530000000000000e+2","-2,075766624808780e-2","2,407749799637970e-1","2,313638210672730e-1","2,274167252331300e-1","2,283365149197340e-1","2,333405079082390e-1","2,301431485441780e-1","2,020342002529560e-1","2,097307955964260e-1","2,020615376213180e-1","1,919540219164320e-1","1,918328320397310e-1","2,002256351523960e-1","1,646646481644910e-1","1,548909155254840e-1","1,729682642620200e-1","1,312792831674580e-1","1,270127672491920e-1","1,244685308664690e-1","1,398875648626860e-1","1,337948388757210e-1","1,440742348370870e-1","1,303422228991640e-1","1,377103161574740e-1","1,496233723288900e-1","1,422436355439570e-1","1,244385385208390e-1","1,081014083386350e-1","1,634564302098240e-1","1,676643226486540e-1","1,772109796948200e-1","1,406908764286930e-1","1,583688401017190e-1","1,454372165243580e-1","9,434212602989819e-2","1,048648890879380e-1","9,748602250690800e-2","1,707287798221390e-1","1,381040137487890e-1","1,489445856796790e-1","1,044476330895190e-1","1,027883739857140e-1","1,097855481407590e-1","1,494813812994760e-1","1,494176943438680e-1","1,519933551292030e-1","5,109375000000000e+2","1,370956690922988e-1","5,109375000000000e+2","1,429400253536433e-1"
"4,540000000000000e+2","-2,050544387939220e-2","2,405195257711650e-1","2,306857305089350e-1","2,269517824865950e-1","2,279885454343380e-1","2,333508193995280e-1","2,300580399260740e-1","2,019951956518330e-1","2,095286813466470e-1","2,018927210870970e-1","1,916667645279300e-1","1,916365992950850e-1","1,998110234914400e-1","1,644366710691960e-1","1,547707323310710e-1","1,723373153978970e-1","1,311599876804520e-1","1,271173863444030e-1","1,244372588571420e-1","1,400903929421010e-1","1,336651669068730e-1","1,443194166419600e-1","1,303525735115050e-1","1,378410619794840e-1","1,493874940801600e-1","1,422545170682080e-1","1,247904118563680e-1","1,078335969690160e-1","1,637969903272190e-1","1,677738787561400e-1","1,771668641951950e-1","1,408187155987160e-1","1,587532463847630e-1","1,451962386686910e-1","9,454611333250590e-2","1,049428164475080e-1","9,727258856492619e-2","1,703743645417730e-1","1,376780634634700e-1","1,482987090364530e-1","1,038760555074070e-1","1,027398585828060e-1","1,093955503065040e-1","1,488659369424130e-1","1,485112895582370e-1","1,507200255208020e-1","5,125000000000000e+2","1,318734939504453e-1","5,125000000000000e+2","1,376186478696201e-1"
"4,550000000000000e+2","-2,029160129509410e-2","2,401422174564910e-1","2,303893046954510e-1","2,266708577605150e-1","2,279012085430630e-1","2,329532293413280e-1","2,295160907480160e-1","2,019313832245690e-1","2,092652579377690e-1","2,018171692331670e-1","1,911211945330350e-1","1,912793437709930e-1","1,996317585486340e-1","1,641702845295840e-1","1,544856200882710e-1","1,724044404291090e-1","1,313228391290940e-1","1,267396220410260e-1","1,248348766255370e-1","1,401540189575080e-1","1,339874527421710e-1","1,443726784904950e-1","1,304150694357440e-1","1,378164192976540e-1","1,497820731108240e-1","1,423913894943340e-1","1,244695367033660e-1","1,082120215413730e-1","1,636083820836800e-1","1,678490976161230e-1","1,773170244617440e-1","1,406191521895690e-1","1,581862571289060e-1","1,453952496645180e-1","9,445583432317219e-2","1,050086509052280e-1","9,711133975511640e-2","1,700039615955460e-1","1,370553177928770e-1","1,477849632990880e-1","1,034225199687620e-1","1,019240170355360e-1","1,088061027113990e-1","1,477386223818080e-1","1,477090143098250e-1","1,485200539662450e-1","5,140625000000000e+2","1,258515694085989e-1","5,140625000000000e+2","1,315178313327592e-1"
"4,560000000000000e+2","-2,017265228631180e-2","2,397731086393050e-1","2,299690255394860e-1","2,259877307728190e-1","2,272629318542510e-1","2,328858591690550e-1","2,291089474874380e-1","2,018304293497860e-1","2,089904407809670e-1","2,017850352854440e-1","1,909548016624620e-1","1,909831456033140e-1","1,992005558204430e-1","1,634508471552650e-1","1,542784332450620e-1","1,721667052291840e-1","1,312611263257780e-1","1,269745199133570e-1","1,245191150764330e-1","1,397736117384540e-1","1,337159612966110e-1","1,442211986893590e-1","1,301854447040880e-1","1,379170927480200e-1","1,499088424419330e-1","1,424999537869110e-1","1,248422350750180e-1","1,085055557851490e-1","1,637592918065640e-1","1,680000448293390e-1","1,769612140725900e-1","1,405008494887490e-1","1,578375332617880e-1","1,449526230118880e-1","9,429482012129790e-2","1,046451236573360e-1","9,704623829207010e-2","1,692299084039320e-1","1,364744291121150e-1","1,470020345288950e-1","1,026280721192300e-1","1,016093109744220e-1","1,079831693346860e-1","1,468531401397880e-1","1,466170475684520e-1","1,468072800252950e-1","5,156250000000000e+2","1,191191051396696e-1","5,156250000000000e+2","1,247301363020836e-1"
"4,570000000000000e+2","-1,975157953005520e-2","2,390402415578210e-1","2,290806500114380e-1","2,256259703625470e-1","2,267560523745540e-1","2,320617359170300e-1","2,281857568530850e-1","2,013045121056340e-1","2,085096691990680e-1","2,011582268877700e-1","1,900594719699010e-1","1,899250341338550e-1","1,986070140908990e-1","1,628334538858450e-1","1,535572597469240e-1","1,712503482078110e-1","1,307892830632220e-1","1,265556461857550e-1","1,241097966631700e-1","1,394617558942080e-1","1,332053406630410e-1","1,438427312905870e-1","1,295616752709580e-1","1,375708261342710e-1","1,492602255832200e-1","1,422552603863070e-1","1,245042432098010e-1","1,080341344025660e-1","1,630058142280970e-1","1,677814038606990e-1","1,761186346876260e-1","1,400545000451850e-1","1,572855494390370e-1","1,443615955578300e-1","9,369168727414739e-2","1,044435565173420e-1","9,653661507754370e-2","1,681472626082060e-1","1,354440883157580e-1","1,457561206346670e-1","1,021050872550400e-1","1,003890224940310e-1","1,073359561532050e-1","1,452020073127930e-1","1,450904378181010e-1","1,448952115033410e-1","5,171875000000000e+2","1,118193927280218e-1","5,171875000000000e+2","1,174012252679659e-1"
